,Reference,Dates,Page_Views
133,61118,2018-09-03,0.0
134,61118,2018-09-04,0.0
135,61118,2018-09-05,0.0
0,61118,2018-09-06,9.0
136,61118,2018-09-07,0.0
137,61118,2018-09-08,0.0
138,61118,2018-09-09,0.0
139,61118,2018-09-10,0.0
140,61118,2018-09-11,0.0
141,61118,2018-09-12,0.0
142,61118,2018-09-13,0.0
143,61118,2018-09-14,0.0
144,61118,2018-09-15,0.0
1,61118,2018-09-16,19.0
2,61118,2018-09-17,9.0
3,61118,2018-09-18,75.0
4,61118,2018-09-19,28.0
5,61118,2018-09-20,75.0
6,61118,2018-09-21,19.0
7,61118,2018-09-22,37.0
8,61118,2018-09-23,37.0
9,61118,2018-09-24,28.0
10,61118,2018-09-25,47.0
11,61118,2018-09-26,9.0
12,61118,2018-09-27,103.0
13,61118,2018-09-28,47.0
14,61118,2018-09-29,122.0
15,61118,2018-09-30,140.0
16,61118,2018-10-01,94.0
17,61118,2018-10-02,37.0
18,61118,2018-10-03,28.0
19,61118,2018-10-04,9.0
145,61118,2018-10-05,0.0
146,61118,2018-10-06,0.0
147,61118,2018-10-07,0.0
20,61118,2018-10-08,9.0
21,61118,2018-10-09,9.0
22,61118,2018-10-10,9.0
23,61118,2018-10-11,37.0
24,61118,2018-10-12,56.0
148,61118,2018-10-13,0.0
25,61118,2018-10-14,47.0
26,61118,2018-10-15,37.0
27,61118,2018-10-16,66.0
28,61118,2018-10-17,66.0
29,61118,2018-10-18,9.0
149,61118,2018-10-19,0.0
30,61118,2018-10-20,9.0
150,61118,2018-10-21,0.0
31,61118,2018-10-22,9.0
32,61118,2018-10-23,28.0
33,61118,2018-10-24,9.0
151,61118,2018-10-25,0.0
34,61118,2018-10-26,9.0
35,61118,2018-10-27,9.0
152,61118,2018-10-28,0.0
153,61118,2018-10-29,0.0
36,61118,2018-10-30,19.0
37,61118,2018-10-31,66.0
38,61118,2018-11-01,9.0
39,61118,2018-11-02,9.0
40,61118,2018-11-03,9.0
41,61118,2018-11-04,56.0
42,61118,2018-11-05,37.0
43,61118,2018-11-06,9.0
44,61118,2018-11-07,56.0
45,61118,2018-11-08,75.0
46,61118,2018-11-09,9.0
47,61118,2018-11-10,28.0
48,61118,2018-11-11,9.0
49,61118,2018-11-12,28.0
50,61118,2018-11-13,28.0
51,61118,2018-11-14,56.0
52,61118,2018-11-15,28.0
53,61118,2018-11-16,75.0
54,61118,2018-11-17,47.0
55,61118,2018-11-18,56.0
56,61118,2018-11-19,75.0
57,61118,2018-11-20,56.0
154,61118,2018-11-21,0.0
58,61118,2018-11-22,37.0
59,61118,2018-11-23,178.0
60,61118,2018-11-24,47.0
61,61118,2018-11-25,19.0
62,61118,2018-11-26,19.0
63,61118,2018-11-27,19.0
64,61118,2018-11-28,9.0
155,61118,2018-11-29,0.0
156,61118,2018-11-30,0.0
157,61118,2018-12-01,0.0
158,61118,2018-12-02,0.0
65,61118,2018-12-03,9.0
159,61118,2018-12-04,0.0
66,61118,2018-12-05,9.0
160,61118,2018-12-06,0.0
67,61118,2018-12-07,9.0
161,61118,2018-12-08,0.0
68,61118,2018-12-09,9.0
162,61118,2018-12-10,0.0
163,61118,2018-12-11,0.0
164,61118,2018-12-12,0.0
69,61118,2018-12-13,9.0
165,61118,2018-12-14,0.0
166,61118,2018-12-15,0.0
167,61118,2018-12-16,0.0
168,61118,2018-12-17,0.0
169,61118,2018-12-18,0.0
70,61118,2018-12-19,9.0
71,61118,2018-12-20,19.0
170,61118,2018-12-21,0.0
72,61118,2018-12-22,9.0
171,61118,2018-12-23,0.0
172,61118,2018-12-24,0.0
173,61118,2018-12-25,0.0
174,61118,2018-12-26,0.0
73,61118,2018-12-27,9.0
175,61118,2018-12-28,0.0
176,61118,2018-12-29,0.0
74,61118,2018-12-30,9.0
177,61118,2018-12-31,0.0
75,61118,2019-01-01,9.0
178,61118,2019-01-02,0.0
179,61118,2019-01-03,0.0
