,Reference,Dates,Page_Views
151,51140,2018-09-03,0.0
152,51140,2018-09-04,0.0
153,51140,2018-09-05,0.0
0,51140,2018-09-06,37.0
1,51140,2018-09-07,9.0
2,51140,2018-09-08,19.0
3,51140,2018-09-09,28.0
4,51140,2018-09-10,84.0
5,51140,2018-09-11,19.0
154,51140,2018-09-12,0.0
155,51140,2018-09-13,0.0
156,51140,2018-09-14,0.0
157,51140,2018-09-15,0.0
6,51140,2018-09-16,56.0
7,51140,2018-09-17,47.0
8,51140,2018-09-18,47.0
9,51140,2018-09-19,19.0
10,51140,2018-09-20,37.0
11,51140,2018-09-21,28.0
12,51140,2018-09-22,28.0
13,51140,2018-09-23,19.0
14,51140,2018-09-24,28.0
158,51140,2018-09-25,0.0
15,51140,2018-09-26,66.0
16,51140,2018-09-27,9.0
17,51140,2018-09-28,66.0
18,51140,2018-09-29,19.0
19,51140,2018-09-30,19.0
20,51140,2018-10-01,37.0
21,51140,2018-10-02,47.0
22,51140,2018-10-03,19.0
23,51140,2018-10-04,56.0
24,51140,2018-10-05,37.0
25,51140,2018-10-06,47.0
26,51140,2018-10-07,9.0
27,51140,2018-10-08,9.0
28,51140,2018-10-09,19.0
29,51140,2018-10-10,28.0
159,51140,2018-10-11,0.0
30,51140,2018-10-12,28.0
31,51140,2018-10-13,19.0
32,51140,2018-10-14,94.0
33,51140,2018-10-15,37.0
34,51140,2018-10-16,9.0
35,51140,2018-10-17,9.0
36,51140,2018-10-18,9.0
37,51140,2018-10-19,28.0
38,51140,2018-10-20,9.0
39,51140,2018-10-21,37.0
160,51140,2018-10-22,0.0
161,51140,2018-10-23,0.0
162,51140,2018-10-24,0.0
163,51140,2018-10-25,0.0
164,51140,2018-10-26,0.0
40,51140,2018-10-27,19.0
41,51140,2018-10-28,28.0
42,51140,2018-10-29,9.0
43,51140,2018-10-30,9.0
165,51140,2018-10-31,0.0
44,51140,2018-11-01,9.0
45,51140,2018-11-02,9.0
166,51140,2018-11-03,0.0
46,51140,2018-11-04,19.0
47,51140,2018-11-05,19.0
48,51140,2018-11-06,37.0
49,51140,2018-11-07,19.0
50,51140,2018-11-08,19.0
51,51140,2018-11-09,19.0
52,51140,2018-11-10,28.0
53,51140,2018-11-11,19.0
54,51140,2018-11-12,47.0
167,51140,2018-11-13,0.0
168,51140,2018-11-14,0.0
55,51140,2018-11-15,9.0
56,51140,2018-11-16,47.0
57,51140,2018-11-17,28.0
58,51140,2018-11-18,28.0
59,51140,2018-11-19,19.0
60,51140,2018-11-20,75.0
61,51140,2018-11-21,56.0
62,51140,2018-11-22,9.0
63,51140,2018-11-23,47.0
64,51140,2018-11-24,56.0
65,51140,2018-11-25,37.0
169,51140,2018-11-26,0.0
66,51140,2018-11-27,19.0
67,51140,2018-11-28,9.0
170,51140,2018-11-29,0.0
171,51140,2018-11-30,0.0
68,51140,2018-12-01,9.0
69,51140,2018-12-02,9.0
172,51140,2018-12-03,0.0
70,51140,2018-12-04,9.0
173,51140,2018-12-05,0.0
174,51140,2018-12-06,0.0
71,51140,2018-12-07,28.0
72,51140,2018-12-08,9.0
175,51140,2018-12-09,0.0
73,51140,2018-12-10,28.0
74,51140,2018-12-11,9.0
75,51140,2018-12-12,47.0
176,51140,2018-12-13,0.0
76,51140,2018-12-14,9.0
77,51140,2018-12-15,9.0
78,51140,2018-12-16,9.0
79,51140,2018-12-17,19.0
80,51140,2018-12-18,19.0
81,51140,2018-12-19,28.0
82,51140,2018-12-20,28.0
83,51140,2018-12-21,19.0
84,51140,2018-12-22,9.0
177,51140,2018-12-23,0.0
178,51140,2018-12-24,0.0
85,51140,2018-12-25,47.0
86,51140,2018-12-26,9.0
87,51140,2018-12-27,9.0
179,51140,2018-12-28,0.0
88,51140,2018-12-29,9.0
89,51140,2018-12-30,9.0
180,51140,2018-12-31,0.0
90,51140,2019-01-01,9.0
181,51140,2019-01-02,0.0
182,51140,2019-01-03,0.0
183,51140,2019-01-04,0.0
184,51140,2019-01-05,0.0
185,51140,2019-01-06,0.0
91,51140,2019-01-07,28.0
92,51140,2019-01-08,19.0
93,51140,2019-01-09,66.0
94,51140,2019-01-10,37.0
95,51140,2019-01-11,28.0
96,51140,2019-01-12,28.0
97,51140,2019-01-13,37.0
98,51140,2019-01-14,37.0
99,51140,2019-01-15,9.0
100,51140,2019-01-16,19.0
101,51140,2019-01-17,37.0
102,51140,2019-01-18,9.0
103,51140,2019-01-19,28.0
104,51140,2019-01-20,19.0
105,51140,2019-01-21,37.0
106,51140,2019-01-22,9.0
186,51140,2019-01-23,0.0
107,51140,2019-01-24,37.0
108,51140,2019-01-25,37.0
109,51140,2019-01-26,28.0
187,51140,2019-01-27,0.0
110,51140,2019-01-28,19.0
111,51140,2019-01-29,56.0
112,51140,2019-01-30,103.0
113,51140,2019-01-31,47.0
114,51140,2019-02-01,9.0
115,51140,2019-02-02,9.0
116,51140,2019-02-03,66.0
188,51140,2019-02-04,0.0
117,51140,2019-02-05,9.0
118,51140,2019-02-06,37.0
119,51140,2019-02-07,28.0
189,51140,2019-02-08,0.0
120,51140,2019-02-09,19.0
121,51140,2019-02-10,9.0
122,51140,2019-02-11,28.0
123,51140,2019-02-12,37.0
124,51140,2019-02-13,37.0
125,51140,2019-02-14,9.0
