,Reference,Dates,Page_Views
0,122334,2018-09-03,9.0
158,122334,2018-09-04,0.0
159,122334,2018-09-05,0.0
1,122334,2018-09-06,37.0
2,122334,2018-09-07,28.0
3,122334,2018-09-08,9.0
4,122334,2018-09-09,9.0
160,122334,2018-09-10,0.0
5,122334,2018-09-11,9.0
161,122334,2018-09-12,0.0
6,122334,2018-09-13,9.0
7,122334,2018-09-14,37.0
8,122334,2018-09-15,28.0
9,122334,2018-09-16,9.0
10,122334,2018-09-17,9.0
162,122334,2018-09-18,0.0
11,122334,2018-09-19,19.0
12,122334,2018-09-20,47.0
13,122334,2018-09-21,28.0
14,122334,2018-09-22,9.0
15,122334,2018-09-23,9.0
16,122334,2018-09-24,28.0
17,122334,2018-09-25,19.0
18,122334,2018-09-26,37.0
19,122334,2018-09-27,47.0
20,122334,2018-09-28,9.0
21,122334,2018-09-29,28.0
22,122334,2018-09-30,28.0
23,122334,2018-10-01,28.0
24,122334,2018-10-02,28.0
25,122334,2018-10-03,56.0
26,122334,2018-10-04,37.0
27,122334,2018-10-05,19.0
28,122334,2018-10-06,103.0
29,122334,2018-10-07,37.0
30,122334,2018-10-08,9.0
31,122334,2018-10-09,9.0
32,122334,2018-10-10,37.0
163,122334,2018-10-11,0.0
33,122334,2018-10-12,37.0
34,122334,2018-10-13,47.0
35,122334,2018-10-14,37.0
36,122334,2018-10-15,9.0
37,122334,2018-10-16,9.0
38,122334,2018-10-17,37.0
39,122334,2018-10-18,19.0
40,122334,2018-10-19,9.0
41,122334,2018-10-20,19.0
164,122334,2018-10-21,0.0
42,122334,2018-10-22,9.0
43,122334,2018-10-23,9.0
44,122334,2018-10-24,9.0
45,122334,2018-10-25,9.0
165,122334,2018-10-26,0.0
166,122334,2018-10-27,0.0
46,122334,2018-10-28,19.0
47,122334,2018-10-29,19.0
167,122334,2018-10-30,0.0
48,122334,2018-10-31,9.0
168,122334,2018-11-01,0.0
169,122334,2018-11-02,0.0
49,122334,2018-11-03,28.0
50,122334,2018-11-04,19.0
51,122334,2018-11-05,66.0
52,122334,2018-11-06,19.0
53,122334,2018-11-07,28.0
54,122334,2018-11-08,28.0
55,122334,2018-11-09,19.0
56,122334,2018-11-10,47.0
57,122334,2018-11-11,56.0
58,122334,2018-11-12,19.0
59,122334,2018-11-13,28.0
60,122334,2018-11-14,9.0
61,122334,2018-11-15,28.0
62,122334,2018-11-16,28.0
63,122334,2018-11-17,9.0
64,122334,2018-11-18,37.0
65,122334,2018-11-19,19.0
66,122334,2018-11-20,19.0
67,122334,2018-11-21,19.0
68,122334,2018-11-22,19.0
69,122334,2018-11-23,9.0
70,122334,2018-11-24,37.0
71,122334,2018-11-25,47.0
72,122334,2018-11-26,19.0
170,122334,2018-11-27,0.0
73,122334,2018-11-28,9.0
171,122334,2018-11-29,0.0
172,122334,2018-11-30,0.0
173,122334,2018-12-01,0.0
74,122334,2018-12-02,19.0
75,122334,2018-12-03,9.0
76,122334,2018-12-04,37.0
174,122334,2018-12-05,0.0
77,122334,2018-12-06,19.0
175,122334,2018-12-07,0.0
78,122334,2018-12-08,9.0
79,122334,2018-12-09,19.0
176,122334,2018-12-10,0.0
80,122334,2018-12-11,19.0
81,122334,2018-12-12,9.0
177,122334,2018-12-13,0.0
178,122334,2018-12-14,0.0
179,122334,2018-12-15,0.0
180,122334,2018-12-16,0.0
181,122334,2018-12-17,0.0
182,122334,2018-12-18,0.0
82,122334,2018-12-19,28.0
83,122334,2018-12-20,9.0
183,122334,2018-12-21,0.0
84,122334,2018-12-22,19.0
85,122334,2018-12-23,9.0
184,122334,2018-12-24,0.0
185,122334,2018-12-25,0.0
86,122334,2018-12-26,47.0
186,122334,2018-12-27,0.0
87,122334,2018-12-28,9.0
88,122334,2018-12-29,9.0
187,122334,2018-12-30,0.0
89,122334,2018-12-31,19.0
188,122334,2019-01-01,0.0
189,122334,2019-01-02,0.0
190,122334,2019-01-03,0.0
191,122334,2019-01-04,0.0
192,122334,2019-01-05,0.0
90,122334,2019-01-06,56.0
91,122334,2019-01-07,9.0
92,122334,2019-01-08,9.0
93,122334,2019-01-09,47.0
94,122334,2019-01-10,37.0
95,122334,2019-01-11,9.0
96,122334,2019-01-12,28.0
97,122334,2019-01-13,9.0
98,122334,2019-01-14,28.0
99,122334,2019-01-15,37.0
193,122334,2019-01-16,0.0
194,122334,2019-01-17,0.0
100,122334,2019-01-18,37.0
101,122334,2019-01-19,9.0
102,122334,2019-01-20,84.0
