,Reference,Dates,Page_Views
123,61731,2018-09-03,0.0
0,61731,2018-09-04,19.0
124,61731,2018-09-05,0.0
1,61731,2018-09-06,9.0
125,61731,2018-09-07,0.0
126,61731,2018-09-08,0.0
127,61731,2018-09-09,0.0
128,61731,2018-09-10,0.0
129,61731,2018-09-11,0.0
130,61731,2018-09-12,0.0
2,61731,2018-09-13,28.0
131,61731,2018-09-14,0.0
132,61731,2018-09-15,0.0
3,61731,2018-09-16,75.0
4,61731,2018-09-17,66.0
5,61731,2018-09-18,103.0
6,61731,2018-09-19,206.0
7,61731,2018-09-20,140.0
8,61731,2018-09-21,178.0
9,61731,2018-09-22,206.0
10,61731,2018-09-23,243.0
11,61731,2018-09-24,66.0
12,61731,2018-09-25,159.0
13,61731,2018-09-26,112.0
14,61731,2018-09-27,75.0
15,61731,2018-09-28,94.0
16,61731,2018-09-29,84.0
17,61731,2018-09-30,150.0
18,61731,2018-10-01,187.0
19,61731,2018-10-02,159.0
20,61731,2018-10-03,94.0
21,61731,2018-10-04,178.0
22,61731,2018-10-05,84.0
23,61731,2018-10-06,122.0
24,61731,2018-10-07,122.0
25,61731,2018-10-08,178.0
26,61731,2018-10-09,159.0
27,61731,2018-10-10,47.0
28,61731,2018-10-11,66.0
29,61731,2018-10-12,159.0
30,61731,2018-10-13,84.0
31,61731,2018-10-14,206.0
32,61731,2018-10-15,94.0
33,61731,2018-10-16,150.0
34,61731,2018-10-17,159.0
35,61731,2018-10-18,131.0
36,61731,2018-10-19,103.0
37,61731,2018-10-20,84.0
38,61731,2018-10-21,47.0
39,61731,2018-10-22,28.0
40,61731,2018-10-23,37.0
41,61731,2018-10-24,56.0
42,61731,2018-10-25,19.0
43,61731,2018-10-26,9.0
44,61731,2018-10-27,19.0
45,61731,2018-10-28,9.0
46,61731,2018-10-29,66.0
47,61731,2018-10-30,37.0
48,61731,2018-10-31,28.0
49,61731,2018-11-01,37.0
50,61731,2018-11-02,9.0
51,61731,2018-11-03,84.0
52,61731,2018-11-04,19.0
53,61731,2018-11-05,66.0
54,61731,2018-11-06,56.0
55,61731,2018-11-07,66.0
56,61731,2018-11-08,94.0
57,61731,2018-11-09,37.0
58,61731,2018-11-10,37.0
59,61731,2018-11-11,47.0
60,61731,2018-11-12,28.0
61,61731,2018-11-13,66.0
62,61731,2018-11-14,66.0
63,61731,2018-11-15,37.0
64,61731,2018-11-16,66.0
65,61731,2018-11-17,122.0
66,61731,2018-11-18,84.0
67,61731,2018-11-19,75.0
68,61731,2018-11-20,66.0
69,61731,2018-11-21,37.0
70,61731,2018-11-22,112.0
71,61731,2018-11-23,168.0
72,61731,2018-11-24,19.0
133,61731,2018-11-25,0.0
73,61731,2018-11-26,28.0
74,61731,2018-11-27,9.0
134,61731,2018-11-28,0.0
135,61731,2018-11-29,0.0
75,61731,2018-11-30,9.0
136,61731,2018-12-01,0.0
137,61731,2018-12-02,0.0
138,61731,2018-12-03,0.0
139,61731,2018-12-04,0.0
76,61731,2018-12-05,9.0
77,61731,2018-12-06,9.0
140,61731,2018-12-07,0.0
141,61731,2018-12-08,0.0
78,61731,2018-12-09,9.0
79,61731,2018-12-10,9.0
80,61731,2018-12-11,9.0
142,61731,2018-12-12,0.0
81,61731,2018-12-13,9.0
143,61731,2018-12-14,0.0
144,61731,2018-12-15,0.0
145,61731,2018-12-16,0.0
146,61731,2018-12-17,0.0
147,61731,2018-12-18,0.0
148,61731,2018-12-19,0.0
149,61731,2018-12-20,0.0
150,61731,2018-12-21,0.0
151,61731,2018-12-22,0.0
152,61731,2018-12-23,0.0
153,61731,2018-12-24,0.0
154,61731,2018-12-25,0.0
82,61731,2018-12-26,9.0
83,61731,2018-12-27,9.0
155,61731,2018-12-28,0.0
84,61731,2018-12-29,9.0
156,61731,2018-12-30,0.0
157,61731,2018-12-31,0.0
158,61731,2019-01-01,0.0
85,61731,2019-01-02,9.0
159,61731,2019-01-03,0.0
160,61731,2019-01-04,0.0
161,61731,2019-01-05,0.0
162,61731,2019-01-06,0.0
163,61731,2019-01-07,0.0
164,61731,2019-01-08,0.0
86,61731,2019-01-09,9.0
165,61731,2019-01-10,0.0
87,61731,2019-01-11,19.0
166,61731,2019-01-12,0.0
167,61731,2019-01-13,0.0
168,61731,2019-01-14,0.0
88,61731,2019-01-15,37.0
169,61731,2019-01-16,0.0
170,61731,2019-01-17,0.0
171,61731,2019-01-18,0.0
172,61731,2019-01-19,0.0
89,61731,2019-01-20,9.0
173,61731,2019-01-21,0.0
174,61731,2019-01-22,0.0
175,61731,2019-01-23,0.0
176,61731,2019-01-24,0.0
177,61731,2019-01-25,0.0
178,61731,2019-01-26,0.0
179,61731,2019-01-27,0.0
180,61731,2019-01-28,0.0
90,61731,2019-01-29,9.0
181,61731,2019-01-30,0.0
182,61731,2019-01-31,0.0
183,61731,2019-02-01,0.0
184,61731,2019-02-02,0.0
91,61731,2019-02-03,9.0
185,61731,2019-02-04,0.0
186,61731,2019-02-05,0.0
92,61731,2019-02-06,9.0
93,61731,2019-02-07,37.0
94,61731,2019-02-08,19.0
95,61731,2019-02-09,9.0
96,61731,2019-02-10,9.0
97,61731,2019-02-11,37.0
187,61731,2019-02-12,0.0
98,61731,2019-02-13,47.0
188,61731,2019-02-14,0.0
99,61731,2019-02-15,19.0
100,61731,2019-02-16,9.0
101,61731,2019-02-17,9.0
102,61731,2019-02-18,9.0
103,61731,2019-02-19,19.0
104,61731,2019-02-20,9.0
105,61731,2019-02-21,9.0
189,61731,2019-02-22,0.0
190,61731,2019-02-23,0.0
106,61731,2019-02-24,9.0
191,61731,2019-02-25,0.0
192,61731,2019-02-26,0.0
107,61731,2019-02-27,9.0
108,61731,2019-02-28,28.0
193,61731,2019-03-01,0.0
194,61731,2019-03-02,0.0
195,61731,2019-03-03,0.0
196,61731,2019-03-04,0.0
197,61731,2019-03-05,0.0
198,61731,2019-03-06,0.0
199,61731,2019-03-07,0.0
200,61731,2019-03-08,0.0
201,61731,2019-03-09,0.0
109,61731,2019-03-10,19.0
110,61731,2019-03-11,28.0
111,61731,2019-03-12,9.0
202,61731,2019-03-13,0.0
112,61731,2019-03-14,28.0
203,61731,2019-03-15,0.0
113,61731,2019-03-16,9.0
204,61731,2019-03-17,0.0
205,61731,2019-03-18,0.0
206,61731,2019-03-19,0.0
207,61731,2019-03-20,0.0
114,61731,2019-03-21,9.0
115,61731,2019-03-22,9.0
208,61731,2019-03-23,0.0
209,61731,2019-03-24,0.0
116,61731,2019-03-25,9.0
117,61731,2019-03-26,19.0
118,61731,2019-03-27,84.0
119,61731,2019-03-28,9.0
120,61731,2019-03-29,37.0
121,61731,2019-03-30,66.0
122,61731,2019-03-31,47.0
