,Reference,Dates,Page_Views
0,29300,2018-09-03,9.0
106,29300,2018-09-04,0.0
107,29300,2018-09-05,0.0
1,29300,2018-09-06,19.0
2,29300,2018-09-07,9.0
3,29300,2018-09-08,9.0
108,29300,2018-09-09,0.0
109,29300,2018-09-10,0.0
4,29300,2018-09-11,9.0
110,29300,2018-09-12,0.0
111,29300,2018-09-13,0.0
112,29300,2018-09-14,0.0
5,29300,2018-09-15,9.0
6,29300,2018-09-16,9.0
7,29300,2018-09-17,19.0
113,29300,2018-09-18,0.0
114,29300,2018-09-19,0.0
8,29300,2018-09-20,9.0
115,29300,2018-09-21,0.0
116,29300,2018-09-22,0.0
117,29300,2018-09-23,0.0
9,29300,2018-09-24,9.0
10,29300,2018-09-25,9.0
118,29300,2018-09-26,0.0
119,29300,2018-09-27,0.0
120,29300,2018-09-28,0.0
121,29300,2018-09-29,0.0
122,29300,2018-09-30,0.0
11,29300,2018-10-01,9.0
123,29300,2018-10-02,0.0
124,29300,2018-10-03,0.0
125,29300,2018-10-04,0.0
126,29300,2018-10-05,0.0
127,29300,2018-10-06,0.0
12,29300,2018-10-07,28.0
13,29300,2018-10-08,19.0
128,29300,2018-10-09,0.0
129,29300,2018-10-10,0.0
14,29300,2018-10-11,28.0
15,29300,2018-10-12,28.0
16,29300,2018-10-13,9.0
17,29300,2018-10-14,19.0
18,29300,2018-10-15,66.0
19,29300,2018-10-16,47.0
20,29300,2018-10-17,47.0
21,29300,2018-10-18,9.0
22,29300,2018-10-19,56.0
23,29300,2018-10-20,28.0
24,29300,2018-10-21,28.0
130,29300,2018-10-22,0.0
25,29300,2018-10-23,19.0
26,29300,2018-10-24,19.0
131,29300,2018-10-25,0.0
27,29300,2018-10-26,9.0
28,29300,2018-10-27,47.0
29,29300,2018-10-28,19.0
30,29300,2018-10-29,47.0
31,29300,2018-10-30,9.0
32,29300,2018-10-31,19.0
33,29300,2018-11-01,9.0
34,29300,2018-11-02,28.0
35,29300,2018-11-03,9.0
132,29300,2018-11-04,0.0
