,Reference,Dates,Page_Views
139,122540,2018-09-03,0.0
140,122540,2018-09-04,0.0
141,122540,2018-09-05,0.0
142,122540,2018-09-06,0.0
143,122540,2018-09-07,0.0
144,122540,2018-09-08,0.0
145,122540,2018-09-09,0.0
146,122540,2018-09-10,0.0
147,122540,2018-09-11,0.0
148,122540,2018-09-12,0.0
149,122540,2018-09-13,0.0
150,122540,2018-09-14,0.0
151,122540,2018-09-15,0.0
152,122540,2018-09-16,0.0
153,122540,2018-09-17,0.0
154,122540,2018-09-18,0.0
155,122540,2018-09-19,0.0
156,122540,2018-09-20,0.0
0,122540,2018-09-21,9.0
1,122540,2018-09-22,56.0
157,122540,2018-09-23,0.0
158,122540,2018-09-24,0.0
2,122540,2018-09-25,9.0
159,122540,2018-09-26,0.0
160,122540,2018-09-27,0.0
161,122540,2018-09-28,0.0
3,122540,2018-09-29,9.0
162,122540,2018-09-30,0.0
4,122540,2018-10-01,9.0
5,122540,2018-10-02,9.0
6,122540,2018-10-03,37.0
163,122540,2018-10-04,0.0
7,122540,2018-10-05,9.0
8,122540,2018-10-06,9.0
9,122540,2018-10-07,28.0
164,122540,2018-10-08,0.0
10,122540,2018-10-09,9.0
165,122540,2018-10-10,0.0
166,122540,2018-10-11,0.0
167,122540,2018-10-12,0.0
11,122540,2018-10-13,19.0
168,122540,2018-10-14,0.0
169,122540,2018-10-15,0.0
12,122540,2018-10-16,9.0
13,122540,2018-10-17,9.0
170,122540,2018-10-18,0.0
14,122540,2018-10-19,19.0
171,122540,2018-10-20,0.0
15,122540,2018-10-21,19.0
16,122540,2018-10-22,66.0
17,122540,2018-10-23,9.0
18,122540,2018-10-24,9.0
19,122540,2018-10-25,19.0
20,122540,2018-10-26,19.0
21,122540,2018-10-27,28.0
22,122540,2018-10-28,19.0
23,122540,2018-10-29,19.0
172,122540,2018-10-30,0.0
24,122540,2018-10-31,9.0
173,122540,2018-11-01,0.0
25,122540,2018-11-02,19.0
26,122540,2018-11-03,19.0
27,122540,2018-11-04,19.0
28,122540,2018-11-05,28.0
174,122540,2018-11-06,0.0
29,122540,2018-11-07,19.0
175,122540,2018-11-08,0.0
176,122540,2018-11-09,0.0
30,122540,2018-11-10,28.0
31,122540,2018-11-11,19.0
177,122540,2018-11-12,0.0
32,122540,2018-11-13,9.0
33,122540,2018-11-14,37.0
178,122540,2018-11-15,0.0
34,122540,2018-11-16,9.0
35,122540,2018-11-17,9.0
36,122540,2018-11-18,37.0
37,122540,2018-11-19,19.0
38,122540,2018-11-20,9.0
39,122540,2018-11-21,9.0
40,122540,2018-11-22,28.0
41,122540,2018-11-23,9.0
42,122540,2018-11-24,47.0
43,122540,2018-11-25,19.0
179,122540,2018-11-26,0.0
44,122540,2018-11-27,19.0
45,122540,2018-11-28,9.0
46,122540,2018-11-29,9.0
47,122540,2018-11-30,19.0
48,122540,2018-12-01,9.0
49,122540,2018-12-02,9.0
180,122540,2018-12-03,0.0
181,122540,2018-12-04,0.0
182,122540,2018-12-05,0.0
183,122540,2018-12-06,0.0
50,122540,2018-12-07,9.0
51,122540,2018-12-08,19.0
184,122540,2018-12-09,0.0
52,122540,2018-12-10,9.0
53,122540,2018-12-11,28.0
185,122540,2018-12-12,0.0
54,122540,2018-12-13,9.0
55,122540,2018-12-14,19.0
186,122540,2018-12-15,0.0
56,122540,2018-12-16,9.0
57,122540,2018-12-17,28.0
58,122540,2018-12-18,9.0
59,122540,2018-12-19,9.0
187,122540,2018-12-20,0.0
188,122540,2018-12-21,0.0
60,122540,2018-12-22,9.0
189,122540,2018-12-23,0.0
190,122540,2018-12-24,0.0
61,122540,2018-12-25,28.0
62,122540,2018-12-26,19.0
191,122540,2018-12-27,0.0
192,122540,2018-12-28,0.0
63,122540,2018-12-29,9.0
193,122540,2018-12-30,0.0
194,122540,2018-12-31,0.0
64,122540,2019-01-01,75.0
195,122540,2019-01-02,0.0
196,122540,2019-01-03,0.0
65,122540,2019-01-04,9.0
197,122540,2019-01-05,0.0
198,122540,2019-01-06,0.0
66,122540,2019-01-07,9.0
67,122540,2019-01-08,9.0
68,122540,2019-01-09,9.0
199,122540,2019-01-10,0.0
69,122540,2019-01-11,19.0
70,122540,2019-01-12,9.0
71,122540,2019-01-13,37.0
72,122540,2019-01-14,19.0
73,122540,2019-01-15,19.0
74,122540,2019-01-16,47.0
75,122540,2019-01-17,84.0
76,122540,2019-01-18,37.0
77,122540,2019-01-19,56.0
78,122540,2019-01-20,19.0
79,122540,2019-01-21,56.0
80,122540,2019-01-22,28.0
81,122540,2019-01-23,47.0
82,122540,2019-01-24,19.0
83,122540,2019-01-25,56.0
84,122540,2019-01-26,56.0
85,122540,2019-01-27,28.0
86,122540,2019-01-28,47.0
87,122540,2019-01-29,37.0
88,122540,2019-01-30,28.0
200,122540,2019-01-31,0.0
89,122540,2019-02-01,28.0
90,122540,2019-02-02,19.0
91,122540,2019-02-03,19.0
92,122540,2019-02-04,9.0
93,122540,2019-02-05,47.0
94,122540,2019-02-06,9.0
95,122540,2019-02-07,28.0
96,122540,2019-02-08,56.0
97,122540,2019-02-09,37.0
98,122540,2019-02-10,28.0
99,122540,2019-02-11,9.0
100,122540,2019-02-12,28.0
101,122540,2019-02-13,84.0
102,122540,2019-02-14,28.0
103,122540,2019-02-15,9.0
104,122540,2019-02-16,75.0
105,122540,2019-02-17,47.0
106,122540,2019-02-18,37.0
107,122540,2019-02-19,19.0
108,122540,2019-02-20,28.0
201,122540,2019-02-21,0.0
109,122540,2019-02-22,9.0
110,122540,2019-02-23,47.0
111,122540,2019-02-24,28.0
112,122540,2019-02-25,28.0
113,122540,2019-02-26,9.0
114,122540,2019-02-27,28.0
115,122540,2019-02-28,19.0
116,122540,2019-03-01,19.0
202,122540,2019-03-02,0.0
203,122540,2019-03-03,0.0
117,122540,2019-03-04,9.0
118,122540,2019-03-05,9.0
119,122540,2019-03-06,28.0
120,122540,2019-03-07,9.0
121,122540,2019-03-08,19.0
122,122540,2019-03-09,19.0
123,122540,2019-03-10,9.0
124,122540,2019-03-11,28.0
125,122540,2019-03-12,9.0
204,122540,2019-03-13,0.0
126,122540,2019-03-14,9.0
205,122540,2019-03-15,0.0
127,122540,2019-03-16,19.0
128,122540,2019-03-17,56.0
206,122540,2019-03-18,0.0
129,122540,2019-03-19,19.0
207,122540,2019-03-20,0.0
130,122540,2019-03-21,19.0
131,122540,2019-03-22,28.0
