,Reference,Dates,Page_Views
0,90953,2018-09-03,9.0
132,90953,2018-09-04,0.0
133,90953,2018-09-05,0.0
1,90953,2018-09-06,9.0
2,90953,2018-09-07,19.0
134,90953,2018-09-08,0.0
3,90953,2018-09-09,19.0
135,90953,2018-09-10,0.0
136,90953,2018-09-11,0.0
137,90953,2018-09-12,0.0
4,90953,2018-09-13,9.0
138,90953,2018-09-14,0.0
139,90953,2018-09-15,0.0
140,90953,2018-09-16,0.0
141,90953,2018-09-17,0.0
5,90953,2018-09-18,19.0
6,90953,2018-09-19,9.0
7,90953,2018-09-20,19.0
8,90953,2018-09-21,9.0
142,90953,2018-09-22,0.0
9,90953,2018-09-23,19.0
10,90953,2018-09-24,9.0
143,90953,2018-09-25,0.0
11,90953,2018-09-26,56.0
144,90953,2018-09-27,0.0
12,90953,2018-09-28,47.0
13,90953,2018-09-29,9.0
145,90953,2018-09-30,0.0
14,90953,2018-10-01,28.0
15,90953,2018-10-02,19.0
146,90953,2018-10-03,0.0
16,90953,2018-10-04,19.0
147,90953,2018-10-05,0.0
17,90953,2018-10-06,9.0
18,90953,2018-10-07,9.0
19,90953,2018-10-08,19.0
148,90953,2018-10-09,0.0
149,90953,2018-10-10,0.0
20,90953,2018-10-11,28.0
150,90953,2018-10-12,0.0
21,90953,2018-10-13,28.0
22,90953,2018-10-14,37.0
23,90953,2018-10-15,19.0
24,90953,2018-10-16,9.0
151,90953,2018-10-17,0.0
152,90953,2018-10-18,0.0
153,90953,2018-10-19,0.0
154,90953,2018-10-20,0.0
155,90953,2018-10-21,0.0
25,90953,2018-10-22,9.0
26,90953,2018-10-23,9.0
156,90953,2018-10-24,0.0
157,90953,2018-10-25,0.0
27,90953,2018-10-26,19.0
158,90953,2018-10-27,0.0
28,90953,2018-10-28,9.0
159,90953,2018-10-29,0.0
29,90953,2018-10-30,28.0
30,90953,2018-10-31,28.0
160,90953,2018-11-01,0.0
31,90953,2018-11-02,28.0
32,90953,2018-11-03,9.0
33,90953,2018-11-04,9.0
34,90953,2018-11-05,19.0
35,90953,2018-11-06,28.0
161,90953,2018-11-07,0.0
162,90953,2018-11-08,0.0
163,90953,2018-11-09,0.0
36,90953,2018-11-10,19.0
37,90953,2018-11-11,84.0
38,90953,2018-11-12,9.0
39,90953,2018-11-13,9.0
40,90953,2018-11-14,9.0
41,90953,2018-11-15,28.0
42,90953,2018-11-16,28.0
43,90953,2018-11-17,28.0
164,90953,2018-11-18,0.0
165,90953,2018-11-19,0.0
44,90953,2018-11-20,47.0
45,90953,2018-11-21,28.0
46,90953,2018-11-22,19.0
47,90953,2018-11-23,19.0
48,90953,2018-11-24,19.0
49,90953,2018-11-25,9.0
166,90953,2018-11-26,0.0
50,90953,2018-11-27,9.0
167,90953,2018-11-28,0.0
51,90953,2018-11-29,37.0
168,90953,2018-11-30,0.0
52,90953,2018-12-01,9.0
53,90953,2018-12-02,9.0
169,90953,2018-12-03,0.0
54,90953,2018-12-04,9.0
170,90953,2018-12-05,0.0
55,90953,2018-12-06,28.0
56,90953,2018-12-07,19.0
57,90953,2018-12-08,19.0
58,90953,2018-12-09,19.0
171,90953,2018-12-10,0.0
172,90953,2018-12-11,0.0
173,90953,2018-12-12,0.0
59,90953,2018-12-13,19.0
60,90953,2018-12-14,47.0
174,90953,2018-12-15,0.0
175,90953,2018-12-16,0.0
61,90953,2018-12-17,19.0
62,90953,2018-12-18,9.0
176,90953,2018-12-19,0.0
63,90953,2018-12-20,19.0
177,90953,2018-12-21,0.0
178,90953,2018-12-22,0.0
179,90953,2018-12-23,0.0
64,90953,2018-12-24,9.0
180,90953,2018-12-25,0.0
181,90953,2018-12-26,0.0
182,90953,2018-12-27,0.0
65,90953,2018-12-28,19.0
183,90953,2018-12-29,0.0
66,90953,2018-12-30,9.0
67,90953,2018-12-31,9.0
68,90953,2019-01-01,9.0
184,90953,2019-01-02,0.0
69,90953,2019-01-03,28.0
185,90953,2019-01-04,0.0
70,90953,2019-01-05,19.0
71,90953,2019-01-06,9.0
72,90953,2019-01-07,28.0
73,90953,2019-01-08,28.0
74,90953,2019-01-09,28.0
75,90953,2019-01-10,37.0
76,90953,2019-01-11,28.0
186,90953,2019-01-12,0.0
77,90953,2019-01-13,37.0
78,90953,2019-01-14,19.0
79,90953,2019-01-15,9.0
80,90953,2019-01-16,19.0
81,90953,2019-01-17,37.0
187,90953,2019-01-18,0.0
82,90953,2019-01-19,28.0
83,90953,2019-01-20,9.0
84,90953,2019-01-21,56.0
85,90953,2019-01-22,19.0
86,90953,2019-01-23,9.0
188,90953,2019-01-24,0.0
189,90953,2019-01-25,0.0
87,90953,2019-01-26,28.0
88,90953,2019-01-27,9.0
89,90953,2019-01-28,9.0
90,90953,2019-01-29,9.0
91,90953,2019-01-30,19.0
190,90953,2019-01-31,0.0
92,90953,2019-02-01,56.0
93,90953,2019-02-02,37.0
94,90953,2019-02-03,19.0
95,90953,2019-02-04,28.0
191,90953,2019-02-05,0.0
96,90953,2019-02-06,9.0
192,90953,2019-02-07,0.0
97,90953,2019-02-08,9.0
98,90953,2019-02-09,19.0
99,90953,2019-02-10,19.0
100,90953,2019-02-11,28.0
193,90953,2019-02-12,0.0
101,90953,2019-02-13,9.0
102,90953,2019-02-14,9.0
194,90953,2019-02-15,0.0
103,90953,2019-02-16,28.0
104,90953,2019-02-17,47.0
105,90953,2019-02-18,19.0
106,90953,2019-02-19,9.0
107,90953,2019-02-20,28.0
108,90953,2019-02-21,9.0
109,90953,2019-02-22,9.0
110,90953,2019-02-23,19.0
111,90953,2019-02-24,28.0
112,90953,2019-02-25,9.0
195,90953,2019-02-26,0.0
113,90953,2019-02-27,9.0
114,90953,2019-02-28,28.0
196,90953,2019-03-01,0.0
115,90953,2019-03-02,9.0
116,90953,2019-03-03,19.0
117,90953,2019-03-04,9.0
118,90953,2019-03-05,9.0
119,90953,2019-03-06,19.0
120,90953,2019-03-07,9.0
121,90953,2019-03-08,47.0
122,90953,2019-03-09,37.0
123,90953,2019-03-10,9.0
124,90953,2019-03-11,9.0
125,90953,2019-03-12,9.0
197,90953,2019-03-13,0.0
198,90953,2019-03-14,0.0
199,90953,2019-03-15,0.0
200,90953,2019-03-16,0.0
126,90953,2019-03-17,19.0
201,90953,2019-03-18,0.0
202,90953,2019-03-19,0.0
203,90953,2019-03-20,0.0
127,90953,2019-03-21,19.0
128,90953,2019-03-22,37.0
204,90953,2019-03-23,0.0
205,90953,2019-03-24,0.0
206,90953,2019-03-25,0.0
207,90953,2019-03-26,0.0
208,90953,2019-03-27,0.0
129,90953,2019-03-28,9.0
130,90953,2019-03-29,19.0
209,90953,2019-03-30,0.0
131,90953,2019-03-31,47.0
