,Reference,Dates,Page_Views
0,123838,2018-09-03,9.0
171,123838,2018-09-04,0.0
1,123838,2018-09-05,9.0
172,123838,2018-09-06,0.0
2,123838,2018-09-07,19.0
3,123838,2018-09-08,9.0
4,123838,2018-09-09,47.0
173,123838,2018-09-10,0.0
5,123838,2018-09-11,28.0
6,123838,2018-09-12,9.0
7,123838,2018-09-13,9.0
8,123838,2018-09-14,9.0
174,123838,2018-09-15,0.0
9,123838,2018-09-16,9.0
175,123838,2018-09-17,0.0
176,123838,2018-09-18,0.0
10,123838,2018-09-19,9.0
11,123838,2018-09-20,9.0
12,123838,2018-09-21,9.0
177,123838,2018-09-22,0.0
13,123838,2018-09-23,28.0
14,123838,2018-09-24,9.0
15,123838,2018-09-25,19.0
178,123838,2018-09-26,0.0
179,123838,2018-09-27,0.0
16,123838,2018-09-28,9.0
180,123838,2018-09-29,0.0
181,123838,2018-09-30,0.0
17,123838,2018-10-01,66.0
18,123838,2018-10-02,37.0
19,123838,2018-10-03,37.0
20,123838,2018-10-04,19.0
21,123838,2018-10-05,19.0
22,123838,2018-10-06,37.0
23,123838,2018-10-07,28.0
24,123838,2018-10-08,28.0
25,123838,2018-10-09,47.0
26,123838,2018-10-10,56.0
27,123838,2018-10-11,28.0
28,123838,2018-10-12,9.0
29,123838,2018-10-13,56.0
30,123838,2018-10-14,28.0
31,123838,2018-10-15,37.0
32,123838,2018-10-16,37.0
33,123838,2018-10-17,47.0
34,123838,2018-10-18,37.0
182,123838,2018-10-19,0.0
183,123838,2018-10-20,0.0
35,123838,2018-10-21,9.0
36,123838,2018-10-22,9.0
37,123838,2018-10-23,28.0
184,123838,2018-10-24,0.0
38,123838,2018-10-25,103.0
39,123838,2018-10-26,159.0
40,123838,2018-10-27,150.0
41,123838,2018-10-28,300.0
42,123838,2018-10-29,19.0
43,123838,2018-10-30,19.0
44,123838,2018-10-31,19.0
45,123838,2018-11-01,19.0
46,123838,2018-11-02,19.0
47,123838,2018-11-03,19.0
48,123838,2018-11-04,66.0
49,123838,2018-11-05,28.0
50,123838,2018-11-06,56.0
51,123838,2018-11-07,66.0
52,123838,2018-11-08,84.0
53,123838,2018-11-09,94.0
54,123838,2018-11-10,122.0
55,123838,2018-11-11,75.0
56,123838,2018-11-12,56.0
57,123838,2018-11-13,94.0
58,123838,2018-11-14,28.0
59,123838,2018-11-15,103.0
60,123838,2018-11-16,103.0
61,123838,2018-11-17,234.0
62,123838,2018-11-18,178.0
63,123838,2018-11-19,66.0
64,123838,2018-11-20,37.0
65,123838,2018-11-21,19.0
66,123838,2018-11-22,47.0
67,123838,2018-11-23,9.0
68,123838,2018-11-24,47.0
69,123838,2018-11-25,66.0
70,123838,2018-11-26,47.0
71,123838,2018-11-27,37.0
185,123838,2018-11-28,0.0
72,123838,2018-11-29,9.0
73,123838,2018-11-30,9.0
186,123838,2018-12-01,0.0
187,123838,2018-12-02,0.0
188,123838,2018-12-03,0.0
74,123838,2018-12-04,9.0
189,123838,2018-12-05,0.0
75,123838,2018-12-06,28.0
76,123838,2018-12-07,9.0
190,123838,2018-12-08,0.0
77,123838,2018-12-09,9.0
191,123838,2018-12-10,0.0
78,123838,2018-12-11,9.0
192,123838,2018-12-12,0.0
193,123838,2018-12-13,0.0
194,123838,2018-12-14,0.0
79,123838,2018-12-15,9.0
195,123838,2018-12-16,0.0
80,123838,2018-12-17,9.0
196,123838,2018-12-18,0.0
197,123838,2018-12-19,0.0
81,123838,2018-12-20,19.0
198,123838,2018-12-21,0.0
199,123838,2018-12-22,0.0
200,123838,2018-12-23,0.0
82,123838,2018-12-24,9.0
201,123838,2018-12-26,0.0
202,123838,2018-12-27,0.0
83,123838,2018-12-28,9.0
84,123838,2018-12-29,37.0
203,123838,2018-12-30,0.0
204,123838,2018-12-31,0.0
85,123838,2019-01-01,9.0
86,123838,2019-01-02,56.0
205,123838,2019-01-03,0.0
87,123838,2019-01-04,28.0
206,123838,2019-01-05,0.0
207,123838,2019-01-06,0.0
88,123838,2019-01-07,28.0
89,123838,2019-01-08,47.0
90,123838,2019-01-09,19.0
91,123838,2019-01-10,56.0
92,123838,2019-01-11,122.0
93,123838,2019-01-12,112.0
94,123838,2019-01-13,140.0
95,123838,2019-01-14,131.0
96,123838,2019-01-15,56.0
97,123838,2019-01-16,140.0
98,123838,2019-01-17,66.0
99,123838,2019-01-18,84.0
100,123838,2019-01-19,131.0
101,123838,2019-01-20,150.0
102,123838,2019-01-21,47.0
103,123838,2019-01-22,122.0
104,123838,2019-01-23,84.0
105,123838,2019-01-24,19.0
106,123838,2019-01-25,131.0
107,123838,2019-01-26,103.0
108,123838,2019-01-27,103.0
109,123838,2019-01-28,56.0
110,123838,2019-01-29,94.0
111,123838,2019-01-30,112.0
112,123838,2019-01-31,66.0
113,123838,2019-02-01,159.0
114,123838,2019-02-02,159.0
115,123838,2019-02-03,187.0
116,123838,2019-02-04,178.0
117,123838,2019-02-05,150.0
118,123838,2019-02-06,84.0
119,123838,2019-02-07,94.0
120,123838,2019-02-08,75.0
121,123838,2019-02-09,178.0
122,123838,2019-02-10,140.0
123,123838,2019-02-11,84.0
124,123838,2019-02-12,56.0
125,123838,2019-02-13,75.0
126,123838,2019-02-14,66.0
127,123838,2019-02-15,37.0
128,123838,2019-02-16,47.0
129,123838,2019-02-17,19.0
130,123838,2019-02-18,56.0
131,123838,2019-02-19,75.0
132,123838,2019-02-20,47.0
133,123838,2019-02-21,28.0
134,123838,2019-02-22,75.0
135,123838,2019-02-23,28.0
136,123838,2019-02-24,75.0
137,123838,2019-02-25,37.0
138,123838,2019-02-26,84.0
139,123838,2019-02-27,131.0
140,123838,2019-02-28,66.0
141,123838,2019-03-01,84.0
142,123838,2019-03-02,56.0
143,123838,2019-03-03,131.0
144,123838,2019-03-04,122.0
145,123838,2019-03-05,47.0
146,123838,2019-03-06,75.0
147,123838,2019-03-07,47.0
148,123838,2019-03-08,122.0
149,123838,2019-03-09,84.0
150,123838,2019-03-10,94.0
151,123838,2019-03-11,56.0
152,123838,2019-03-12,66.0
208,123838,2019-03-13,0.0
153,123838,2019-03-14,37.0
154,123838,2019-03-15,37.0
155,123838,2019-03-16,28.0
156,123838,2019-03-17,94.0
157,123838,2019-03-18,131.0
158,123838,2019-03-19,103.0
159,123838,2019-03-20,75.0
160,123838,2019-03-21,94.0
161,123838,2019-03-22,75.0
162,123838,2019-03-23,66.0
163,123838,2019-03-24,84.0
164,123838,2019-03-25,66.0
165,123838,2019-03-26,47.0
166,123838,2019-03-27,66.0
167,123838,2019-03-28,47.0
168,123838,2019-03-29,131.0
169,123838,2019-03-30,19.0
170,123838,2019-03-31,9.0
