,Reference,Dates,Page_Views
97,89062,2018-09-03,0.0
98,89062,2018-09-04,0.0
0,89062,2018-09-05,37.0
1,89062,2018-09-06,9.0
2,89062,2018-09-07,9.0
99,89062,2018-09-08,0.0
3,89062,2018-09-09,37.0
100,89062,2018-09-10,0.0
101,89062,2018-09-11,0.0
4,89062,2018-09-12,9.0
102,89062,2018-09-13,0.0
5,89062,2018-09-14,37.0
6,89062,2018-09-15,9.0
7,89062,2018-09-16,9.0
8,89062,2018-09-17,28.0
9,89062,2018-09-18,9.0
103,89062,2018-09-19,0.0
10,89062,2018-09-20,56.0
104,89062,2018-09-21,0.0
11,89062,2018-09-22,9.0
12,89062,2018-09-23,94.0
13,89062,2018-09-24,19.0
14,89062,2018-09-25,56.0
15,89062,2018-09-26,37.0
105,89062,2018-09-27,0.0
16,89062,2018-09-28,19.0
17,89062,2018-09-29,9.0
18,89062,2018-09-30,9.0
106,89062,2018-10-01,0.0
19,89062,2018-10-02,9.0
107,89062,2018-10-03,0.0
108,89062,2018-10-04,0.0
109,89062,2018-10-05,0.0
20,89062,2018-10-06,28.0
21,89062,2018-10-07,47.0
22,89062,2018-10-08,19.0
23,89062,2018-10-09,9.0
24,89062,2018-10-10,66.0
25,89062,2018-10-11,9.0
110,89062,2018-10-12,0.0
26,89062,2018-10-13,9.0
27,89062,2018-10-14,66.0
28,89062,2018-10-15,75.0
29,89062,2018-10-16,47.0
30,89062,2018-10-17,84.0
31,89062,2018-10-18,9.0
111,89062,2018-10-19,0.0
32,89062,2018-10-20,19.0
112,89062,2018-10-21,0.0
33,89062,2018-10-22,9.0
113,89062,2018-10-23,0.0
114,89062,2018-10-24,0.0
34,89062,2018-10-25,28.0
35,89062,2018-10-26,19.0
115,89062,2018-10-27,0.0
36,89062,2018-10-28,9.0
116,89062,2018-10-29,0.0
117,89062,2018-10-30,0.0
118,89062,2018-10-31,0.0
37,89062,2018-11-01,9.0
38,89062,2018-11-02,9.0
39,89062,2018-11-03,9.0
40,89062,2018-11-04,9.0
41,89062,2018-11-05,9.0
42,89062,2018-11-06,47.0
43,89062,2018-11-07,84.0
44,89062,2018-11-08,66.0
119,89062,2018-11-09,0.0
120,89062,2018-11-10,0.0
45,89062,2018-11-11,37.0
46,89062,2018-11-12,19.0
47,89062,2018-11-14,28.0
48,89062,2018-11-15,9.0
121,89062,2018-11-16,0.0
49,89062,2018-11-17,28.0
50,89062,2018-11-18,19.0
51,89062,2018-11-19,19.0
122,89062,2018-11-20,0.0
52,89062,2018-11-21,19.0
53,89062,2018-11-22,9.0
54,89062,2018-11-23,9.0
55,89062,2018-11-24,9.0
123,89062,2018-11-25,0.0
124,89062,2018-11-26,0.0
125,89062,2018-11-27,0.0
126,89062,2018-11-28,0.0
127,89062,2018-11-29,0.0
128,89062,2018-11-30,0.0
129,89062,2018-12-01,0.0
130,89062,2018-12-02,0.0
131,89062,2018-12-03,0.0
132,89062,2018-12-04,0.0
133,89062,2018-12-05,0.0
56,89062,2018-12-06,9.0
134,89062,2018-12-07,0.0
135,89062,2018-12-08,0.0
136,89062,2018-12-09,0.0
137,89062,2018-12-10,0.0
138,89062,2018-12-11,0.0
139,89062,2018-12-12,0.0
140,89062,2018-12-13,0.0
57,89062,2018-12-14,9.0
58,89062,2018-12-15,9.0
141,89062,2018-12-16,0.0
142,89062,2018-12-17,0.0
143,89062,2018-12-18,0.0
59,89062,2018-12-19,9.0
144,89062,2018-12-20,0.0
145,89062,2018-12-21,0.0
146,89062,2018-12-22,0.0
147,89062,2018-12-23,0.0
148,89062,2018-12-24,0.0
149,89062,2018-12-25,0.0
150,89062,2018-12-26,0.0
151,89062,2018-12-27,0.0
152,89062,2018-12-28,0.0
153,89062,2018-12-29,0.0
154,89062,2018-12-30,0.0
155,89062,2018-12-31,0.0
156,89062,2019-01-01,0.0
157,89062,2019-01-02,0.0
158,89062,2019-01-03,0.0
159,89062,2019-01-04,0.0
160,89062,2019-01-05,0.0
161,89062,2019-01-06,0.0
162,89062,2019-01-07,0.0
163,89062,2019-01-08,0.0
60,89062,2019-01-09,9.0
61,89062,2019-01-10,19.0
62,89062,2019-01-11,9.0
