,Reference,Dates,Page_Views
106,61098,2018-09-03,0.0
107,61098,2018-09-04,0.0
108,61098,2018-09-05,0.0
109,61098,2018-09-06,0.0
110,61098,2018-09-07,0.0
111,61098,2018-09-08,0.0
112,61098,2018-09-09,0.0
0,61098,2018-09-10,9.0
1,61098,2018-09-11,9.0
113,61098,2018-09-12,0.0
114,61098,2018-09-13,0.0
115,61098,2018-09-14,0.0
116,61098,2018-09-15,0.0
117,61098,2018-09-16,0.0
118,61098,2018-09-17,0.0
119,61098,2018-09-18,0.0
120,61098,2018-09-19,0.0
121,61098,2018-09-20,0.0
122,61098,2018-09-21,0.0
123,61098,2018-09-22,0.0
124,61098,2018-09-23,0.0
2,61098,2018-09-24,19.0
125,61098,2018-09-25,0.0
3,61098,2018-09-26,28.0
126,61098,2018-09-27,0.0
4,61098,2018-09-28,28.0
127,61098,2018-09-29,0.0
128,61098,2018-09-30,0.0
5,61098,2018-10-01,9.0
129,61098,2018-10-02,0.0
130,61098,2018-10-03,0.0
131,61098,2018-10-04,0.0
132,61098,2018-10-05,0.0
6,61098,2018-10-06,9.0
133,61098,2018-10-07,0.0
7,61098,2018-10-08,9.0
8,61098,2018-10-09,47.0
134,61098,2018-10-10,0.0
9,61098,2018-10-11,19.0
135,61098,2018-10-12,0.0
136,61098,2018-10-13,0.0
10,61098,2018-10-14,9.0
11,61098,2018-10-15,9.0
137,61098,2018-10-16,0.0
138,61098,2018-10-17,0.0
12,61098,2018-10-18,9.0
139,61098,2018-10-19,0.0
140,61098,2018-10-20,0.0
141,61098,2018-10-21,0.0
142,61098,2018-10-22,0.0
13,61098,2018-10-23,47.0
14,61098,2018-10-24,9.0
143,61098,2018-10-25,0.0
144,61098,2018-10-26,0.0
145,61098,2018-10-27,0.0
146,61098,2018-10-28,0.0
15,61098,2018-10-29,9.0
16,61098,2018-10-30,9.0
17,61098,2018-10-31,9.0
147,61098,2018-11-01,0.0
148,61098,2018-11-02,0.0
149,61098,2018-11-03,0.0
150,61098,2018-11-04,0.0
18,61098,2018-11-05,9.0
19,61098,2018-11-06,37.0
20,61098,2018-11-07,9.0
151,61098,2018-11-08,0.0
21,61098,2018-11-09,19.0
152,61098,2018-11-10,0.0
153,61098,2018-11-11,0.0
154,61098,2018-11-12,0.0
22,61098,2018-11-13,9.0
155,61098,2018-11-14,0.0
23,61098,2018-11-15,37.0
24,61098,2018-11-16,28.0
25,61098,2018-11-17,28.0
26,61098,2018-11-18,9.0
27,61098,2018-11-19,28.0
28,61098,2018-11-20,19.0
29,61098,2018-11-21,19.0
30,61098,2018-11-22,66.0
31,61098,2018-11-23,28.0
32,61098,2018-11-24,94.0
33,61098,2018-11-25,47.0
34,61098,2018-11-26,19.0
35,61098,2018-11-27,28.0
156,61098,2018-11-28,0.0
36,61098,2018-11-29,9.0
157,61098,2018-11-30,0.0
37,61098,2018-12-01,9.0
38,61098,2018-12-02,9.0
39,61098,2018-12-03,9.0
158,61098,2018-12-04,0.0
40,61098,2018-12-05,9.0
159,61098,2018-12-06,0.0
160,61098,2018-12-07,0.0
161,61098,2018-12-08,0.0
162,61098,2018-12-09,0.0
163,61098,2018-12-10,0.0
164,61098,2018-12-11,0.0
165,61098,2018-12-12,0.0
166,61098,2018-12-13,0.0
41,61098,2018-12-14,9.0
42,61098,2018-12-15,37.0
43,61098,2018-12-16,19.0
167,61098,2018-12-17,0.0
168,61098,2018-12-18,0.0
44,61098,2018-12-19,9.0
45,61098,2018-12-20,9.0
46,61098,2018-12-21,28.0
169,61098,2018-12-22,0.0
47,61098,2018-12-23,9.0
170,61098,2018-12-24,0.0
171,61098,2018-12-25,0.0
172,61098,2018-12-26,0.0
173,61098,2018-12-27,0.0
48,61098,2018-12-28,9.0
49,61098,2018-12-29,19.0
174,61098,2018-12-30,0.0
50,61098,2018-12-31,19.0
175,61098,2019-01-01,0.0
176,61098,2019-01-02,0.0
51,61098,2019-01-03,19.0
52,61098,2019-01-04,9.0
177,61098,2019-01-05,0.0
178,61098,2019-01-06,0.0
53,61098,2019-01-07,9.0
179,61098,2019-01-08,0.0
54,61098,2019-01-09,9.0
55,61098,2019-01-10,19.0
56,61098,2019-01-11,9.0
57,61098,2019-01-12,9.0
58,61098,2019-01-13,28.0
59,61098,2019-01-14,9.0
60,61098,2019-01-15,19.0
180,61098,2019-01-16,0.0
61,61098,2019-01-17,19.0
62,61098,2019-01-18,28.0
181,61098,2019-01-19,0.0
63,61098,2019-01-20,28.0
64,61098,2019-01-21,9.0
65,61098,2019-01-22,28.0
66,61098,2019-01-23,9.0
182,61098,2019-01-24,0.0
67,61098,2019-01-25,9.0
68,61098,2019-01-26,37.0
69,61098,2019-01-27,9.0
70,61098,2019-01-28,47.0
183,61098,2019-01-29,0.0
71,61098,2019-01-30,19.0
72,61098,2019-01-31,47.0
73,61098,2019-02-01,28.0
74,61098,2019-02-02,66.0
184,61098,2019-02-03,0.0
75,61098,2019-02-04,37.0
76,61098,2019-02-05,9.0
77,61098,2019-02-06,9.0
78,61098,2019-02-07,28.0
185,61098,2019-02-08,0.0
79,61098,2019-02-09,28.0
80,61098,2019-02-10,9.0
81,61098,2019-02-11,19.0
82,61098,2019-02-12,9.0
186,61098,2019-02-13,0.0
83,61098,2019-02-14,9.0
84,61098,2019-02-15,56.0
85,61098,2019-02-16,28.0
187,61098,2019-02-17,0.0
86,61098,2019-02-18,9.0
188,61098,2019-02-19,0.0
189,61098,2019-02-20,0.0
87,61098,2019-02-21,28.0
88,61098,2019-02-22,19.0
89,61098,2019-02-23,9.0
90,61098,2019-02-24,9.0
91,61098,2019-02-25,9.0
190,61098,2019-02-26,0.0
92,61098,2019-02-27,28.0
93,61098,2019-02-28,9.0
191,61098,2019-03-01,0.0
192,61098,2019-03-02,0.0
193,61098,2019-03-03,0.0
94,61098,2019-03-04,19.0
194,61098,2019-03-05,0.0
95,61098,2019-03-06,9.0
195,61098,2019-03-07,0.0
196,61098,2019-03-08,0.0
96,61098,2019-03-09,19.0
97,61098,2019-03-10,19.0
98,61098,2019-03-11,9.0
99,61098,2019-03-12,19.0
197,61098,2019-03-13,0.0
100,61098,2019-03-14,9.0
198,61098,2019-03-15,0.0
199,61098,2019-03-16,0.0
101,61098,2019-03-17,9.0
102,61098,2019-03-18,9.0
200,61098,2019-03-19,0.0
201,61098,2019-03-20,0.0
103,61098,2019-03-21,47.0
104,61098,2019-03-22,9.0
105,61098,2019-03-23,9.0
202,61098,2019-03-24,0.0
203,61098,2019-03-25,0.0
204,61098,2019-03-26,0.0
205,61098,2019-03-27,0.0
206,61098,2019-03-28,0.0
207,61098,2019-03-29,0.0
208,61098,2019-03-30,0.0
209,61098,2019-03-31,0.0
