,Reference,Dates,Page_Views
0,64530,2018-09-03,28.0
1,64530,2018-09-04,9.0
2,64530,2018-09-05,19.0
156,64530,2018-09-06,0.0
157,64530,2018-09-07,0.0
3,64530,2018-09-08,47.0
4,64530,2018-09-09,47.0
5,64530,2018-09-10,19.0
6,64530,2018-09-11,9.0
7,64530,2018-09-12,9.0
158,64530,2018-09-13,0.0
8,64530,2018-09-14,9.0
159,64530,2018-09-15,0.0
9,64530,2018-09-16,19.0
10,64530,2018-09-17,9.0
11,64530,2018-09-18,9.0
12,64530,2018-09-19,9.0
13,64530,2018-09-20,37.0
14,64530,2018-09-21,28.0
15,64530,2018-09-22,94.0
16,64530,2018-09-23,28.0
17,64530,2018-09-24,84.0
160,64530,2018-09-25,0.0
18,64530,2018-09-26,19.0
19,64530,2018-09-27,9.0
20,64530,2018-09-28,19.0
21,64530,2018-09-29,47.0
22,64530,2018-09-30,37.0
23,64530,2018-10-01,28.0
24,64530,2018-10-02,9.0
161,64530,2018-10-03,0.0
25,64530,2018-10-04,37.0
26,64530,2018-10-05,9.0
27,64530,2018-10-06,28.0
28,64530,2018-10-07,56.0
29,64530,2018-10-08,9.0
30,64530,2018-10-09,131.0
31,64530,2018-10-10,9.0
32,64530,2018-10-11,47.0
33,64530,2018-10-12,28.0
34,64530,2018-10-13,56.0
35,64530,2018-10-14,9.0
36,64530,2018-10-15,9.0
37,64530,2018-10-16,37.0
38,64530,2018-10-17,28.0
39,64530,2018-10-18,47.0
40,64530,2018-10-19,19.0
41,64530,2018-10-20,28.0
42,64530,2018-10-21,28.0
43,64530,2018-10-22,19.0
44,64530,2018-10-23,47.0
45,64530,2018-10-24,37.0
162,64530,2018-10-25,0.0
46,64530,2018-10-26,28.0
47,64530,2018-10-27,9.0
48,64530,2018-10-28,19.0
49,64530,2018-10-29,47.0
50,64530,2018-10-30,9.0
51,64530,2018-10-31,19.0
52,64530,2018-11-01,9.0
53,64530,2018-11-02,19.0
54,64530,2018-11-03,37.0
55,64530,2018-11-04,47.0
163,64530,2018-11-05,0.0
56,64530,2018-11-06,28.0
57,64530,2018-11-07,9.0
58,64530,2018-11-08,9.0
59,64530,2018-11-09,19.0
60,64530,2018-11-10,66.0
61,64530,2018-11-11,75.0
62,64530,2018-11-12,37.0
63,64530,2018-11-13,66.0
64,64530,2018-11-14,37.0
65,64530,2018-11-15,19.0
164,64530,2018-11-16,0.0
66,64530,2018-11-17,9.0
67,64530,2018-11-18,28.0
68,64530,2018-11-19,28.0
69,64530,2018-11-20,47.0
70,64530,2018-11-21,75.0
71,64530,2018-11-22,9.0
72,64530,2018-11-23,47.0
73,64530,2018-11-24,37.0
74,64530,2018-11-25,56.0
75,64530,2018-11-26,37.0
76,64530,2018-11-27,9.0
165,64530,2018-11-28,0.0
166,64530,2018-11-29,0.0
77,64530,2018-11-30,19.0
78,64530,2018-12-01,9.0
167,64530,2018-12-02,0.0
79,64530,2018-12-03,28.0
80,64530,2018-12-04,19.0
168,64530,2018-12-05,0.0
169,64530,2018-12-06,0.0
81,64530,2018-12-07,37.0
82,64530,2018-12-08,19.0
170,64530,2018-12-09,0.0
171,64530,2018-12-10,0.0
83,64530,2018-12-11,19.0
172,64530,2018-12-12,0.0
84,64530,2018-12-13,9.0
85,64530,2018-12-14,9.0
173,64530,2018-12-15,0.0
174,64530,2018-12-16,0.0
86,64530,2018-12-17,19.0
87,64530,2018-12-18,19.0
88,64530,2018-12-19,56.0
89,64530,2018-12-20,9.0
175,64530,2018-12-21,0.0
90,64530,2018-12-22,9.0
176,64530,2018-12-23,0.0
177,64530,2018-12-24,0.0
91,64530,2018-12-25,28.0
92,64530,2018-12-26,9.0
178,64530,2018-12-27,0.0
93,64530,2018-12-28,47.0
179,64530,2018-12-29,0.0
94,64530,2018-12-30,9.0
95,64530,2018-12-31,9.0
180,64530,2019-01-01,0.0
181,64530,2019-01-02,0.0
182,64530,2019-01-03,0.0
96,64530,2019-01-04,9.0
97,64530,2019-01-05,9.0
98,64530,2019-01-06,9.0
99,64530,2019-01-07,19.0
100,64530,2019-01-08,19.0
101,64530,2019-01-09,9.0
102,64530,2019-01-10,19.0
183,64530,2019-01-11,0.0
184,64530,2019-01-12,0.0
103,64530,2019-01-13,19.0
104,64530,2019-01-14,9.0
185,64530,2019-01-15,0.0
105,64530,2019-01-16,9.0
106,64530,2019-01-17,28.0
186,64530,2019-01-18,0.0
107,64530,2019-01-19,9.0
108,64530,2019-01-20,19.0
109,64530,2019-01-21,28.0
110,64530,2019-01-22,19.0
187,64530,2019-01-23,0.0
188,64530,2019-01-24,0.0
111,64530,2019-01-25,19.0
112,64530,2019-01-26,56.0
113,64530,2019-01-27,37.0
114,64530,2019-01-28,19.0
189,64530,2019-01-29,0.0
115,64530,2019-01-30,9.0
116,64530,2019-01-31,9.0
117,64530,2019-02-01,19.0
118,64530,2019-02-02,9.0
190,64530,2019-02-03,0.0
119,64530,2019-02-04,19.0
120,64530,2019-02-05,19.0
121,64530,2019-02-06,103.0
122,64530,2019-02-07,9.0
123,64530,2019-02-08,9.0
124,64530,2019-02-09,9.0
191,64530,2019-02-10,0.0
192,64530,2019-02-11,0.0
193,64530,2019-02-12,0.0
125,64530,2019-02-13,37.0
194,64530,2019-02-14,0.0
195,64530,2019-02-15,0.0
126,64530,2019-02-16,28.0
127,64530,2019-02-17,9.0
128,64530,2019-02-18,19.0
196,64530,2019-02-19,0.0
129,64530,2019-02-20,9.0
130,64530,2019-02-21,28.0
197,64530,2019-02-22,0.0
131,64530,2019-02-23,47.0
132,64530,2019-02-24,19.0
133,64530,2019-02-25,19.0
134,64530,2019-02-26,19.0
135,64530,2019-02-27,19.0
136,64530,2019-02-28,9.0
137,64530,2019-03-01,9.0
198,64530,2019-03-02,0.0
138,64530,2019-03-03,9.0
199,64530,2019-03-04,0.0
139,64530,2019-03-05,9.0
140,64530,2019-03-06,28.0
141,64530,2019-03-07,9.0
142,64530,2019-03-08,9.0
143,64530,2019-03-09,9.0
200,64530,2019-03-10,0.0
144,64530,2019-03-11,28.0
201,64530,2019-03-12,0.0
202,64530,2019-03-13,0.0
203,64530,2019-03-14,0.0
204,64530,2019-03-15,0.0
145,64530,2019-03-16,9.0
146,64530,2019-03-17,9.0
205,64530,2019-03-18,0.0
147,64530,2019-03-19,9.0
148,64530,2019-03-20,19.0
149,64530,2019-03-21,19.0
206,64530,2019-03-22,0.0
150,64530,2019-03-23,19.0
207,64530,2019-03-24,0.0
151,64530,2019-03-25,19.0
152,64530,2019-03-26,19.0
208,64530,2019-03-27,0.0
153,64530,2019-03-28,19.0
154,64530,2019-03-29,28.0
209,64530,2019-03-30,0.0
155,64530,2019-03-31,19.0
