,Reference,Dates,Page_Views
0,48905,2018-09-03,19.0
1,48905,2018-09-04,19.0
2,48905,2018-09-05,9.0
3,48905,2018-09-06,9.0
89,48905,2018-09-07,0.0
90,48905,2018-09-08,0.0
4,48905,2018-09-09,9.0
5,48905,2018-09-10,9.0
6,48905,2018-09-11,9.0
91,48905,2018-09-12,0.0
7,48905,2018-09-13,9.0
92,48905,2018-09-14,0.0
93,48905,2018-09-15,0.0
94,48905,2018-09-16,0.0
95,48905,2018-09-17,0.0
96,48905,2018-09-18,0.0
97,48905,2018-09-19,0.0
98,48905,2018-09-20,0.0
99,48905,2018-09-21,0.0
100,48905,2018-09-22,0.0
101,48905,2018-09-23,0.0
102,48905,2018-09-24,0.0
103,48905,2018-09-25,0.0
104,48905,2018-09-26,0.0
105,48905,2018-09-27,0.0
106,48905,2018-09-28,0.0
107,48905,2018-09-29,0.0
108,48905,2018-09-30,0.0
109,48905,2018-10-01,0.0
110,48905,2018-10-02,0.0
111,48905,2018-10-03,0.0
112,48905,2018-10-04,0.0
113,48905,2018-10-05,0.0
114,48905,2018-10-06,0.0
115,48905,2018-10-07,0.0
116,48905,2018-10-08,0.0
117,48905,2018-10-09,0.0
118,48905,2018-10-10,0.0
119,48905,2018-10-11,0.0
120,48905,2018-10-12,0.0
121,48905,2018-10-13,0.0
122,48905,2018-10-14,0.0
123,48905,2018-10-15,0.0
124,48905,2018-10-16,0.0
125,48905,2018-10-17,0.0
126,48905,2018-10-18,0.0
127,48905,2018-10-19,0.0
128,48905,2018-10-20,0.0
129,48905,2018-10-21,0.0
130,48905,2018-10-22,0.0
131,48905,2018-10-23,0.0
132,48905,2018-10-24,0.0
133,48905,2018-10-25,0.0
134,48905,2018-10-26,0.0
135,48905,2018-10-27,0.0
136,48905,2018-10-28,0.0
137,48905,2018-10-29,0.0
138,48905,2018-10-30,0.0
8,48905,2018-10-31,9.0
9,48905,2018-11-01,19.0
10,48905,2018-11-02,9.0
11,48905,2018-11-03,19.0
12,48905,2018-11-04,37.0
13,48905,2018-11-05,28.0
14,48905,2018-11-06,37.0
15,48905,2018-11-07,9.0
139,48905,2018-11-08,0.0
16,48905,2018-11-09,19.0
17,48905,2018-11-10,19.0
18,48905,2018-11-11,19.0
19,48905,2018-11-12,19.0
20,48905,2018-11-13,9.0
21,48905,2018-11-14,28.0
22,48905,2018-11-15,94.0
23,48905,2018-11-16,66.0
24,48905,2018-11-17,47.0
25,48905,2018-11-18,56.0
26,48905,2018-11-19,37.0
27,48905,2018-11-20,28.0
28,48905,2018-11-21,131.0
29,48905,2018-11-22,112.0
30,48905,2018-11-23,94.0
31,48905,2018-11-24,84.0
32,48905,2018-11-25,159.0
33,48905,2018-11-26,131.0
34,48905,2018-11-27,9.0
35,48905,2018-11-28,56.0
36,48905,2018-11-29,19.0
37,48905,2018-11-30,47.0
38,48905,2018-12-01,19.0
39,48905,2018-12-02,47.0
40,48905,2018-12-03,19.0
41,48905,2018-12-04,28.0
42,48905,2018-12-05,28.0
43,48905,2018-12-06,9.0
44,48905,2018-12-07,19.0
45,48905,2018-12-08,19.0
46,48905,2018-12-09,19.0
140,48905,2018-12-10,0.0
47,48905,2018-12-11,19.0
48,48905,2018-12-12,9.0
141,48905,2018-12-13,0.0
49,48905,2018-12-14,28.0
50,48905,2018-12-15,37.0
51,48905,2018-12-16,28.0
52,48905,2018-12-17,19.0
53,48905,2018-12-18,9.0
142,48905,2018-12-19,0.0
54,48905,2018-12-20,9.0
55,48905,2018-12-21,9.0
143,48905,2018-12-22,0.0
144,48905,2018-12-23,0.0
145,48905,2018-12-24,0.0
56,48905,2018-12-25,28.0
57,48905,2018-12-26,47.0
58,48905,2018-12-27,9.0
59,48905,2018-12-28,9.0
60,48905,2018-12-29,9.0
146,48905,2018-12-30,0.0
61,48905,2018-12-31,9.0
62,48905,2019-01-01,47.0
63,48905,2019-01-02,56.0
64,48905,2019-01-03,9.0
65,48905,2019-01-04,9.0
147,48905,2019-01-05,0.0
66,48905,2019-01-06,9.0
67,48905,2019-01-07,19.0
68,48905,2019-01-08,94.0
69,48905,2019-01-09,28.0
70,48905,2019-01-10,9.0
71,48905,2019-01-11,75.0
148,48905,2019-01-12,0.0
149,48905,2019-01-13,0.0
150,48905,2019-01-14,0.0
151,48905,2019-01-15,0.0
152,48905,2019-01-16,0.0
153,48905,2019-01-17,0.0
154,48905,2019-01-18,0.0
72,48905,2019-01-19,66.0
73,48905,2019-01-20,19.0
155,48905,2019-01-21,0.0
156,48905,2019-01-22,0.0
157,48905,2019-01-23,0.0
74,48905,2019-01-24,9.0
158,48905,2019-01-25,0.0
159,48905,2019-01-26,0.0
160,48905,2019-01-27,0.0
161,48905,2019-01-28,0.0
162,48905,2019-01-29,0.0
163,48905,2019-01-30,0.0
164,48905,2019-01-31,0.0
165,48905,2019-02-01,0.0
75,48905,2019-02-02,37.0
76,48905,2019-02-03,28.0
77,48905,2019-02-04,37.0
78,48905,2019-02-05,28.0
166,48905,2019-02-06,0.0
167,48905,2019-02-07,0.0
79,48905,2019-02-08,9.0
168,48905,2019-02-09,0.0
80,48905,2019-02-10,19.0
169,48905,2019-02-11,0.0
170,48905,2019-02-12,0.0
171,48905,2019-02-13,0.0
172,48905,2019-02-14,0.0
173,48905,2019-02-15,0.0
174,48905,2019-02-16,0.0
175,48905,2019-02-17,0.0
176,48905,2019-02-18,0.0
177,48905,2019-02-19,0.0
178,48905,2019-02-20,0.0
179,48905,2019-02-21,0.0
180,48905,2019-02-22,0.0
181,48905,2019-02-23,0.0
182,48905,2019-02-24,0.0
183,48905,2019-02-25,0.0
184,48905,2019-02-26,0.0
185,48905,2019-02-27,0.0
186,48905,2019-02-28,0.0
187,48905,2019-03-01,0.0
188,48905,2019-03-02,0.0
189,48905,2019-03-03,0.0
190,48905,2019-03-04,0.0
191,48905,2019-03-05,0.0
192,48905,2019-03-06,0.0
193,48905,2019-03-07,0.0
194,48905,2019-03-08,0.0
195,48905,2019-03-09,0.0
196,48905,2019-03-10,0.0
197,48905,2019-03-11,0.0
198,48905,2019-03-12,0.0
199,48905,2019-03-13,0.0
200,48905,2019-03-14,0.0
201,48905,2019-03-15,0.0
81,48905,2019-03-16,9.0
82,48905,2019-03-17,103.0
83,48905,2019-03-18,28.0
84,48905,2019-03-19,28.0
85,48905,2019-03-20,19.0
86,48905,2019-03-21,9.0
202,48905,2019-03-22,0.0
87,48905,2019-03-23,9.0
203,48905,2019-03-24,0.0
204,48905,2019-03-25,0.0
205,48905,2019-03-26,0.0
206,48905,2019-03-27,0.0
207,48905,2019-03-28,0.0
208,48905,2019-03-29,0.0
88,48905,2019-03-30,9.0
209,48905,2019-03-31,0.0
