,Reference,Dates,Page_Views
90,122331,2018-09-03,0.0
91,122331,2018-09-04,0.0
92,122331,2018-09-05,0.0
93,122331,2018-09-06,0.0
94,122331,2018-09-07,0.0
95,122331,2018-09-08,0.0
96,122331,2018-09-09,0.0
97,122331,2018-09-10,0.0
98,122331,2018-09-11,0.0
99,122331,2018-09-12,0.0
100,122331,2018-09-13,0.0
101,122331,2018-09-14,0.0
102,122331,2018-09-15,0.0
103,122331,2018-09-16,0.0
104,122331,2018-09-17,0.0
105,122331,2018-09-18,0.0
106,122331,2018-09-19,0.0
107,122331,2018-09-20,0.0
108,122331,2018-09-21,0.0
109,122331,2018-09-22,0.0
110,122331,2018-09-23,0.0
111,122331,2018-09-24,0.0
112,122331,2018-09-25,0.0
113,122331,2018-09-26,0.0
114,122331,2018-09-27,0.0
115,122331,2018-09-28,0.0
116,122331,2018-09-29,0.0
117,122331,2018-09-30,0.0
118,122331,2018-10-01,0.0
119,122331,2018-10-02,0.0
120,122331,2018-10-03,0.0
0,122331,2018-10-04,9.0
121,122331,2018-10-05,0.0
1,122331,2018-10-06,9.0
2,122331,2018-10-07,9.0
122,122331,2018-10-08,0.0
123,122331,2018-10-09,0.0
3,122331,2018-10-10,28.0
124,122331,2018-10-11,0.0
125,122331,2018-10-12,0.0
126,122331,2018-10-13,0.0
4,122331,2018-10-14,19.0
127,122331,2018-10-15,0.0
5,122331,2018-10-16,28.0
6,122331,2018-10-17,19.0
7,122331,2018-10-18,9.0
128,122331,2018-10-19,0.0
129,122331,2018-10-20,0.0
130,122331,2018-10-21,0.0
8,122331,2018-10-22,9.0
9,122331,2018-10-23,9.0
10,122331,2018-10-24,9.0
131,122331,2018-10-25,0.0
132,122331,2018-10-26,0.0
11,122331,2018-10-27,9.0
133,122331,2018-10-28,0.0
12,122331,2018-10-29,9.0
134,122331,2018-10-30,0.0
135,122331,2018-10-31,0.0
13,122331,2018-11-01,9.0
136,122331,2018-11-02,0.0
137,122331,2018-11-03,0.0
14,122331,2018-11-04,28.0
15,122331,2018-11-05,9.0
16,122331,2018-11-06,28.0
17,122331,2018-11-07,19.0
138,122331,2018-11-08,0.0
18,122331,2018-11-09,19.0
19,122331,2018-11-10,9.0
20,122331,2018-11-11,37.0
139,122331,2018-11-12,0.0
21,122331,2018-11-13,9.0
22,122331,2018-11-14,37.0
140,122331,2018-11-15,0.0
141,122331,2018-11-16,0.0
23,122331,2018-11-17,37.0
24,122331,2018-11-18,66.0
25,122331,2018-11-19,9.0
26,122331,2018-11-20,37.0
27,122331,2018-11-21,19.0
28,122331,2018-11-22,19.0
29,122331,2018-11-23,19.0
30,122331,2018-11-24,37.0
31,122331,2018-11-25,19.0
32,122331,2018-11-26,9.0
33,122331,2018-11-27,37.0
142,122331,2018-11-28,0.0
34,122331,2018-11-29,9.0
35,122331,2018-11-30,9.0
143,122331,2018-12-01,0.0
36,122331,2018-12-02,37.0
37,122331,2018-12-03,19.0
38,122331,2018-12-04,9.0
144,122331,2018-12-05,0.0
39,122331,2018-12-06,19.0
40,122331,2018-12-07,9.0
145,122331,2018-12-08,0.0
146,122331,2018-12-09,0.0
147,122331,2018-12-10,0.0
148,122331,2018-12-11,0.0
149,122331,2018-12-12,0.0
150,122331,2018-12-13,0.0
151,122331,2018-12-14,0.0
152,122331,2018-12-15,0.0
153,122331,2018-12-16,0.0
154,122331,2018-12-17,0.0
155,122331,2018-12-18,0.0
156,122331,2018-12-19,0.0
157,122331,2018-12-20,0.0
41,122331,2018-12-21,9.0
42,122331,2018-12-22,9.0
158,122331,2018-12-23,0.0
159,122331,2018-12-24,0.0
160,122331,2018-12-25,0.0
161,122331,2018-12-26,0.0
162,122331,2018-12-27,0.0
43,122331,2018-12-28,9.0
163,122331,2018-12-29,0.0
164,122331,2018-12-30,0.0
165,122331,2018-12-31,0.0
166,122331,2019-01-01,0.0
167,122331,2019-01-02,0.0
44,122331,2019-01-03,9.0
45,122331,2019-01-04,9.0
168,122331,2019-01-05,0.0
46,122331,2019-01-06,47.0
169,122331,2019-01-07,0.0
47,122331,2019-01-08,28.0
48,122331,2019-01-09,37.0
49,122331,2019-01-10,9.0
170,122331,2019-01-11,0.0
50,122331,2019-01-12,19.0
171,122331,2019-01-13,0.0
172,122331,2019-01-14,0.0
173,122331,2019-01-15,0.0
