,Reference,Dates,Page_Views
63,49918,2018-09-03,0.0
0,49918,2018-09-04,9.0
64,49918,2018-09-05,0.0
65,49918,2018-09-06,0.0
66,49918,2018-09-07,0.0
67,49918,2018-09-08,0.0
68,49918,2018-09-09,0.0
69,49918,2018-09-10,0.0
70,49918,2018-09-11,0.0
71,49918,2018-09-12,0.0
72,49918,2018-09-13,0.0
73,49918,2018-09-14,0.0
74,49918,2018-09-15,0.0
75,49918,2018-09-16,0.0
76,49918,2018-09-17,0.0
77,49918,2018-09-18,0.0
78,49918,2018-09-19,0.0
79,49918,2018-09-20,0.0
80,49918,2018-09-21,0.0
81,49918,2018-09-22,0.0
82,49918,2018-09-23,0.0
83,49918,2018-09-24,0.0
84,49918,2018-09-25,0.0
85,49918,2018-09-26,0.0
86,49918,2018-09-27,0.0
87,49918,2018-09-28,0.0
88,49918,2018-09-29,0.0
89,49918,2018-09-30,0.0
90,49918,2018-10-01,0.0
91,49918,2018-10-02,0.0
92,49918,2018-10-03,0.0
93,49918,2018-10-04,0.0
94,49918,2018-10-05,0.0
95,49918,2018-10-06,0.0
96,49918,2018-10-07,0.0
97,49918,2018-10-08,0.0
98,49918,2018-10-09,0.0
99,49918,2018-10-10,0.0
100,49918,2018-10-11,0.0
101,49918,2018-10-12,0.0
102,49918,2018-10-13,0.0
103,49918,2018-10-14,0.0
104,49918,2018-10-15,0.0
105,49918,2018-10-16,0.0
106,49918,2018-10-17,0.0
107,49918,2018-10-18,0.0
108,49918,2018-10-19,0.0
109,49918,2018-10-20,0.0
1,49918,2018-10-21,9.0
110,49918,2018-10-22,0.0
111,49918,2018-10-23,0.0
112,49918,2018-10-24,0.0
113,49918,2018-10-25,0.0
114,49918,2018-10-26,0.0
115,49918,2018-10-27,0.0
116,49918,2018-10-28,0.0
117,49918,2018-10-29,0.0
118,49918,2018-10-30,0.0
119,49918,2018-10-31,0.0
120,49918,2018-11-01,0.0
121,49918,2018-11-02,0.0
122,49918,2018-11-03,0.0
2,49918,2018-11-04,9.0
3,49918,2018-11-05,9.0
4,49918,2018-11-06,9.0
5,49918,2018-11-07,9.0
6,49918,2018-11-08,28.0
7,49918,2018-11-09,9.0
8,49918,2018-11-10,9.0
123,49918,2018-11-11,0.0
9,49918,2018-11-12,9.0
10,49918,2018-11-13,9.0
11,49918,2018-11-14,28.0
124,49918,2018-11-15,0.0
125,49918,2018-11-16,0.0
12,49918,2018-11-17,47.0
13,49918,2018-11-18,37.0
126,49918,2018-11-19,0.0
14,49918,2018-11-20,19.0
15,49918,2018-11-21,19.0
16,49918,2018-11-22,28.0
17,49918,2018-11-23,47.0
18,49918,2018-11-24,28.0
19,49918,2018-11-25,94.0
20,49918,2018-11-26,47.0
127,49918,2018-11-27,0.0
128,49918,2018-11-28,0.0
129,49918,2018-11-29,0.0
130,49918,2018-11-30,0.0
131,49918,2018-12-01,0.0
21,49918,2018-12-02,28.0
22,49918,2018-12-03,9.0
23,49918,2018-12-04,9.0
24,49918,2018-12-05,9.0
132,49918,2018-12-06,0.0
25,49918,2018-12-07,9.0
133,49918,2018-12-08,0.0
134,49918,2018-12-09,0.0
26,49918,2018-12-10,37.0
27,49918,2018-12-11,9.0
28,49918,2018-12-12,19.0
135,49918,2018-12-13,0.0
29,49918,2018-12-14,9.0
136,49918,2018-12-15,0.0
30,49918,2018-12-16,9.0
31,49918,2018-12-17,37.0
137,49918,2018-12-18,0.0
138,49918,2018-12-19,0.0
32,49918,2018-12-20,19.0
139,49918,2018-12-21,0.0
140,49918,2018-12-22,0.0
141,49918,2018-12-23,0.0
