,Reference,Dates,Page_Views
0,122335,2018-09-03,9.0
87,122335,2018-09-04,0.0
88,122335,2018-09-05,0.0
1,122335,2018-09-06,19.0
2,122335,2018-09-07,9.0
89,122335,2018-09-08,0.0
90,122335,2018-09-09,0.0
91,122335,2018-09-10,0.0
3,122335,2018-09-11,19.0
92,122335,2018-09-12,0.0
93,122335,2018-09-13,0.0
94,122335,2018-09-14,0.0
95,122335,2018-09-15,0.0
96,122335,2018-09-16,0.0
97,122335,2018-09-17,0.0
4,122335,2018-09-18,9.0
98,122335,2018-09-19,0.0
99,122335,2018-09-20,0.0
5,122335,2018-09-21,19.0
100,122335,2018-09-22,0.0
6,122335,2018-09-23,9.0
101,122335,2018-09-24,0.0
102,122335,2018-09-25,0.0
103,122335,2018-09-26,0.0
7,122335,2018-09-27,19.0
8,122335,2018-09-28,9.0
104,122335,2018-09-29,0.0
9,122335,2018-09-30,9.0
105,122335,2018-10-01,0.0
106,122335,2018-10-02,0.0
107,122335,2018-10-03,0.0
108,122335,2018-10-04,0.0
109,122335,2018-10-05,0.0
10,122335,2018-10-06,9.0
110,122335,2018-10-07,0.0
111,122335,2018-10-08,0.0
11,122335,2018-10-09,28.0
12,122335,2018-10-10,9.0
112,122335,2018-10-11,0.0
113,122335,2018-10-12,0.0
114,122335,2018-10-13,0.0
13,122335,2018-10-14,19.0
115,122335,2018-10-15,0.0
14,122335,2018-10-16,9.0
116,122335,2018-10-17,0.0
117,122335,2018-10-18,0.0
15,122335,2018-10-19,9.0
16,122335,2018-10-20,9.0
118,122335,2018-10-21,0.0
119,122335,2018-10-22,0.0
120,122335,2018-10-23,0.0
121,122335,2018-10-24,0.0
122,122335,2018-10-25,0.0
123,122335,2018-10-26,0.0
124,122335,2018-10-27,0.0
125,122335,2018-10-28,0.0
126,122335,2018-10-29,0.0
17,122335,2018-10-30,28.0
127,122335,2018-10-31,0.0
128,122335,2018-11-01,0.0
129,122335,2018-11-02,0.0
18,122335,2018-11-03,19.0
130,122335,2018-11-04,0.0
19,122335,2018-11-05,9.0
20,122335,2018-11-06,19.0
131,122335,2018-11-07,0.0
21,122335,2018-11-08,19.0
132,122335,2018-11-09,0.0
22,122335,2018-11-10,9.0
23,122335,2018-11-11,28.0
24,122335,2018-11-12,9.0
25,122335,2018-11-13,19.0
133,122335,2018-11-14,0.0
26,122335,2018-11-15,28.0
134,122335,2018-11-16,0.0
135,122335,2018-11-17,0.0
136,122335,2018-11-18,0.0
137,122335,2018-11-19,0.0
27,122335,2018-11-20,9.0
138,122335,2018-11-21,0.0
28,122335,2018-11-22,28.0
29,122335,2018-11-23,28.0
30,122335,2018-11-24,9.0
31,122335,2018-11-25,28.0
32,122335,2018-11-26,37.0
33,122335,2018-11-27,9.0
139,122335,2018-11-28,0.0
140,122335,2018-11-29,0.0
141,122335,2018-11-30,0.0
142,122335,2018-12-01,0.0
34,122335,2018-12-02,9.0
143,122335,2018-12-03,0.0
35,122335,2018-12-04,19.0
36,122335,2018-12-05,9.0
144,122335,2018-12-06,0.0
145,122335,2018-12-07,0.0
146,122335,2018-12-08,0.0
37,122335,2018-12-09,9.0
38,122335,2018-12-10,9.0
147,122335,2018-12-11,0.0
39,122335,2018-12-12,19.0
148,122335,2018-12-13,0.0
40,122335,2018-12-14,9.0
41,122335,2018-12-15,28.0
149,122335,2018-12-16,0.0
150,122335,2018-12-17,0.0
151,122335,2018-12-18,0.0
152,122335,2018-12-19,0.0
153,122335,2018-12-20,0.0
42,122335,2018-12-21,9.0
154,122335,2018-12-22,0.0
155,122335,2018-12-23,0.0
43,122335,2018-12-24,19.0
44,122335,2018-12-25,9.0
156,122335,2018-12-26,0.0
157,122335,2018-12-27,0.0
158,122335,2018-12-28,0.0
159,122335,2018-12-29,0.0
160,122335,2018-12-30,0.0
161,122335,2018-12-31,0.0
45,122335,2019-01-01,9.0
162,122335,2019-01-02,0.0
46,122335,2019-01-03,9.0
163,122335,2019-01-04,0.0
164,122335,2019-01-05,0.0
165,122335,2019-01-06,0.0
166,122335,2019-01-07,0.0
47,122335,2019-01-08,9.0
48,122335,2019-01-09,19.0
49,122335,2019-01-10,28.0
167,122335,2019-01-11,0.0
50,122335,2019-01-12,19.0
168,122335,2019-01-13,0.0
51,122335,2019-01-14,9.0
52,122335,2019-01-15,9.0
53,122335,2019-01-16,9.0
169,122335,2019-01-17,0.0
54,122335,2019-01-18,9.0
55,122335,2019-01-19,19.0
56,122335,2019-01-20,28.0
170,122335,2019-01-21,0.0
171,122335,2019-01-22,0.0
57,122335,2019-01-23,9.0
58,122335,2019-01-24,19.0
59,122335,2019-01-25,9.0
172,122335,2019-01-26,0.0
173,122335,2019-01-27,0.0
60,122335,2019-01-28,19.0
174,122335,2019-01-29,0.0
61,122335,2019-01-30,75.0
175,122335,2019-01-31,0.0
176,122335,2019-02-01,0.0
177,122335,2019-02-02,0.0
62,122335,2019-02-03,9.0
63,122335,2019-02-04,9.0
64,122335,2019-02-05,9.0
178,122335,2019-02-06,0.0
65,122335,2019-02-07,19.0
66,122335,2019-02-08,19.0
179,122335,2019-02-09,0.0
67,122335,2019-02-10,9.0
180,122335,2019-02-11,0.0
181,122335,2019-02-12,0.0
68,122335,2019-02-13,9.0
182,122335,2019-02-14,0.0
69,122335,2019-02-15,9.0
70,122335,2019-02-16,19.0
183,122335,2019-02-17,0.0
71,122335,2019-02-18,19.0
184,122335,2019-02-19,0.0
185,122335,2019-02-20,0.0
72,122335,2019-02-21,9.0
186,122335,2019-02-22,0.0
73,122335,2019-02-23,28.0
187,122335,2019-02-24,0.0
74,122335,2019-02-25,9.0
188,122335,2019-02-26,0.0
189,122335,2019-02-27,0.0
190,122335,2019-02-28,0.0
191,122335,2019-03-01,0.0
75,122335,2019-03-02,9.0
76,122335,2019-03-03,9.0
192,122335,2019-03-04,0.0
193,122335,2019-03-05,0.0
77,122335,2019-03-06,9.0
194,122335,2019-03-07,0.0
78,122335,2019-03-08,9.0
195,122335,2019-03-09,0.0
79,122335,2019-03-10,19.0
196,122335,2019-03-11,0.0
197,122335,2019-03-12,0.0
198,122335,2019-03-13,0.0
199,122335,2019-03-14,0.0
80,122335,2019-03-15,9.0
81,122335,2019-03-16,19.0
200,122335,2019-03-17,0.0
201,122335,2019-03-18,0.0
202,122335,2019-03-19,0.0
82,122335,2019-03-20,9.0
83,122335,2019-03-21,9.0
84,122335,2019-03-22,19.0
203,122335,2019-03-23,0.0
204,122335,2019-03-24,0.0
85,122335,2019-03-25,19.0
205,122335,2019-03-26,0.0
86,122335,2019-03-27,37.0
206,122335,2019-03-28,0.0
207,122335,2019-03-29,0.0
208,122335,2019-03-30,0.0
209,122335,2019-03-31,0.0
