,Reference,Dates,Page_Views
160,123760,2018-09-03,0.0
161,123760,2018-09-04,0.0
162,123760,2018-09-05,0.0
163,123760,2018-09-06,0.0
164,123760,2018-09-07,0.0
165,123760,2018-09-08,0.0
166,123760,2018-09-09,0.0
167,123760,2018-09-10,0.0
0,123760,2018-09-11,9.0
168,123760,2018-09-12,0.0
169,123760,2018-09-13,0.0
1,123760,2018-09-14,9.0
2,123760,2018-09-15,9.0
170,123760,2018-09-16,0.0
171,123760,2018-09-17,0.0
3,123760,2018-09-18,19.0
172,123760,2018-09-19,0.0
4,123760,2018-09-20,28.0
5,123760,2018-09-21,28.0
173,123760,2018-09-22,0.0
6,123760,2018-09-23,9.0
174,123760,2018-09-24,0.0
7,123760,2018-09-25,9.0
175,123760,2018-09-26,0.0
8,123760,2018-09-27,9.0
9,123760,2018-09-28,9.0
10,123760,2018-09-29,66.0
11,123760,2018-09-30,37.0
12,123760,2018-10-01,56.0
176,123760,2018-10-02,0.0
13,123760,2018-10-03,19.0
14,123760,2018-10-04,47.0
15,123760,2018-10-05,19.0
16,123760,2018-10-06,47.0
17,123760,2018-10-07,37.0
18,123760,2018-10-08,84.0
19,123760,2018-10-09,56.0
20,123760,2018-10-10,47.0
21,123760,2018-10-11,28.0
177,123760,2018-10-12,0.0
22,123760,2018-10-13,28.0
23,123760,2018-10-14,47.0
24,123760,2018-10-15,37.0
178,123760,2018-10-16,0.0
25,123760,2018-10-17,19.0
26,123760,2018-10-18,9.0
27,123760,2018-10-19,37.0
28,123760,2018-10-20,19.0
29,123760,2018-10-21,66.0
30,123760,2018-10-22,9.0
31,123760,2018-10-23,28.0
32,123760,2018-10-24,19.0
179,123760,2018-10-25,0.0
33,123760,2018-10-26,9.0
34,123760,2018-10-27,9.0
35,123760,2018-10-28,9.0
36,123760,2018-10-29,9.0
180,123760,2018-10-30,0.0
37,123760,2018-10-31,28.0
38,123760,2018-11-01,28.0
181,123760,2018-11-02,0.0
39,123760,2018-11-03,19.0
40,123760,2018-11-04,28.0
41,123760,2018-11-05,75.0
42,123760,2018-11-06,19.0
43,123760,2018-11-07,9.0
44,123760,2018-11-08,19.0
45,123760,2018-11-09,19.0
46,123760,2018-11-10,37.0
47,123760,2018-11-11,56.0
48,123760,2018-11-12,37.0
182,123760,2018-11-13,0.0
49,123760,2018-11-14,19.0
50,123760,2018-11-15,37.0
51,123760,2018-11-16,37.0
52,123760,2018-11-17,94.0
53,123760,2018-11-18,103.0
54,123760,2018-11-19,37.0
55,123760,2018-11-20,131.0
56,123760,2018-11-21,56.0
57,123760,2018-11-22,131.0
58,123760,2018-11-23,47.0
59,123760,2018-11-24,94.0
60,123760,2018-11-25,150.0
61,123760,2018-11-26,66.0
62,123760,2018-11-27,9.0
63,123760,2018-11-28,37.0
64,123760,2018-11-29,9.0
65,123760,2018-11-30,9.0
66,123760,2018-12-01,9.0
67,123760,2018-12-02,9.0
68,123760,2018-12-03,19.0
69,123760,2018-12-04,19.0
183,123760,2018-12-05,0.0
70,123760,2018-12-06,19.0
184,123760,2018-12-07,0.0
71,123760,2018-12-08,9.0
72,123760,2018-12-09,75.0
185,123760,2018-12-10,0.0
73,123760,2018-12-11,37.0
74,123760,2018-12-12,19.0
75,123760,2018-12-13,9.0
76,123760,2018-12-14,19.0
77,123760,2018-12-15,9.0
78,123760,2018-12-16,19.0
79,123760,2018-12-17,19.0
80,123760,2018-12-18,9.0
186,123760,2018-12-19,0.0
81,123760,2018-12-20,19.0
82,123760,2018-12-21,9.0
187,123760,2018-12-22,0.0
83,123760,2018-12-23,9.0
84,123760,2018-12-24,103.0
188,123760,2018-12-25,0.0
85,123760,2018-12-26,19.0
86,123760,2018-12-27,28.0
87,123760,2018-12-28,9.0
189,123760,2018-12-29,0.0
88,123760,2018-12-30,56.0
89,123760,2018-12-31,47.0
190,123760,2019-01-01,0.0
90,123760,2019-01-02,28.0
91,123760,2019-01-03,37.0
92,123760,2019-01-04,28.0
93,123760,2019-01-05,56.0
94,123760,2019-01-06,28.0
95,123760,2019-01-07,47.0
96,123760,2019-01-08,9.0
97,123760,2019-01-09,56.0
