,Reference,Dates,Page_Views
62,89022,2018-09-03,0.0
63,89022,2018-09-04,0.0
0,89022,2018-09-05,9.0
64,89022,2018-09-06,0.0
1,89022,2018-09-07,9.0
65,89022,2018-09-08,0.0
66,89022,2018-09-09,0.0
67,89022,2018-09-10,0.0
68,89022,2018-09-11,0.0
69,89022,2018-09-12,0.0
70,89022,2018-09-13,0.0
71,89022,2018-09-14,0.0
72,89022,2018-09-15,0.0
73,89022,2018-09-16,0.0
74,89022,2018-09-17,0.0
2,89022,2018-09-18,28.0
3,89022,2018-09-19,9.0
4,89022,2018-09-20,37.0
75,89022,2018-09-21,0.0
76,89022,2018-09-22,0.0
5,89022,2018-09-23,9.0
6,89022,2018-09-24,9.0
7,89022,2018-09-25,9.0
8,89022,2018-09-26,9.0
77,89022,2018-09-27,0.0
78,89022,2018-09-28,0.0
9,89022,2018-09-29,37.0
10,89022,2018-09-30,37.0
79,89022,2018-10-01,0.0
11,89022,2018-10-02,9.0
12,89022,2018-10-03,9.0
80,89022,2018-10-04,0.0
13,89022,2018-10-05,19.0
81,89022,2018-10-06,0.0
14,89022,2018-10-07,9.0
82,89022,2018-10-08,0.0
15,89022,2018-10-09,9.0
83,89022,2018-10-10,0.0
16,89022,2018-10-11,9.0
17,89022,2018-10-12,19.0
18,89022,2018-10-13,9.0
84,89022,2018-10-14,0.0
85,89022,2018-10-15,0.0
19,89022,2018-10-16,37.0
86,89022,2018-10-17,0.0
20,89022,2018-10-18,9.0
87,89022,2018-10-19,0.0
88,89022,2018-10-20,0.0
89,89022,2018-10-21,0.0
90,89022,2018-10-22,0.0
91,89022,2018-10-23,0.0
92,89022,2018-10-24,0.0
21,89022,2018-10-25,9.0
22,89022,2018-10-26,9.0
93,89022,2018-10-27,0.0
94,89022,2018-10-28,0.0
95,89022,2018-10-29,0.0
23,89022,2018-10-30,9.0
96,89022,2018-10-31,0.0
97,89022,2018-11-01,0.0
98,89022,2018-11-02,0.0
99,89022,2018-11-03,0.0
24,89022,2018-11-04,9.0
100,89022,2018-11-05,0.0
101,89022,2018-11-06,0.0
102,89022,2018-11-07,0.0
25,89022,2018-11-08,28.0
103,89022,2018-11-09,0.0
26,89022,2018-11-10,9.0
27,89022,2018-11-11,9.0
104,89022,2018-11-12,0.0
28,89022,2018-11-13,19.0
105,89022,2018-11-14,0.0
29,89022,2018-11-15,9.0
106,89022,2018-11-16,0.0
30,89022,2018-11-17,9.0
107,89022,2018-11-18,0.0
31,89022,2018-11-19,19.0
108,89022,2018-11-20,0.0
32,89022,2018-11-21,9.0
33,89022,2018-11-22,9.0
109,89022,2018-11-23,0.0
110,89022,2018-11-24,0.0
111,89022,2018-11-25,0.0
112,89022,2018-11-26,0.0
113,89022,2018-11-27,0.0
114,89022,2018-11-28,0.0
115,89022,2018-11-29,0.0
116,89022,2018-11-30,0.0
117,89022,2018-12-01,0.0
118,89022,2018-12-02,0.0
119,89022,2018-12-03,0.0
120,89022,2018-12-04,0.0
121,89022,2018-12-05,0.0
122,89022,2018-12-06,0.0
123,89022,2018-12-07,0.0
124,89022,2018-12-08,0.0
125,89022,2018-12-09,0.0
126,89022,2018-12-10,0.0
127,89022,2018-12-11,0.0
34,89022,2018-12-12,9.0
128,89022,2018-12-13,0.0
129,89022,2018-12-14,0.0
130,89022,2018-12-15,0.0
131,89022,2018-12-16,0.0
132,89022,2018-12-17,0.0
133,89022,2018-12-18,0.0
134,89022,2018-12-19,0.0
135,89022,2018-12-20,0.0
136,89022,2018-12-21,0.0
35,89022,2018-12-22,9.0
137,89022,2018-12-23,0.0
138,89022,2018-12-24,0.0
139,89022,2018-12-25,0.0
140,89022,2018-12-26,0.0
141,89022,2018-12-27,0.0
142,89022,2018-12-28,0.0
36,89022,2018-12-29,9.0
143,89022,2018-12-30,0.0
144,89022,2018-12-31,0.0
145,89022,2019-01-01,0.0
146,89022,2019-01-02,0.0
147,89022,2019-01-03,0.0
148,89022,2019-01-04,0.0
149,89022,2019-01-05,0.0
150,89022,2019-01-06,0.0
151,89022,2019-01-07,0.0
37,89022,2019-01-08,9.0
152,89022,2019-01-09,0.0
38,89022,2019-01-10,19.0
39,89022,2019-01-11,9.0
153,89022,2019-01-12,0.0
154,89022,2019-01-13,0.0
40,89022,2019-01-14,28.0
155,89022,2019-01-15,0.0
41,89022,2019-01-16,19.0
42,89022,2019-01-17,19.0
156,89022,2019-01-18,0.0
157,89022,2019-01-19,0.0
43,89022,2019-01-20,9.0
158,89022,2019-01-21,0.0
44,89022,2019-01-22,9.0
159,89022,2019-01-23,0.0
160,89022,2019-01-24,0.0
161,89022,2019-01-25,0.0
45,89022,2019-01-26,28.0
46,89022,2019-01-27,9.0
47,89022,2019-01-28,9.0
162,89022,2019-01-29,0.0
163,89022,2019-01-30,0.0
164,89022,2019-01-31,0.0
165,89022,2019-02-01,0.0
166,89022,2019-02-02,0.0
167,89022,2019-02-03,0.0
48,89022,2019-02-04,9.0
49,89022,2019-02-05,9.0
168,89022,2019-02-06,0.0
169,89022,2019-02-07,0.0
170,89022,2019-02-08,0.0
171,89022,2019-02-09,0.0
172,89022,2019-02-10,0.0
50,89022,2019-02-11,19.0
173,89022,2019-02-12,0.0
174,89022,2019-02-13,0.0
175,89022,2019-02-14,0.0
176,89022,2019-02-15,0.0
177,89022,2019-02-16,0.0
51,89022,2019-02-17,9.0
178,89022,2019-02-18,0.0
