,Reference,Dates,Page_Views
0,61096,2018-09-03,19.0
1,61096,2018-09-04,19.0
2,61096,2018-09-05,37.0
3,61096,2018-09-06,19.0
125,61096,2018-09-07,0.0
4,61096,2018-09-08,28.0
5,61096,2018-09-09,66.0
6,61096,2018-09-10,84.0
7,61096,2018-09-11,66.0
8,61096,2018-09-12,9.0
126,61096,2018-09-13,0.0
9,61096,2018-09-14,19.0
10,61096,2018-09-15,47.0
11,61096,2018-09-16,19.0
127,61096,2018-09-17,0.0
128,61096,2018-09-18,0.0
12,61096,2018-09-19,9.0
129,61096,2018-09-20,0.0
13,61096,2018-09-21,19.0
14,61096,2018-09-22,19.0
130,61096,2018-09-23,0.0
15,61096,2018-09-24,28.0
16,61096,2018-09-25,19.0
17,61096,2018-09-26,9.0
131,61096,2018-09-27,0.0
18,61096,2018-09-28,37.0
132,61096,2018-09-29,0.0
19,61096,2018-09-30,9.0
20,61096,2018-10-01,9.0
21,61096,2018-10-02,9.0
22,61096,2018-10-03,37.0
23,61096,2018-10-04,19.0
133,61096,2018-10-05,0.0
24,61096,2018-10-06,75.0
25,61096,2018-10-07,19.0
26,61096,2018-10-08,66.0
27,61096,2018-10-09,56.0
134,61096,2018-10-10,0.0
28,61096,2018-10-11,19.0
29,61096,2018-10-12,9.0
30,61096,2018-10-13,28.0
31,61096,2018-10-14,56.0
32,61096,2018-10-15,28.0
33,61096,2018-10-16,19.0
34,61096,2018-10-17,37.0
35,61096,2018-10-18,66.0
135,61096,2018-10-19,0.0
36,61096,2018-10-20,37.0
37,61096,2018-10-21,37.0
38,61096,2018-10-22,19.0
39,61096,2018-10-23,19.0
136,61096,2018-10-24,0.0
137,61096,2018-10-25,0.0
40,61096,2018-10-26,9.0
138,61096,2018-10-27,0.0
139,61096,2018-10-28,0.0
41,61096,2018-10-29,28.0
42,61096,2018-10-30,9.0
140,61096,2018-10-31,0.0
141,61096,2018-11-01,0.0
142,61096,2018-11-02,0.0
43,61096,2018-11-03,9.0
44,61096,2018-11-04,9.0
143,61096,2018-11-05,0.0
144,61096,2018-11-06,0.0
45,61096,2018-11-07,19.0
46,61096,2018-11-08,19.0
47,61096,2018-11-09,9.0
145,61096,2018-11-10,0.0
48,61096,2018-11-11,19.0
49,61096,2018-11-12,28.0
146,61096,2018-11-13,0.0
50,61096,2018-11-14,47.0
51,61096,2018-11-15,37.0
52,61096,2018-11-16,19.0
147,61096,2018-11-17,0.0
53,61096,2018-11-18,19.0
54,61096,2018-11-19,19.0
148,61096,2018-11-20,0.0
55,61096,2018-11-21,28.0
56,61096,2018-11-22,75.0
57,61096,2018-11-23,112.0
58,61096,2018-11-24,19.0
59,61096,2018-11-25,47.0
60,61096,2018-11-26,9.0
61,61096,2018-11-27,9.0
149,61096,2018-11-28,0.0
150,61096,2018-11-29,0.0
62,61096,2018-11-30,19.0
63,61096,2018-12-01,9.0
151,61096,2018-12-02,0.0
64,61096,2018-12-03,9.0
152,61096,2018-12-04,0.0
153,61096,2018-12-05,0.0
154,61096,2018-12-06,0.0
155,61096,2018-12-07,0.0
65,61096,2018-12-08,19.0
156,61096,2018-12-09,0.0
157,61096,2018-12-10,0.0
