,Reference,Dates,Page_Views
98,101318,2018-09-03,0.0
99,101318,2018-09-04,0.0
100,101318,2018-09-05,0.0
101,101318,2018-09-06,0.0
102,101318,2018-09-07,0.0
103,101318,2018-09-08,0.0
104,101318,2018-09-09,0.0
105,101318,2018-09-10,0.0
106,101318,2018-09-11,0.0
107,101318,2018-09-12,0.0
108,101318,2018-09-13,0.0
109,101318,2018-09-14,0.0
110,101318,2018-09-15,0.0
111,101318,2018-09-16,0.0
112,101318,2018-09-17,0.0
113,101318,2018-09-18,0.0
114,101318,2018-09-19,0.0
115,101318,2018-09-20,0.0
116,101318,2018-09-21,0.0
117,101318,2018-09-22,0.0
118,101318,2018-09-23,0.0
119,101318,2018-09-24,0.0
120,101318,2018-09-25,0.0
121,101318,2018-09-26,0.0
122,101318,2018-09-27,0.0
123,101318,2018-09-28,0.0
124,101318,2018-09-29,0.0
125,101318,2018-09-30,0.0
0,101318,2018-10-01,56.0
1,101318,2018-10-02,9.0
2,101318,2018-10-03,28.0
3,101318,2018-10-04,28.0
4,101318,2018-10-05,9.0
5,101318,2018-10-06,28.0
6,101318,2018-10-07,56.0
7,101318,2018-10-08,9.0
8,101318,2018-10-09,28.0
9,101318,2018-10-10,66.0
126,101318,2018-10-11,0.0
10,101318,2018-10-12,19.0
11,101318,2018-10-13,19.0
12,101318,2018-10-14,66.0
13,101318,2018-10-15,75.0
14,101318,2018-10-16,9.0
15,101318,2018-10-17,28.0
127,101318,2018-10-18,0.0
16,101318,2018-10-19,28.0
17,101318,2018-10-20,28.0
18,101318,2018-10-21,28.0
19,101318,2018-10-22,28.0
20,101318,2018-10-23,19.0
21,101318,2018-10-24,9.0
22,101318,2018-10-25,19.0
23,101318,2018-10-26,19.0
24,101318,2018-10-27,9.0
25,101318,2018-10-28,28.0
26,101318,2018-10-29,19.0
27,101318,2018-10-30,28.0
128,101318,2018-10-31,0.0
28,101318,2018-11-01,28.0
29,101318,2018-11-02,37.0
30,101318,2018-11-03,19.0
31,101318,2018-11-04,47.0
32,101318,2018-11-05,56.0
33,101318,2018-11-06,28.0
34,101318,2018-11-07,9.0
35,101318,2018-11-08,9.0
36,101318,2018-11-09,19.0
37,101318,2018-11-10,9.0
38,101318,2018-11-11,84.0
129,101318,2018-11-12,0.0
39,101318,2018-11-13,47.0
40,101318,2018-11-14,28.0
41,101318,2018-11-15,19.0
42,101318,2018-11-16,28.0
43,101318,2018-11-17,122.0
44,101318,2018-11-18,75.0
45,101318,2018-11-19,94.0
46,101318,2018-11-20,19.0
47,101318,2018-11-21,9.0
48,101318,2018-11-22,159.0
49,101318,2018-11-23,47.0
50,101318,2018-11-24,19.0
51,101318,2018-11-25,94.0
52,101318,2018-11-26,28.0
53,101318,2018-11-27,9.0
130,101318,2018-11-28,0.0
131,101318,2018-11-29,0.0
54,101318,2018-11-30,28.0
55,101318,2018-12-01,19.0
132,101318,2018-12-02,0.0
56,101318,2018-12-03,9.0
57,101318,2018-12-04,28.0
133,101318,2018-12-05,0.0
134,101318,2018-12-06,0.0
58,101318,2018-12-07,28.0
59,101318,2018-12-08,19.0
60,101318,2018-12-09,47.0
61,101318,2018-12-10,47.0
62,101318,2018-12-11,19.0
63,101318,2018-12-12,19.0
64,101318,2018-12-13,37.0
65,101318,2018-12-14,28.0
66,101318,2018-12-15,56.0
67,101318,2018-12-16,56.0
135,101318,2018-12-17,0.0
68,101318,2018-12-18,28.0
136,101318,2018-12-19,0.0
69,101318,2018-12-20,19.0
70,101318,2018-12-21,37.0
71,101318,2018-12-22,9.0
72,101318,2018-12-23,37.0
73,101318,2018-12-24,9.0
74,101318,2018-12-25,19.0
75,101318,2018-12-26,37.0
76,101318,2018-12-27,56.0
77,101318,2018-12-28,19.0
78,101318,2018-12-29,84.0
79,101318,2018-12-30,94.0
80,101318,2018-12-31,28.0
81,101318,2019-01-01,37.0
137,101318,2019-01-02,0.0
82,101318,2019-01-03,47.0
83,101318,2019-01-04,47.0
84,101318,2019-01-05,47.0
85,101318,2019-01-06,56.0
86,101318,2019-01-07,75.0
87,101318,2019-01-08,66.0
88,101318,2019-01-09,37.0
89,101318,2019-01-10,56.0
90,101318,2019-01-11,84.0
91,101318,2019-01-12,28.0
92,101318,2019-01-13,56.0
93,101318,2019-01-14,47.0
94,101318,2019-01-15,56.0
95,101318,2019-01-16,75.0
138,101318,2019-01-17,0.0
139,101318,2019-01-18,0.0
140,101318,2019-01-19,0.0
141,101318,2019-01-20,0.0
96,101318,2019-01-21,9.0
142,101318,2019-01-22,0.0
143,101318,2019-01-23,0.0
144,101318,2019-01-24,0.0
145,101318,2019-01-25,0.0
146,101318,2019-01-26,0.0
147,101318,2019-01-27,0.0
148,101318,2019-01-28,0.0
149,101318,2019-01-29,0.0
150,101318,2019-01-30,0.0
151,101318,2019-01-31,0.0
152,101318,2019-02-01,0.0
153,101318,2019-02-02,0.0
154,101318,2019-02-03,0.0
155,101318,2019-02-04,0.0
156,101318,2019-02-05,0.0
157,101318,2019-02-06,0.0
158,101318,2019-02-07,0.0
159,101318,2019-02-08,0.0
160,101318,2019-02-09,0.0
161,101318,2019-02-10,0.0
97,101318,2019-02-11,9.0
162,101318,2019-02-12,0.0
163,101318,2019-02-13,0.0
164,101318,2019-02-14,0.0
165,101318,2019-02-15,0.0
166,101318,2019-02-16,0.0
167,101318,2019-02-17,0.0
168,101318,2019-02-18,0.0
169,101318,2019-02-19,0.0
170,101318,2019-02-20,0.0
171,101318,2019-02-21,0.0
172,101318,2019-02-22,0.0
173,101318,2019-02-23,0.0
174,101318,2019-02-24,0.0
175,101318,2019-02-25,0.0
176,101318,2019-02-26,0.0
177,101318,2019-02-27,0.0
178,101318,2019-02-28,0.0
179,101318,2019-03-01,0.0
180,101318,2019-03-02,0.0
181,101318,2019-03-03,0.0
182,101318,2019-03-04,0.0
183,101318,2019-03-05,0.0
184,101318,2019-03-06,0.0
185,101318,2019-03-07,0.0
186,101318,2019-03-08,0.0
187,101318,2019-03-09,0.0
188,101318,2019-03-10,0.0
189,101318,2019-03-11,0.0
190,101318,2019-03-12,0.0
191,101318,2019-03-13,0.0
192,101318,2019-03-14,0.0
193,101318,2019-03-15,0.0
194,101318,2019-03-16,0.0
195,101318,2019-03-17,0.0
196,101318,2019-03-18,0.0
197,101318,2019-03-19,0.0
198,101318,2019-03-20,0.0
199,101318,2019-03-21,0.0
200,101318,2019-03-22,0.0
201,101318,2019-03-23,0.0
202,101318,2019-03-24,0.0
203,101318,2019-03-25,0.0
204,101318,2019-03-26,0.0
205,101318,2019-03-27,0.0
206,101318,2019-03-28,0.0
207,101318,2019-03-29,0.0
208,101318,2019-03-30,0.0
209,101318,2019-03-31,0.0
