,Reference,Name,Dates,Net_Incomes,Units_sold
0,48329.0,S/2 MESA BLANCO METAL / OSB,2018-09-03,37.11,1.0
1,48329.0,S/2 MESA BLANCO METAL / OSB,2018-09-04,37.11,1.0
34,48329.0,S/2 MESA BLANCO METAL / OSB,2018-09-05,0.0,0.0
35,48329.0,S/2 MESA BLANCO METAL / OSB,2018-09-06,0.0,0.0
36,48329.0,S/2 MESA BLANCO METAL / OSB,2018-09-07,0.0,0.0
37,48329.0,S/2 MESA BLANCO METAL / OSB,2018-09-08,0.0,0.0
38,48329.0,S/2 MESA BLANCO METAL / OSB,2018-09-09,0.0,0.0
39,48329.0,S/2 MESA BLANCO METAL / OSB,2018-09-10,0.0,0.0
2,48329.0,S/2 MESA BLANCO METAL / OSB,2018-09-11,37.11,1.0
3,48329.0,S/2 MESA BLANCO METAL / OSB,2018-09-12,111.33,3.0
40,48329.0,S/2 MESA BLANCO METAL / OSB,2018-09-13,0.0,0.0
41,48329.0,S/2 MESA BLANCO METAL / OSB,2018-09-14,0.0,0.0
42,48329.0,S/2 MESA BLANCO METAL / OSB,2018-09-15,0.0,0.0
43,48329.0,S/2 MESA BLANCO METAL / OSB,2018-09-16,0.0,0.0
44,48329.0,S/2 MESA BLANCO METAL / OSB,2018-09-17,0.0,0.0
4,48329.0,S/2 MESA BLANCO METAL / OSB,2018-09-18,37.11,1.0
45,48329.0,S/2 MESA BLANCO METAL / OSB,2018-09-19,0.0,0.0
5,48329.0,S/2 MESA BLANCO METAL / OSB,2018-09-20,37.11,1.0
6,48329.0,S/2 MESA BLANCO METAL / OSB,2018-09-21,37.11,1.0
46,48329.0,S/2 MESA BLANCO METAL / OSB,2018-09-22,0.0,0.0
47,48329.0,S/2 MESA BLANCO METAL / OSB,2018-09-23,0.0,0.0
7,48329.0,S/2 MESA BLANCO METAL / OSB,2018-09-24,37.11,1.0
48,48329.0,S/2 MESA BLANCO METAL / OSB,2018-09-25,0.0,0.0
8,48329.0,S/2 MESA BLANCO METAL / OSB,2018-09-26,37.11,1.0
49,48329.0,S/2 MESA BLANCO METAL / OSB,2018-09-27,0.0,0.0
9,48329.0,S/2 MESA BLANCO METAL / OSB,2018-09-28,37.11,1.0
10,48329.0,S/2 MESA BLANCO METAL / OSB,2018-09-29,37.11,1.0
11,48329.0,S/2 MESA BLANCO METAL / OSB,2018-09-30,33.39,1.0
12,48329.0,S/2 MESA BLANCO METAL / OSB,2018-10-01,37.11,1.0
50,48329.0,S/2 MESA BLANCO METAL / OSB,2018-10-02,0.0,0.0
51,48329.0,S/2 MESA BLANCO METAL / OSB,2018-10-03,0.0,0.0
52,48329.0,S/2 MESA BLANCO METAL / OSB,2018-10-04,0.0,0.0
13,48329.0,S/2 MESA BLANCO METAL / OSB,2018-10-05,33.4,1.0
53,48329.0,S/2 MESA BLANCO METAL / OSB,2018-10-06,0.0,0.0
14,48329.0,S/2 MESA BLANCO METAL / OSB,2018-10-07,33.4,1.0
54,48329.0,S/2 MESA BLANCO METAL / OSB,2018-10-08,0.0,0.0
55,48329.0,S/2 MESA BLANCO METAL / OSB,2018-10-09,0.0,0.0
