,Reference,Name,Dates,Net_Incomes,Units_sold
25,61514.0,LÁMPARA CAUCHO,2018-09-03,0.0,0.0
26,61514.0,LÁMPARA CAUCHO,2018-09-04,0.0,0.0
27,61514.0,LÁMPARA CAUCHO,2018-09-05,0.0,0.0
28,61514.0,LÁMPARA CAUCHO,2018-09-06,0.0,0.0
29,61514.0,LÁMPARA CAUCHO,2018-09-07,0.0,0.0
30,61514.0,LÁMPARA CAUCHO,2018-09-08,0.0,0.0
31,61514.0,LÁMPARA CAUCHO,2018-09-09,0.0,0.0
32,61514.0,LÁMPARA CAUCHO,2018-09-10,0.0,0.0
0,61514.0,LÁMPARA CAUCHO,2018-09-11,28.84,1.0
1,61514.0,LÁMPARA CAUCHO,2018-09-12,28.84,1.0
33,61514.0,LÁMPARA CAUCHO,2018-09-13,0.0,0.0
34,61514.0,LÁMPARA CAUCHO,2018-09-14,0.0,0.0
35,61514.0,LÁMPARA CAUCHO,2018-09-15,0.0,0.0
36,61514.0,LÁMPARA CAUCHO,2018-09-16,0.0,0.0
37,61514.0,LÁMPARA CAUCHO,2018-09-17,0.0,0.0
38,61514.0,LÁMPARA CAUCHO,2018-09-18,0.0,0.0
39,61514.0,LÁMPARA CAUCHO,2018-09-19,0.0,0.0
40,61514.0,LÁMPARA CAUCHO,2018-09-20,0.0,0.0
41,61514.0,LÁMPARA CAUCHO,2018-09-21,0.0,0.0
42,61514.0,LÁMPARA CAUCHO,2018-09-22,0.0,0.0
43,61514.0,LÁMPARA CAUCHO,2018-09-23,0.0,0.0
44,61514.0,LÁMPARA CAUCHO,2018-09-24,0.0,0.0
45,61514.0,LÁMPARA CAUCHO,2018-09-25,0.0,0.0
46,61514.0,LÁMPARA CAUCHO,2018-09-26,0.0,0.0
47,61514.0,LÁMPARA CAUCHO,2018-09-27,0.0,0.0
48,61514.0,LÁMPARA CAUCHO,2018-09-28,0.0,0.0
49,61514.0,LÁMPARA CAUCHO,2018-09-29,0.0,0.0
50,61514.0,LÁMPARA CAUCHO,2018-09-30,0.0,0.0
51,61514.0,LÁMPARA CAUCHO,2018-10-01,0.0,0.0
52,61514.0,LÁMPARA CAUCHO,2018-10-02,0.0,0.0
53,61514.0,LÁMPARA CAUCHO,2018-10-03,0.0,0.0
54,61514.0,LÁMPARA CAUCHO,2018-10-04,0.0,0.0
55,61514.0,LÁMPARA CAUCHO,2018-10-05,0.0,0.0
56,61514.0,LÁMPARA CAUCHO,2018-10-06,0.0,0.0
57,61514.0,LÁMPARA CAUCHO,2018-10-07,0.0,0.0
58,61514.0,LÁMPARA CAUCHO,2018-10-08,0.0,0.0
59,61514.0,LÁMPARA CAUCHO,2018-10-09,0.0,0.0
60,61514.0,LÁMPARA CAUCHO,2018-10-10,0.0,0.0
2,61514.0,LÁMPARA CAUCHO,2018-10-11,28.84,1.0
61,61514.0,LÁMPARA CAUCHO,2018-10-12,0.0,0.0
62,61514.0,LÁMPARA CAUCHO,2018-10-13,0.0,0.0
3,61514.0,LÁMPARA CAUCHO,2018-10-14,28.84,1.0
63,61514.0,LÁMPARA CAUCHO,2018-10-15,0.0,0.0
64,61514.0,LÁMPARA CAUCHO,2018-10-16,0.0,0.0
65,61514.0,LÁMPARA CAUCHO,2018-10-17,0.0,0.0
66,61514.0,LÁMPARA CAUCHO,2018-10-18,0.0,0.0
67,61514.0,LÁMPARA CAUCHO,2018-10-19,0.0,0.0
68,61514.0,LÁMPARA CAUCHO,2018-10-20,0.0,0.0
69,61514.0,LÁMPARA CAUCHO,2018-10-21,0.0,0.0
70,61514.0,LÁMPARA CAUCHO,2018-10-22,0.0,0.0
71,61514.0,LÁMPARA CAUCHO,2018-10-23,0.0,0.0
72,61514.0,LÁMPARA CAUCHO,2018-10-24,0.0,0.0
73,61514.0,LÁMPARA CAUCHO,2018-10-25,0.0,0.0
74,61514.0,LÁMPARA CAUCHO,2018-10-26,0.0,0.0
75,61514.0,LÁMPARA CAUCHO,2018-10-27,0.0,0.0
76,61514.0,LÁMPARA CAUCHO,2018-10-28,0.0,0.0
77,61514.0,LÁMPARA CAUCHO,2018-10-29,0.0,0.0
78,61514.0,LÁMPARA CAUCHO,2018-10-30,0.0,0.0
