,Reference,Name,Dates,Net_Incomes,Units_sold
42,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-09-03,0.0,0.0
0,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-09-04,204.63,4.0
43,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-09-05,0.0,0.0
1,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-09-06,51.16,1.0
44,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-09-07,0.0,0.0
2,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-09-08,51.16,1.0
45,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-09-09,0.0,0.0
46,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-09-10,0.0,0.0
47,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-09-11,0.0,0.0
3,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-09-12,51.16,1.0
48,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-09-13,0.0,0.0
49,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-09-14,0.0,0.0
50,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-09-15,0.0,0.0
51,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-09-16,0.0,0.0
52,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-09-17,0.0,0.0
53,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-09-18,0.0,0.0
4,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-09-19,51.16,1.0
5,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-09-20,51.16,1.0
54,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-09-21,0.0,0.0
55,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-09-22,0.0,0.0
56,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-09-23,0.0,0.0
6,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-09-24,153.47,3.0
57,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-09-25,0.0,0.0
58,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-09-26,0.0,0.0
59,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-09-27,0.0,0.0
7,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-09-28,51.16,1.0
60,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-09-29,0.0,0.0
61,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-09-30,0.0,0.0
8,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-10-01,92.08,2.0
62,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-10-02,0.0,0.0
9,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-10-03,51.16,1.0
63,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-10-04,0.0,0.0
64,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-10-05,0.0,0.0
65,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-10-06,0.0,0.0
66,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-10-07,0.0,0.0
10,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-10-08,51.16,1.0
11,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-10-09,51.16,1.0
67,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-10-10,0.0,0.0
68,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-10-11,0.0,0.0
69,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-10-12,0.0,0.0
70,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-10-13,0.0,0.0
71,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-10-14,0.0,0.0
72,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-10-15,0.0,0.0
73,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-10-16,0.0,0.0
74,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-10-17,0.0,0.0
75,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-10-18,0.0,0.0
76,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-10-19,0.0,0.0
77,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-10-20,0.0,0.0
78,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-10-21,0.0,0.0
79,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-10-22,0.0,0.0
80,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-10-23,0.0,0.0
12,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-10-24,51.16,1.0
81,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-10-25,0.0,0.0
82,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-10-26,0.0,0.0
83,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-10-27,0.0,0.0
84,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-10-28,0.0,0.0
85,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-10-29,0.0,0.0
86,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-10-30,0.0,0.0
87,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-10-31,0.0,0.0
88,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-11-01,0.0,0.0
89,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-11-02,0.0,0.0
90,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-11-03,0.0,0.0
91,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-11-04,0.0,0.0
92,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-11-05,0.0,0.0
93,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-11-06,0.0,0.0
94,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-11-07,0.0,0.0
95,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-11-08,0.0,0.0
96,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-11-09,0.0,0.0
13,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-11-10,51.15,1.0
97,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-11-11,0.0,0.0
98,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-11-12,0.0,0.0
99,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-11-13,0.0,0.0
100,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-11-14,0.0,0.0
101,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-11-15,0.0,0.0
14,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-11-16,46.04,1.0
102,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-11-17,0.0,0.0
15,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-11-18,46.04,1.0
103,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-11-19,0.0,0.0
16,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-11-20,46.03,1.0
17,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-11-21,138.09,3.0
18,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-11-22,46.03,1.0
19,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-11-23,92.06,2.0
20,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-11-24,46.03,1.0
21,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-11-25,46.03,1.0
22,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-11-26,46.04,1.0
23,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-11-27,51.16,1.0
104,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-11-28,0.0,0.0
105,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-11-29,0.0,0.0
106,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-11-30,0.0,0.0
107,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-12-01,0.0,0.0
108,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-12-02,0.0,0.0
109,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-12-03,0.0,0.0
110,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-12-04,0.0,0.0
111,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-12-05,0.0,0.0
112,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-12-06,0.0,0.0
113,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-12-07,0.0,0.0
114,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-12-08,0.0,0.0
115,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-12-09,0.0,0.0
116,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-12-10,0.0,0.0
117,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-12-11,0.0,0.0
118,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-12-12,0.0,0.0
119,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-12-13,0.0,0.0
120,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-12-14,0.0,0.0
121,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-12-15,0.0,0.0
122,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-12-16,0.0,0.0
123,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-12-17,0.0,0.0
124,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-12-18,0.0,0.0
125,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-12-19,0.0,0.0
126,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-12-20,0.0,0.0
127,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-12-21,0.0,0.0
128,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-12-22,0.0,0.0
129,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-12-23,0.0,0.0
130,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-12-24,0.0,0.0
131,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-12-25,0.0,0.0
132,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-12-26,0.0,0.0
133,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-12-27,0.0,0.0
134,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-12-28,0.0,0.0
24,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-12-29,51.16,1.0
135,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-12-30,0.0,0.0
136,89051.0,ALFOMBRA NATURAL BAMBÚ,2018-12-31,0.0,0.0
137,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-01-01,0.0,0.0
138,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-01-02,0.0,0.0
25,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-01-03,51.16,1.0
139,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-01-04,0.0,0.0
140,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-01-05,0.0,0.0
141,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-01-06,0.0,0.0
26,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-01-07,46.03,1.0
142,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-01-08,0.0,0.0
143,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-01-09,0.0,0.0
144,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-01-10,0.0,0.0
27,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-01-11,46.03,1.0
145,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-01-12,0.0,0.0
146,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-01-13,0.0,0.0
28,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-01-14,46.03,1.0
147,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-01-15,0.0,0.0
148,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-01-16,0.0,0.0
149,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-01-17,0.0,0.0
150,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-01-18,0.0,0.0
151,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-01-19,0.0,0.0
152,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-01-20,0.0,0.0
29,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-01-21,46.03,1.0
30,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-01-22,46.03,1.0
153,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-01-23,0.0,0.0
154,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-01-24,0.0,0.0
155,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-01-25,0.0,0.0
156,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-01-26,0.0,0.0
31,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-01-27,46.03,1.0
157,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-01-28,0.0,0.0
158,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-01-29,0.0,0.0
159,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-01-30,0.0,0.0
160,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-01-31,0.0,0.0
161,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-02-01,0.0,0.0
162,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-02-02,0.0,0.0
32,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-02-03,46.03,1.0
163,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-02-04,0.0,0.0
164,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-02-05,0.0,0.0
165,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-02-06,0.0,0.0
166,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-02-07,0.0,0.0
167,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-02-08,0.0,0.0
168,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-02-09,0.0,0.0
169,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-02-10,0.0,0.0
170,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-02-11,0.0,0.0
171,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-02-12,0.0,0.0
172,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-02-13,0.0,0.0
173,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-02-14,0.0,0.0
174,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-02-15,0.0,0.0
175,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-02-16,0.0,0.0
33,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-02-17,43.47,1.0
176,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-02-18,0.0,0.0
177,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-02-19,0.0,0.0
34,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-02-20,43.47,1.0
178,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-02-21,0.0,0.0
179,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-02-22,0.0,0.0
35,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-02-23,43.47,1.0
180,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-02-24,0.0,0.0
36,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-02-25,51.16,1.0
181,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-02-26,0.0,0.0
182,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-02-27,0.0,0.0
37,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-02-28,51.16,1.0
183,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-03-01,0.0,0.0
184,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-03-02,0.0,0.0
38,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-03-03,102.31,2.0
185,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-03-04,0.0,0.0
186,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-03-05,0.0,0.0
187,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-03-06,0.0,0.0
188,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-03-07,0.0,0.0
189,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-03-08,0.0,0.0
190,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-03-09,0.0,0.0
191,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-03-10,0.0,0.0
192,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-03-11,0.0,0.0
39,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-03-12,51.16,1.0
193,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-03-13,0.0,0.0
194,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-03-14,0.0,0.0
195,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-03-15,0.0,0.0
196,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-03-16,0.0,0.0
197,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-03-17,0.0,0.0
198,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-03-18,0.0,0.0
199,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-03-19,0.0,0.0
200,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-03-20,0.0,0.0
201,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-03-21,0.0,0.0
202,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-03-22,0.0,0.0
203,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-03-23,0.0,0.0
204,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-03-24,0.0,0.0
205,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-03-25,0.0,0.0
206,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-03-26,0.0,0.0
207,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-03-27,0.0,0.0
40,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-03-28,51.15,1.0
41,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-03-29,51.16,1.0
208,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-03-30,0.0,0.0
209,89051.0,ALFOMBRA NATURAL BAMBÚ,2019-03-31,0.0,0.0
