,Reference,Name,Dates,Net_Incomes,Units_sold
19,61118.0,MUEBLE 1 PUERTA Y 2 LEJAS BASIC WHITE,2018-09-03,0.0,0.0
20,61118.0,MUEBLE 1 PUERTA Y 2 LEJAS BASIC WHITE,2018-09-04,0.0,0.0
21,61118.0,MUEBLE 1 PUERTA Y 2 LEJAS BASIC WHITE,2018-09-05,0.0,0.0
22,61118.0,MUEBLE 1 PUERTA Y 2 LEJAS BASIC WHITE,2018-09-06,0.0,0.0
23,61118.0,MUEBLE 1 PUERTA Y 2 LEJAS BASIC WHITE,2018-09-07,0.0,0.0
24,61118.0,MUEBLE 1 PUERTA Y 2 LEJAS BASIC WHITE,2018-09-08,0.0,0.0
25,61118.0,MUEBLE 1 PUERTA Y 2 LEJAS BASIC WHITE,2018-09-09,0.0,0.0
26,61118.0,MUEBLE 1 PUERTA Y 2 LEJAS BASIC WHITE,2018-09-10,0.0,0.0
27,61118.0,MUEBLE 1 PUERTA Y 2 LEJAS BASIC WHITE,2018-09-11,0.0,0.0
28,61118.0,MUEBLE 1 PUERTA Y 2 LEJAS BASIC WHITE,2018-09-12,0.0,0.0
29,61118.0,MUEBLE 1 PUERTA Y 2 LEJAS BASIC WHITE,2018-09-13,0.0,0.0
30,61118.0,MUEBLE 1 PUERTA Y 2 LEJAS BASIC WHITE,2018-09-14,0.0,0.0
31,61118.0,MUEBLE 1 PUERTA Y 2 LEJAS BASIC WHITE,2018-09-15,0.0,0.0
32,61118.0,MUEBLE 1 PUERTA Y 2 LEJAS BASIC WHITE,2018-09-16,0.0,0.0
33,61118.0,MUEBLE 1 PUERTA Y 2 LEJAS BASIC WHITE,2018-09-17,0.0,0.0
34,61118.0,MUEBLE 1 PUERTA Y 2 LEJAS BASIC WHITE,2018-09-18,0.0,0.0
35,61118.0,MUEBLE 1 PUERTA Y 2 LEJAS BASIC WHITE,2018-09-19,0.0,0.0
36,61118.0,MUEBLE 1 PUERTA Y 2 LEJAS BASIC WHITE,2018-09-20,0.0,0.0
37,61118.0,MUEBLE 1 PUERTA Y 2 LEJAS BASIC WHITE,2018-09-21,0.0,0.0
38,61118.0,MUEBLE 1 PUERTA Y 2 LEJAS BASIC WHITE,2018-09-22,0.0,0.0
39,61118.0,MUEBLE 1 PUERTA Y 2 LEJAS BASIC WHITE,2018-09-23,0.0,0.0
40,61118.0,MUEBLE 1 PUERTA Y 2 LEJAS BASIC WHITE,2018-09-24,0.0,0.0
41,61118.0,MUEBLE 1 PUERTA Y 2 LEJAS BASIC WHITE,2018-09-25,0.0,0.0
42,61118.0,MUEBLE 1 PUERTA Y 2 LEJAS BASIC WHITE,2018-09-26,0.0,0.0
43,61118.0,MUEBLE 1 PUERTA Y 2 LEJAS BASIC WHITE,2018-09-27,0.0,0.0
44,61118.0,MUEBLE 1 PUERTA Y 2 LEJAS BASIC WHITE,2018-09-28,0.0,0.0
0,61118.0,MUEBLE 1 PUERTA Y 2 LEJAS BASIC WHITE,2018-09-29,67.61,1.0
45,61118.0,MUEBLE 1 PUERTA Y 2 LEJAS BASIC WHITE,2018-09-30,0.0,0.0
46,61118.0,MUEBLE 1 PUERTA Y 2 LEJAS BASIC WHITE,2018-10-01,0.0,0.0
47,61118.0,MUEBLE 1 PUERTA Y 2 LEJAS BASIC WHITE,2018-10-02,0.0,0.0
1,61118.0,MUEBLE 1 PUERTA Y 2 LEJAS BASIC WHITE,2018-10-03,75.12,1.0
48,61118.0,MUEBLE 1 PUERTA Y 2 LEJAS BASIC WHITE,2018-10-04,0.0,0.0
49,61118.0,MUEBLE 1 PUERTA Y 2 LEJAS BASIC WHITE,2018-10-05,0.0,0.0
50,61118.0,MUEBLE 1 PUERTA Y 2 LEJAS BASIC WHITE,2018-10-06,0.0,0.0
51,61118.0,MUEBLE 1 PUERTA Y 2 LEJAS BASIC WHITE,2018-10-07,0.0,0.0
52,61118.0,MUEBLE 1 PUERTA Y 2 LEJAS BASIC WHITE,2018-10-08,0.0,0.0
53,61118.0,MUEBLE 1 PUERTA Y 2 LEJAS BASIC WHITE,2018-10-09,0.0,0.0
