,Reference,Name,Dates,Net_Incomes,Units_sold
84,123838.0,ESPEJO CON LUZ LED POLIPROPILENO BLANCO,2018-09-03,0.0,0.0
85,123838.0,ESPEJO CON LUZ LED POLIPROPILENO BLANCO,2018-09-04,0.0,0.0
86,123838.0,ESPEJO CON LUZ LED POLIPROPILENO BLANCO,2018-09-05,0.0,0.0
0,123838.0,ESPEJO CON LUZ LED POLIPROPILENO BLANCO,2018-09-06,19.75,1.0
87,123838.0,ESPEJO CON LUZ LED POLIPROPILENO BLANCO,2018-09-07,0.0,0.0
88,123838.0,ESPEJO CON LUZ LED POLIPROPILENO BLANCO,2018-09-08,0.0,0.0
89,123838.0,ESPEJO CON LUZ LED POLIPROPILENO BLANCO,2018-09-09,0.0,0.0
90,123838.0,ESPEJO CON LUZ LED POLIPROPILENO BLANCO,2018-09-10,0.0,0.0
91,123838.0,ESPEJO CON LUZ LED POLIPROPILENO BLANCO,2018-09-11,0.0,0.0
92,123838.0,ESPEJO CON LUZ LED POLIPROPILENO BLANCO,2018-09-12,0.0,0.0
93,123838.0,ESPEJO CON LUZ LED POLIPROPILENO BLANCO,2018-09-13,0.0,0.0
94,123838.0,ESPEJO CON LUZ LED POLIPROPILENO BLANCO,2018-09-14,0.0,0.0
95,123838.0,ESPEJO CON LUZ LED POLIPROPILENO BLANCO,2018-09-15,0.0,0.0
96,123838.0,ESPEJO CON LUZ LED POLIPROPILENO BLANCO,2018-09-16,0.0,0.0
97,123838.0,ESPEJO CON LUZ LED POLIPROPILENO BLANCO,2018-09-17,0.0,0.0
98,123838.0,ESPEJO CON LUZ LED POLIPROPILENO BLANCO,2018-09-18,0.0,0.0
99,123838.0,ESPEJO CON LUZ LED POLIPROPILENO BLANCO,2018-09-19,0.0,0.0
100,123838.0,ESPEJO CON LUZ LED POLIPROPILENO BLANCO,2018-09-20,0.0,0.0
101,123838.0,ESPEJO CON LUZ LED POLIPROPILENO BLANCO,2018-09-21,0.0,0.0
