,Reference,Name,Dates,Net_Incomes,Units_sold
50,122540.0,ESPEJO DE PIE MDF NATURAL,2018-09-03,0.0,0.0
51,122540.0,ESPEJO DE PIE MDF NATURAL,2018-09-04,0.0,0.0
52,122540.0,ESPEJO DE PIE MDF NATURAL,2018-09-05,0.0,0.0
53,122540.0,ESPEJO DE PIE MDF NATURAL,2018-09-06,0.0,0.0
54,122540.0,ESPEJO DE PIE MDF NATURAL,2018-09-07,0.0,0.0
55,122540.0,ESPEJO DE PIE MDF NATURAL,2018-09-08,0.0,0.0
56,122540.0,ESPEJO DE PIE MDF NATURAL,2018-09-09,0.0,0.0
57,122540.0,ESPEJO DE PIE MDF NATURAL,2018-09-10,0.0,0.0
58,122540.0,ESPEJO DE PIE MDF NATURAL,2018-09-11,0.0,0.0
59,122540.0,ESPEJO DE PIE MDF NATURAL,2018-09-12,0.0,0.0
60,122540.0,ESPEJO DE PIE MDF NATURAL,2018-09-13,0.0,0.0
61,122540.0,ESPEJO DE PIE MDF NATURAL,2018-09-14,0.0,0.0
62,122540.0,ESPEJO DE PIE MDF NATURAL,2018-09-15,0.0,0.0
63,122540.0,ESPEJO DE PIE MDF NATURAL,2018-09-16,0.0,0.0
64,122540.0,ESPEJO DE PIE MDF NATURAL,2018-09-17,0.0,0.0
65,122540.0,ESPEJO DE PIE MDF NATURAL,2018-09-18,0.0,0.0
66,122540.0,ESPEJO DE PIE MDF NATURAL,2018-09-19,0.0,0.0
67,122540.0,ESPEJO DE PIE MDF NATURAL,2018-09-20,0.0,0.0
68,122540.0,ESPEJO DE PIE MDF NATURAL,2018-09-21,0.0,0.0
0,122540.0,ESPEJO DE PIE MDF NATURAL,2018-09-22,36.37,1.0
69,122540.0,ESPEJO DE PIE MDF NATURAL,2018-09-23,0.0,0.0
70,122540.0,ESPEJO DE PIE MDF NATURAL,2018-09-24,0.0,0.0
71,122540.0,ESPEJO DE PIE MDF NATURAL,2018-09-25,0.0,0.0
72,122540.0,ESPEJO DE PIE MDF NATURAL,2018-09-26,0.0,0.0
73,122540.0,ESPEJO DE PIE MDF NATURAL,2018-09-27,0.0,0.0
1,122540.0,ESPEJO DE PIE MDF NATURAL,2018-09-28,76.78,2.0
74,122540.0,ESPEJO DE PIE MDF NATURAL,2018-09-29,0.0,0.0
75,122540.0,ESPEJO DE PIE MDF NATURAL,2018-09-30,0.0,0.0
76,122540.0,ESPEJO DE PIE MDF NATURAL,2018-10-01,0.0,0.0
77,122540.0,ESPEJO DE PIE MDF NATURAL,2018-10-02,0.0,0.0
78,122540.0,ESPEJO DE PIE MDF NATURAL,2018-10-03,0.0,0.0
79,122540.0,ESPEJO DE PIE MDF NATURAL,2018-10-04,0.0,0.0
80,122540.0,ESPEJO DE PIE MDF NATURAL,2018-10-05,0.0,0.0
81,122540.0,ESPEJO DE PIE MDF NATURAL,2018-10-06,0.0,0.0
82,122540.0,ESPEJO DE PIE MDF NATURAL,2018-10-07,0.0,0.0
83,122540.0,ESPEJO DE PIE MDF NATURAL,2018-10-08,0.0,0.0
84,122540.0,ESPEJO DE PIE MDF NATURAL,2018-10-09,0.0,0.0
85,122540.0,ESPEJO DE PIE MDF NATURAL,2018-10-10,0.0,0.0
86,122540.0,ESPEJO DE PIE MDF NATURAL,2018-10-11,0.0,0.0
87,122540.0,ESPEJO DE PIE MDF NATURAL,2018-10-12,0.0,0.0
2,122540.0,ESPEJO DE PIE MDF NATURAL,2018-10-13,40.41,1.0
88,122540.0,ESPEJO DE PIE MDF NATURAL,2018-10-14,0.0,0.0
89,122540.0,ESPEJO DE PIE MDF NATURAL,2018-10-15,0.0,0.0
3,122540.0,ESPEJO DE PIE MDF NATURAL,2018-10-16,40.41,1.0
90,122540.0,ESPEJO DE PIE MDF NATURAL,2018-10-17,0.0,0.0
4,122540.0,ESPEJO DE PIE MDF NATURAL,2018-10-18,80.82,2.0
91,122540.0,ESPEJO DE PIE MDF NATURAL,2018-10-19,0.0,0.0
92,122540.0,ESPEJO DE PIE MDF NATURAL,2018-10-20,0.0,0.0
93,122540.0,ESPEJO DE PIE MDF NATURAL,2018-10-21,0.0,0.0
94,122540.0,ESPEJO DE PIE MDF NATURAL,2018-10-22,0.0,0.0
95,122540.0,ESPEJO DE PIE MDF NATURAL,2018-10-23,0.0,0.0
5,122540.0,ESPEJO DE PIE MDF NATURAL,2018-10-24,40.42,1.0
96,122540.0,ESPEJO DE PIE MDF NATURAL,2018-10-25,0.0,0.0
6,122540.0,ESPEJO DE PIE MDF NATURAL,2018-10-26,40.41,1.0
97,122540.0,ESPEJO DE PIE MDF NATURAL,2018-10-27,0.0,0.0
98,122540.0,ESPEJO DE PIE MDF NATURAL,2018-10-28,0.0,0.0
99,122540.0,ESPEJO DE PIE MDF NATURAL,2018-10-29,0.0,0.0
7,122540.0,ESPEJO DE PIE MDF NATURAL,2018-10-30,40.41,1.0
