,Reference,Name,Date,Net_Incomes,Units_sold
7161,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2017-09-03,154.55,1
7162,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2017-09-07,154.55,1
7163,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2017-09-26,139.09,1
7164,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2017-10-05,163.64,1
7165,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2017-10-13,139.09,1
7166,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2017-10-22,139.09,1
7167,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2017-11-04,139.09,1
7168,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2017-11-05,163.63,1
7169,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2017-11-06,466.37,3
7170,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-01-12,130.91,1
7171,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-01-13,130.91,1
7172,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-01-16,392.73,3
7173,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-01-17,130.91,1
7174,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-01-22,261.82,2
7175,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-01-24,130.91,1
7176,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-01-25,261.82,2
7177,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-01-27,130.91,1
7178,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-01-28,130.91,1
7179,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-01-29,130.91,1
7180,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-01-30,130.91,1
7181,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-01-31,130.91,1
7182,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-02-07,122.73,1
7183,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-02-08,245.45,2
7184,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-02-12,736.37,6
7185,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-02-13,245.46,2
7186,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-02-14,122.73,1
7187,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-02-17,136.36,1
7188,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-02-18,136.36,1
7189,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-02-24,163.64,1
7190,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-03-07,163.64,1
7191,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-03-09,163.64,1
7192,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-03-23,163.64,1
7193,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-04-09,163.64,1
7194,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-04-15,163.64,1
7195,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-04-20,147.27,1
7196,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-07-23,490.91,3
7197,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-08-01,163.63,1
7198,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-08-11,163.64,1
7199,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-08-14,163.64,1
7200,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-08-17,163.64,1
7201,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-08-22,163.64,1
7202,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-09-10,163.64,1
7203,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-09-14,163.64,1
7204,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-09-18,163.64,1
7205,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-09-23,147.27,1
7206,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-10-09,441.82,3
