,Reference,Name,Date,Net_Incomes,Units_sold
6482,49809,S/2 FAROL METAL / CRISTAL BLANCO,2017-10-02,51.16,1
6483,49809,S/2 FAROL METAL / CRISTAL BLANCO,2017-10-06,51.16,1
6484,49809,S/2 FAROL METAL / CRISTAL BLANCO,2017-10-19,51.16,1
6485,49809,S/2 FAROL METAL / CRISTAL BLANCO,2017-10-21,43.48,1
6486,49809,S/2 FAROL METAL / CRISTAL BLANCO,2017-11-09,51.16,1
6487,49809,S/2 FAROL METAL / CRISTAL BLANCO,2017-11-23,43.49,1
6488,49809,S/2 FAROL METAL / CRISTAL BLANCO,2017-11-25,76.7,2
6489,49809,S/2 FAROL METAL / CRISTAL BLANCO,2017-11-26,76.7,2
6490,49809,S/2 FAROL METAL / CRISTAL BLANCO,2017-12-02,51.16,1
6491,49809,S/2 FAROL METAL / CRISTAL BLANCO,2017-12-22,51.16,1
6492,49809,S/2 FAROL METAL / CRISTAL BLANCO,2017-12-26,51.16,1
6493,49809,S/2 FAROL METAL / CRISTAL BLANCO,2017-12-31,51.16,1
6494,49809,S/2 FAROL METAL / CRISTAL BLANCO,2018-01-03,51.16,1
6495,49809,S/2 FAROL METAL / CRISTAL BLANCO,2018-01-10,81.81,2
6496,49809,S/2 FAROL METAL / CRISTAL BLANCO,2018-01-11,40.91,1
6497,49809,S/2 FAROL METAL / CRISTAL BLANCO,2018-01-12,81.83,2
6498,49809,S/2 FAROL METAL / CRISTAL BLANCO,2018-01-14,81.82,2
6499,49809,S/2 FAROL METAL / CRISTAL BLANCO,2018-01-16,40.91,1
6500,49809,S/2 FAROL METAL / CRISTAL BLANCO,2018-01-19,40.91,1
6501,49809,S/2 FAROL METAL / CRISTAL BLANCO,2018-01-21,81.82,2
6502,49809,S/2 FAROL METAL / CRISTAL BLANCO,2018-01-28,40.91,1
6503,49809,S/2 FAROL METAL / CRISTAL BLANCO,2018-02-01,81.82,2
6504,49809,S/2 FAROL METAL / CRISTAL BLANCO,2018-02-04,40.91,1
6505,49809,S/2 FAROL METAL / CRISTAL BLANCO,2018-02-05,38.35,1
6506,49809,S/2 FAROL METAL / CRISTAL BLANCO,2018-02-06,38.35,1
6507,49809,S/2 FAROL METAL / CRISTAL BLANCO,2018-02-08,38.35,1
6508,49809,S/2 FAROL METAL / CRISTAL BLANCO,2018-02-09,38.35,1
6509,49809,S/2 FAROL METAL / CRISTAL BLANCO,2018-02-10,76.69,2
6510,49809,S/2 FAROL METAL / CRISTAL BLANCO,2018-02-12,38.35,1
6511,49809,S/2 FAROL METAL / CRISTAL BLANCO,2018-02-14,38.35,1
6512,49809,S/2 FAROL METAL / CRISTAL BLANCO,2018-02-17,38.35,1
6513,49809,S/2 FAROL METAL / CRISTAL BLANCO,2018-02-20,102.31,2
6514,49809,S/2 FAROL METAL / CRISTAL BLANCO,2018-03-25,51.16,1
6515,49809,S/2 FAROL METAL / CRISTAL BLANCO,2018-04-15,51.16,1
6516,49809,S/2 FAROL METAL / CRISTAL BLANCO,2018-04-18,102.31,2
6517,49809,S/2 FAROL METAL / CRISTAL BLANCO,2018-05-01,51.16,1
6518,49809,S/2 FAROL METAL / CRISTAL BLANCO,2018-05-06,51.16,1
6519,49809,S/2 FAROL METAL / CRISTAL BLANCO,2018-05-21,51.16,1
6520,49809,S/2 FAROL METAL / CRISTAL BLANCO,2018-06-28,51.16,1
6521,49809,S/2 FAROL METAL / CRISTAL BLANCO,2018-07-10,153.48,3
6522,49809,S/2 FAROL METAL / CRISTAL BLANCO,2018-07-14,51.16,1
6523,49809,S/2 FAROL METAL / CRISTAL BLANCO,2018-10-29,102.32,2
6524,49809,S/2 FAROL METAL / CRISTAL BLANCO,2018-12-05,51.16,1
6525,49809,S/2 FAROL METAL / CRISTAL BLANCO,2018-12-13,51.16,1
6526,49809,S/2 FAROL METAL / CRISTAL BLANCO,2019-01-07,46.03,1
6527,49809,S/2 FAROL METAL / CRISTAL BLANCO,2019-01-10,46.03,1
6528,49809,S/2 FAROL METAL / CRISTAL BLANCO,2019-01-15,46.04,1
6529,49809,S/2 FAROL METAL / CRISTAL BLANCO,2019-01-17,46.04,1
6530,49809,S/2 FAROL METAL / CRISTAL BLANCO,2019-01-28,46.03,1
6531,49809,S/2 FAROL METAL / CRISTAL BLANCO,2019-01-31,41.43,1
6532,49809,S/2 FAROL METAL / CRISTAL BLANCO,2019-02-18,43.47,1
6533,49809,S/2 FAROL METAL / CRISTAL BLANCO,2019-03-30,102.32,2
