,Reference,Name,Date,Net_Incomes,Units_sold
14935,89051,ALFOMBRA NATURAL BAMBÚ,2017-09-01,43.47,1
14936,89051,ALFOMBRA NATURAL BAMBÚ,2017-09-06,43.47,1
14937,89051,ALFOMBRA NATURAL BAMBÚ,2017-09-09,43.47,1
14938,89051,ALFOMBRA NATURAL BAMBÚ,2017-09-12,102.32,2
14939,89051,ALFOMBRA NATURAL BAMBÚ,2017-09-22,102.31,2
14940,89051,ALFOMBRA NATURAL BAMBÚ,2017-09-25,86.96,2
14941,89051,ALFOMBRA NATURAL BAMBÚ,2017-09-27,43.48,1
14942,89051,ALFOMBRA NATURAL BAMBÚ,2017-10-01,51.16,1
14943,89051,ALFOMBRA NATURAL BAMBÚ,2017-10-03,51.16,1
14944,89051,ALFOMBRA NATURAL BAMBÚ,2017-10-09,43.48,1
14945,89051,ALFOMBRA NATURAL BAMBÚ,2017-10-12,43.48,1
14946,89051,ALFOMBRA NATURAL BAMBÚ,2017-10-15,43.48,1
14947,89051,ALFOMBRA NATURAL BAMBÚ,2017-10-22,51.16,1
14948,89051,ALFOMBRA NATURAL BAMBÚ,2017-10-23,51.16,1
14949,89051,ALFOMBRA NATURAL BAMBÚ,2017-10-31,43.48,1
14950,89051,ALFOMBRA NATURAL BAMBÚ,2017-11-02,43.48,1
14951,89051,ALFOMBRA NATURAL BAMBÚ,2017-11-04,51.16,1
14952,89051,ALFOMBRA NATURAL BAMBÚ,2017-11-08,86.96,2
14953,89051,ALFOMBRA NATURAL BAMBÚ,2017-11-09,94.64,2
14954,89051,ALFOMBRA NATURAL BAMBÚ,2017-11-13,43.48,1
14955,89051,ALFOMBRA NATURAL BAMBÚ,2017-11-14,43.48,1
14956,89051,ALFOMBRA NATURAL BAMBÚ,2017-11-24,43.48,1
14957,89051,ALFOMBRA NATURAL BAMBÚ,2017-11-26,43.49,1
14958,89051,ALFOMBRA NATURAL BAMBÚ,2017-11-27,86.97,2
14959,89051,ALFOMBRA NATURAL BAMBÚ,2017-12-05,102.32,2
14960,89051,ALFOMBRA NATURAL BAMBÚ,2017-12-10,102.32,2
14961,89051,ALFOMBRA NATURAL BAMBÚ,2017-12-18,102.32,2
14962,89051,ALFOMBRA NATURAL BAMBÚ,2017-12-23,43.48,1
14963,89051,ALFOMBRA NATURAL BAMBÚ,2017-12-26,51.16,1
14964,89051,ALFOMBRA NATURAL BAMBÚ,2017-12-29,51.16,1
14965,89051,ALFOMBRA NATURAL BAMBÚ,2018-01-08,40.91,1
14966,89051,ALFOMBRA NATURAL BAMBÚ,2018-01-11,122.73,3
14967,89051,ALFOMBRA NATURAL BAMBÚ,2018-01-13,81.82,2
14968,89051,ALFOMBRA NATURAL BAMBÚ,2018-01-14,40.91,1
14969,89051,ALFOMBRA NATURAL BAMBÚ,2018-01-17,40.91,1
14970,89051,ALFOMBRA NATURAL BAMBÚ,2018-01-27,40.91,1
14971,89051,ALFOMBRA NATURAL BAMBÚ,2018-01-28,40.91,1
14972,89051,ALFOMBRA NATURAL BAMBÚ,2018-01-30,40.91,1
14973,89051,ALFOMBRA NATURAL BAMBÚ,2018-02-03,40.91,1
14974,89051,ALFOMBRA NATURAL BAMBÚ,2018-02-07,38.35,1
14975,89051,ALFOMBRA NATURAL BAMBÚ,2018-02-08,76.69,2
14976,89051,ALFOMBRA NATURAL BAMBÚ,2018-02-09,38.35,1
14977,89051,ALFOMBRA NATURAL BAMBÚ,2018-02-13,38.35,1
14978,89051,ALFOMBRA NATURAL BAMBÚ,2018-02-15,76.7,2
14979,89051,ALFOMBRA NATURAL BAMBÚ,2018-02-16,38.35,1
14980,89051,ALFOMBRA NATURAL BAMBÚ,2018-02-19,51.16,1
14981,89051,ALFOMBRA NATURAL BAMBÚ,2018-02-21,51.16,1
14982,89051,ALFOMBRA NATURAL BAMBÚ,2018-03-04,46.04,1
14983,89051,ALFOMBRA NATURAL BAMBÚ,2018-03-09,51.16,1
14984,89051,ALFOMBRA NATURAL BAMBÚ,2018-03-11,102.32,2
14985,89051,ALFOMBRA NATURAL BAMBÚ,2018-03-19,51.16,1
14986,89051,ALFOMBRA NATURAL BAMBÚ,2018-03-27,102.32,2
14987,89051,ALFOMBRA NATURAL BAMBÚ,2018-03-28,51.16,1
14988,89051,ALFOMBRA NATURAL BAMBÚ,2018-04-08,51.16,1
14989,89051,ALFOMBRA NATURAL BAMBÚ,2018-04-20,51.16,1
14990,89051,ALFOMBRA NATURAL BAMBÚ,2018-04-21,51.16,1
14991,89051,ALFOMBRA NATURAL BAMBÚ,2018-05-07,51.16,1
14992,89051,ALFOMBRA NATURAL BAMBÚ,2018-05-08,51.16,1
14993,89051,ALFOMBRA NATURAL BAMBÚ,2018-05-09,51.16,1
14994,89051,ALFOMBRA NATURAL BAMBÚ,2018-05-15,51.16,1
14995,89051,ALFOMBRA NATURAL BAMBÚ,2018-05-20,51.16,1
14996,89051,ALFOMBRA NATURAL BAMBÚ,2018-05-22,102.32,2
14997,89051,ALFOMBRA NATURAL BAMBÚ,2018-05-27,51.16,1
14998,89051,ALFOMBRA NATURAL BAMBÚ,2018-06-06,51.16,1
14999,89051,ALFOMBRA NATURAL BAMBÚ,2018-06-08,51.16,1
15000,89051,ALFOMBRA NATURAL BAMBÚ,2018-07-10,51.16,1
15001,89051,ALFOMBRA NATURAL BAMBÚ,2018-07-27,51.16,1
15002,89051,ALFOMBRA NATURAL BAMBÚ,2018-07-31,51.16,1
15003,89051,ALFOMBRA NATURAL BAMBÚ,2018-08-03,51.16,1
15004,89051,ALFOMBRA NATURAL BAMBÚ,2018-08-05,46.04,1
15005,89051,ALFOMBRA NATURAL BAMBÚ,2018-08-25,51.16,1
15006,89051,ALFOMBRA NATURAL BAMBÚ,2018-08-27,51.16,1
15007,89051,ALFOMBRA NATURAL BAMBÚ,2018-09-01,51.16,1
15008,89051,ALFOMBRA NATURAL BAMBÚ,2018-09-04,204.63,4
15009,89051,ALFOMBRA NATURAL BAMBÚ,2018-09-06,51.16,1
15010,89051,ALFOMBRA NATURAL BAMBÚ,2018-09-08,51.16,1
15011,89051,ALFOMBRA NATURAL BAMBÚ,2018-09-12,51.16,1
15012,89051,ALFOMBRA NATURAL BAMBÚ,2018-09-19,51.16,1
15013,89051,ALFOMBRA NATURAL BAMBÚ,2018-09-20,51.16,1
15014,89051,ALFOMBRA NATURAL BAMBÚ,2018-09-24,153.47,3
15015,89051,ALFOMBRA NATURAL BAMBÚ,2018-09-28,51.16,1
15016,89051,ALFOMBRA NATURAL BAMBÚ,2018-10-01,92.08,2
15017,89051,ALFOMBRA NATURAL BAMBÚ,2018-10-03,51.16,1
15018,89051,ALFOMBRA NATURAL BAMBÚ,2018-10-08,51.16,1
15019,89051,ALFOMBRA NATURAL BAMBÚ,2018-10-09,51.16,1
15020,89051,ALFOMBRA NATURAL BAMBÚ,2018-10-24,51.16,1
15021,89051,ALFOMBRA NATURAL BAMBÚ,2018-11-10,51.15,1
15022,89051,ALFOMBRA NATURAL BAMBÚ,2018-11-16,46.04,1
15023,89051,ALFOMBRA NATURAL BAMBÚ,2018-11-18,46.04,1
15024,89051,ALFOMBRA NATURAL BAMBÚ,2018-11-20,46.03,1
15025,89051,ALFOMBRA NATURAL BAMBÚ,2018-11-21,138.09,3
15026,89051,ALFOMBRA NATURAL BAMBÚ,2018-11-22,46.03,1
15027,89051,ALFOMBRA NATURAL BAMBÚ,2018-11-23,92.06,2
15028,89051,ALFOMBRA NATURAL BAMBÚ,2018-11-24,46.03,1
15029,89051,ALFOMBRA NATURAL BAMBÚ,2018-11-25,46.03,1
15030,89051,ALFOMBRA NATURAL BAMBÚ,2018-11-26,46.04,1
15031,89051,ALFOMBRA NATURAL BAMBÚ,2018-11-27,51.16,1
15032,89051,ALFOMBRA NATURAL BAMBÚ,2018-12-29,51.16,1
15033,89051,ALFOMBRA NATURAL BAMBÚ,2019-01-03,51.16,1
15034,89051,ALFOMBRA NATURAL BAMBÚ,2019-01-07,46.03,1
15035,89051,ALFOMBRA NATURAL BAMBÚ,2019-01-11,46.03,1
15036,89051,ALFOMBRA NATURAL BAMBÚ,2019-01-14,46.03,1
15037,89051,ALFOMBRA NATURAL BAMBÚ,2019-01-21,46.03,1
15038,89051,ALFOMBRA NATURAL BAMBÚ,2019-01-22,46.03,1
15039,89051,ALFOMBRA NATURAL BAMBÚ,2019-01-27,46.03,1
15040,89051,ALFOMBRA NATURAL BAMBÚ,2019-02-03,46.03,1
15041,89051,ALFOMBRA NATURAL BAMBÚ,2019-02-17,43.47,1
15042,89051,ALFOMBRA NATURAL BAMBÚ,2019-02-20,43.47,1
15043,89051,ALFOMBRA NATURAL BAMBÚ,2019-02-23,43.47,1
