,Reference,Name,Date,Net_Incomes,Units_sold
10173,64530,CONSOLA 4 PUERTAS Y 3 CAJONES BLANCO,2018-09-26,163.63,1
10174,64530,CONSOLA 4 PUERTAS Y 3 CAJONES BLANCO,2018-09-30,294.54,2
10175,64530,CONSOLA 4 PUERTAS Y 3 CAJONES BLANCO,2018-10-03,147.27,1
10176,64530,CONSOLA 4 PUERTAS Y 3 CAJONES BLANCO,2018-10-14,327.28,2
10177,64530,CONSOLA 4 PUERTAS Y 3 CAJONES BLANCO,2018-11-05,163.64,1
10178,64530,CONSOLA 4 PUERTAS Y 3 CAJONES BLANCO,2018-11-07,163.64,1
10179,64530,CONSOLA 4 PUERTAS Y 3 CAJONES BLANCO,2018-11-13,147.27,1
10180,64530,CONSOLA 4 PUERTAS Y 3 CAJONES BLANCO,2018-11-21,147.28,1
10181,64530,CONSOLA 4 PUERTAS Y 3 CAJONES BLANCO,2018-11-23,294.54,2
10182,64530,CONSOLA 4 PUERTAS Y 3 CAJONES BLANCO,2018-11-26,147.27,1
10183,64530,CONSOLA 4 PUERTAS Y 3 CAJONES BLANCO,2018-12-02,163.64,1
10184,64530,CONSOLA 4 PUERTAS Y 3 CAJONES BLANCO,2018-12-14,163.64,1
10185,64530,CONSOLA 4 PUERTAS Y 3 CAJONES BLANCO,2018-12-16,163.64,1
10186,64530,CONSOLA 4 PUERTAS Y 3 CAJONES BLANCO,2018-12-25,163.64,1
10187,64530,CONSOLA 4 PUERTAS Y 3 CAJONES BLANCO,2018-12-28,163.64,1
10188,64530,CONSOLA 4 PUERTAS Y 3 CAJONES BLANCO,2018-12-30,163.64,1
10189,64530,CONSOLA 4 PUERTAS Y 3 CAJONES BLANCO,2019-01-14,139.91,1
10190,64530,CONSOLA 4 PUERTAS Y 3 CAJONES BLANCO,2019-01-15,287.18,2
10191,64530,CONSOLA 4 PUERTAS Y 3 CAJONES BLANCO,2019-02-01,147.27,1
10192,64530,CONSOLA 4 PUERTAS Y 3 CAJONES BLANCO,2019-02-04,294.55,2
10193,64530,CONSOLA 4 PUERTAS Y 3 CAJONES BLANCO,2019-02-05,139.91,1
10194,64530,CONSOLA 4 PUERTAS Y 3 CAJONES BLANCO,2019-02-11,139.09,1
10195,64530,CONSOLA 4 PUERTAS Y 3 CAJONES BLANCO,2019-02-12,139.09,1
10196,64530,CONSOLA 4 PUERTAS Y 3 CAJONES BLANCO,2019-02-15,278.18,2
10197,64530,CONSOLA 4 PUERTAS Y 3 CAJONES BLANCO,2019-02-24,132.13,1
10198,64530,CONSOLA 4 PUERTAS Y 3 CAJONES BLANCO,2019-02-25,147.27,1
10199,64530,CONSOLA 4 PUERTAS Y 3 CAJONES BLANCO,2019-03-18,180.17,1
10200,64530,CONSOLA 4 PUERTAS Y 3 CAJONES BLANCO,2019-03-23,180.17,1
10201,64530,CONSOLA 4 PUERTAS Y 3 CAJONES BLANCO,2019-03-27,180.17,1
