,Reference,Name,Date,Net_Incomes,Units_sold
22471,101981,BANQUETA-BAÚL AZUL TEJIDO-MADERA,2018-02-08,43.31,1
22472,101981,BANQUETA-BAÚL AZUL TEJIDO-MADERA,2018-02-14,43.31,1
22473,101981,BANQUETA-BAÚL AZUL TEJIDO-MADERA,2018-02-18,86.62,2
22474,101981,BANQUETA-BAÚL AZUL TEJIDO-MADERA,2018-03-20,231.07,4
22475,101981,BANQUETA-BAÚL AZUL TEJIDO-MADERA,2018-03-21,57.77,1
22476,101981,BANQUETA-BAÚL AZUL TEJIDO-MADERA,2018-04-03,115.54,2
22477,101981,BANQUETA-BAÚL AZUL TEJIDO-MADERA,2018-04-09,57.77,1
22478,101981,BANQUETA-BAÚL AZUL TEJIDO-MADERA,2018-08-26,51.98,1
22479,101981,BANQUETA-BAÚL AZUL TEJIDO-MADERA,2018-10-07,51.99,1
22480,101981,BANQUETA-BAÚL AZUL TEJIDO-MADERA,2018-10-30,51.99,1
22481,101981,BANQUETA-BAÚL AZUL TEJIDO-MADERA,2018-11-04,173.3,3
22482,101981,BANQUETA-BAÚL AZUL TEJIDO-MADERA,2018-11-05,161.75,3
22483,101981,BANQUETA-BAÚL AZUL TEJIDO-MADERA,2018-11-06,109.77,2
22484,101981,BANQUETA-BAÚL AZUL TEJIDO-MADERA,2018-11-07,103.99,2
22485,101981,BANQUETA-BAÚL AZUL TEJIDO-MADERA,2018-11-08,51.99,1
22486,101981,BANQUETA-BAÚL AZUL TEJIDO-MADERA,2018-11-10,62.91,1
22487,101981,BANQUETA-BAÚL AZUL TEJIDO-MADERA,2018-11-11,207.96,4
22488,101981,BANQUETA-BAÚL AZUL TEJIDO-MADERA,2018-11-14,51.99,1
22489,101981,BANQUETA-BAÚL AZUL TEJIDO-MADERA,2018-11-15,51.99,1
22490,101981,BANQUETA-BAÚL AZUL TEJIDO-MADERA,2018-11-17,51.99,1
22491,101981,BANQUETA-BAÚL AZUL TEJIDO-MADERA,2018-11-18,103.98,2
22492,101981,BANQUETA-BAÚL AZUL TEJIDO-MADERA,2018-11-20,51.99,1
22493,101981,BANQUETA-BAÚL AZUL TEJIDO-MADERA,2018-11-22,51.98,1
22494,101981,BANQUETA-BAÚL AZUL TEJIDO-MADERA,2018-11-23,207.92,4
22495,101981,BANQUETA-BAÚL AZUL TEJIDO-MADERA,2018-11-25,51.98,1
22496,101981,BANQUETA-BAÚL AZUL TEJIDO-MADERA,2018-11-26,51.98,1
22497,101981,BANQUETA-BAÚL AZUL TEJIDO-MADERA,2018-11-27,57.77,1
22498,101981,BANQUETA-BAÚL AZUL TEJIDO-MADERA,2018-12-04,57.77,1
22499,101981,BANQUETA-BAÚL AZUL TEJIDO-MADERA,2018-12-05,57.77,1
22500,101981,BANQUETA-BAÚL AZUL TEJIDO-MADERA,2018-12-20,57.77,1
22501,101981,BANQUETA-BAÚL AZUL TEJIDO-MADERA,2018-12-25,57.77,1
22502,101981,BANQUETA-BAÚL AZUL TEJIDO-MADERA,2018-12-27,57.77,1
22503,101981,BANQUETA-BAÚL AZUL TEJIDO-MADERA,2018-12-28,57.76,1
22504,101981,BANQUETA-BAÚL AZUL TEJIDO-MADERA,2019-01-01,57.76,1
22505,101981,BANQUETA-BAÚL AZUL TEJIDO-MADERA,2019-01-09,51.98,1
22506,101981,BANQUETA-BAÚL AZUL TEJIDO-MADERA,2019-01-12,51.98,1
22507,101981,BANQUETA-BAÚL AZUL TEJIDO-MADERA,2019-01-14,51.98,1
22508,101981,BANQUETA-BAÚL AZUL TEJIDO-MADERA,2019-01-22,49.39,1
22509,101981,BANQUETA-BAÚL AZUL TEJIDO-MADERA,2019-02-07,49.38,1
22510,101981,BANQUETA-BAÚL AZUL TEJIDO-MADERA,2019-02-17,98.18,2
