,Reference,Name,Date,Net_Incomes,Units_sold
9661,61731,MESA 2 TABURETES MDF,2017-11-01,72.28,1
9662,61731,MESA 2 TABURETES MDF,2017-11-03,157.33,2
9663,61731,MESA 2 TABURETES MDF,2017-11-09,157.32,2
9664,61731,MESA 2 TABURETES MDF,2017-11-11,85.04,1
9665,61731,MESA 2 TABURETES MDF,2017-11-13,72.28,1
9666,61731,MESA 2 TABURETES MDF,2017-11-20,229.6,3
9667,61731,MESA 2 TABURETES MDF,2017-11-22,85.04,1
9668,61731,MESA 2 TABURETES MDF,2017-11-23,301.88,4
9669,61731,MESA 2 TABURETES MDF,2017-11-25,301.88,4
9670,61731,MESA 2 TABURETES MDF,2017-11-26,157.33,2
9671,61731,MESA 2 TABURETES MDF,2017-11-30,85.04,1
9672,61731,MESA 2 TABURETES MDF,2017-12-02,85.04,1
9673,61731,MESA 2 TABURETES MDF,2017-12-04,170.08,2
9674,61731,MESA 2 TABURETES MDF,2017-12-12,170.09,2
9675,61731,MESA 2 TABURETES MDF,2017-12-18,85.05,1
9676,61731,MESA 2 TABURETES MDF,2017-12-22,85.04,1
9677,61731,MESA 2 TABURETES MDF,2017-12-31,170.09,2
9678,61731,MESA 2 TABURETES MDF,2018-01-03,85.05,1
9679,61731,MESA 2 TABURETES MDF,2018-01-07,68.02,1
9680,61731,MESA 2 TABURETES MDF,2018-01-10,68.02,1
9681,61731,MESA 2 TABURETES MDF,2018-01-11,136.04,2
9682,61731,MESA 2 TABURETES MDF,2018-01-13,150.32,2
9683,61731,MESA 2 TABURETES MDF,2018-01-16,68.02,1
9684,61731,MESA 2 TABURETES MDF,2018-01-18,68.02,1
9685,61731,MESA 2 TABURETES MDF,2018-01-20,136.04,2
9686,61731,MESA 2 TABURETES MDF,2018-01-21,68.02,1
9687,61731,MESA 2 TABURETES MDF,2018-01-22,68.02,1
9688,61731,MESA 2 TABURETES MDF,2018-01-23,68.02,1
9689,61731,MESA 2 TABURETES MDF,2018-01-29,68.02,1
9690,61731,MESA 2 TABURETES MDF,2018-03-17,85.04,1
9691,61731,MESA 2 TABURETES MDF,2018-03-23,255.14,3
9692,61731,MESA 2 TABURETES MDF,2018-03-26,85.04,1
9693,61731,MESA 2 TABURETES MDF,2018-03-28,85.05,1
9694,61731,MESA 2 TABURETES MDF,2018-03-30,85.05,1
9695,61731,MESA 2 TABURETES MDF,2018-04-01,85.05,1
9696,61731,MESA 2 TABURETES MDF,2018-04-03,85.04,1
9697,61731,MESA 2 TABURETES MDF,2018-04-08,85.04,1
9698,61731,MESA 2 TABURETES MDF,2018-04-16,85.05,1
9699,61731,MESA 2 TABURETES MDF,2018-04-29,85.04,1
9700,61731,MESA 2 TABURETES MDF,2018-05-02,85.04,1
9701,61731,MESA 2 TABURETES MDF,2018-05-16,85.04,1
9702,61731,MESA 2 TABURETES MDF,2018-05-17,85.04,1
9703,61731,MESA 2 TABURETES MDF,2018-05-20,255.14,3
9704,61731,MESA 2 TABURETES MDF,2018-06-03,85.04,1
9705,61731,MESA 2 TABURETES MDF,2018-06-18,170.09,2
9706,61731,MESA 2 TABURETES MDF,2018-06-19,85.04,1
9707,61731,MESA 2 TABURETES MDF,2018-06-21,85.05,1
9708,61731,MESA 2 TABURETES MDF,2018-07-11,170.08,2
9709,61731,MESA 2 TABURETES MDF,2018-07-17,170.08,2
9710,61731,MESA 2 TABURETES MDF,2018-07-22,170.09,2
9711,61731,MESA 2 TABURETES MDF,2018-07-23,85.04,1
9712,61731,MESA 2 TABURETES MDF,2018-07-24,85.05,1
9713,61731,MESA 2 TABURETES MDF,2018-07-26,255.13,3
9714,61731,MESA 2 TABURETES MDF,2018-07-29,85.04,1
9715,61731,MESA 2 TABURETES MDF,2018-08-01,85.04,1
9716,61731,MESA 2 TABURETES MDF,2018-08-04,85.04,1
9717,61731,MESA 2 TABURETES MDF,2018-08-07,85.04,1
9718,61731,MESA 2 TABURETES MDF,2018-08-08,85.04,1
9719,61731,MESA 2 TABURETES MDF,2018-08-09,255.12,3
