,Reference,Name,Date,Net_Incomes,Units_sold
9720,61731,MESA 2 TABURETES MDF,2018-08-10,85.04,1
9721,61731,MESA 2 TABURETES MDF,2018-08-17,85.04,1
9722,61731,MESA 2 TABURETES MDF,2018-08-19,85.04,1
9723,61731,MESA 2 TABURETES MDF,2018-08-25,85.04,1
9724,61731,MESA 2 TABURETES MDF,2018-08-26,85.04,1
9725,61731,MESA 2 TABURETES MDF,2018-09-01,85.04,1
9726,61731,MESA 2 TABURETES MDF,2018-09-20,76.54,1
9727,61731,MESA 2 TABURETES MDF,2018-09-22,85.04,1
9728,61731,MESA 2 TABURETES MDF,2018-09-24,76.54,1
9729,61731,MESA 2 TABURETES MDF,2018-09-25,153.08,2
9730,61731,MESA 2 TABURETES MDF,2018-09-26,76.54,1
9731,61731,MESA 2 TABURETES MDF,2018-09-27,161.58,2
9732,61731,MESA 2 TABURETES MDF,2018-09-30,85.04,1
9733,61731,MESA 2 TABURETES MDF,2018-10-02,85.04,1
9734,61731,MESA 2 TABURETES MDF,2018-10-04,76.54,1
9735,61731,MESA 2 TABURETES MDF,2018-10-06,76.54,1
9736,61731,MESA 2 TABURETES MDF,2018-10-08,85.04,1
9737,61731,MESA 2 TABURETES MDF,2018-10-10,85.04,1
9738,61731,MESA 2 TABURETES MDF,2018-10-14,85.05,1
9739,61731,MESA 2 TABURETES MDF,2018-10-17,255.13,3
9740,61731,MESA 2 TABURETES MDF,2018-10-19,85.04,1
9741,61731,MESA 2 TABURETES MDF,2018-10-21,85.05,1
9742,61731,MESA 2 TABURETES MDF,2018-10-23,85.05,1
9743,61731,MESA 2 TABURETES MDF,2018-10-27,85.04,1
9744,61731,MESA 2 TABURETES MDF,2018-11-04,85.05,1
9745,61731,MESA 2 TABURETES MDF,2018-11-20,76.54,1
9746,61731,MESA 2 TABURETES MDF,2018-11-23,153.06,2
9747,61731,MESA 2 TABURETES MDF,2019-02-10,85.04,1
9748,61731,MESA 2 TABURETES MDF,2019-02-11,85.04,1
9749,61731,MESA 2 TABURETES MDF,2019-02-13,80.79,1
9750,61731,MESA 2 TABURETES MDF,2019-02-14,170.1,2
9751,61731,MESA 2 TABURETES MDF,2019-03-28,85.04,1
