,Reference,Name,Date,Net_Incomes,Units_sold
15829,90953,CONSOLA 4 PUERTAS Y 3 CAJONES AZUL DM,2017-09-01,154.55,1
15830,90953,CONSOLA 4 PUERTAS Y 3 CAJONES AZUL DM,2017-09-02,154.55,1
15831,90953,CONSOLA 4 PUERTAS Y 3 CAJONES AZUL DM,2017-09-21,163.64,1
15832,90953,CONSOLA 4 PUERTAS Y 3 CAJONES AZUL DM,2017-09-24,163.64,1
15833,90953,CONSOLA 4 PUERTAS Y 3 CAJONES AZUL DM,2017-09-25,163.64,1
15834,90953,CONSOLA 4 PUERTAS Y 3 CAJONES AZUL DM,2017-09-26,139.09,1
15835,90953,CONSOLA 4 PUERTAS Y 3 CAJONES AZUL DM,2017-10-08,139.09,1
15836,90953,CONSOLA 4 PUERTAS Y 3 CAJONES AZUL DM,2017-10-09,139.09,1
15837,90953,CONSOLA 4 PUERTAS Y 3 CAJONES AZUL DM,2017-10-16,139.09,1
15838,90953,CONSOLA 4 PUERTAS Y 3 CAJONES AZUL DM,2017-10-17,139.09,1
15839,90953,CONSOLA 4 PUERTAS Y 3 CAJONES AZUL DM,2018-01-12,130.91,1
15840,90953,CONSOLA 4 PUERTAS Y 3 CAJONES AZUL DM,2018-01-14,130.91,1
15841,90953,CONSOLA 4 PUERTAS Y 3 CAJONES AZUL DM,2018-01-15,130.91,1
15842,90953,CONSOLA 4 PUERTAS Y 3 CAJONES AZUL DM,2018-01-19,130.9,1
15843,90953,CONSOLA 4 PUERTAS Y 3 CAJONES AZUL DM,2018-01-20,130.91,1
15844,90953,CONSOLA 4 PUERTAS Y 3 CAJONES AZUL DM,2018-01-28,261.82,2
15845,90953,CONSOLA 4 PUERTAS Y 3 CAJONES AZUL DM,2018-01-30,261.82,2
15846,90953,CONSOLA 4 PUERTAS Y 3 CAJONES AZUL DM,2018-01-31,130.91,1
15847,90953,CONSOLA 4 PUERTAS Y 3 CAJONES AZUL DM,2018-02-06,122.73,1
15848,90953,CONSOLA 4 PUERTAS Y 3 CAJONES AZUL DM,2018-02-07,122.73,1
15849,90953,CONSOLA 4 PUERTAS Y 3 CAJONES AZUL DM,2018-02-08,122.73,1
15850,90953,CONSOLA 4 PUERTAS Y 3 CAJONES AZUL DM,2018-02-09,122.73,1
15851,90953,CONSOLA 4 PUERTAS Y 3 CAJONES AZUL DM,2018-02-12,245.46,2
15852,90953,CONSOLA 4 PUERTAS Y 3 CAJONES AZUL DM,2018-02-13,122.73,1
15853,90953,CONSOLA 4 PUERTAS Y 3 CAJONES AZUL DM,2018-02-18,136.36,1
15854,90953,CONSOLA 4 PUERTAS Y 3 CAJONES AZUL DM,2018-03-12,163.64,1
15855,90953,CONSOLA 4 PUERTAS Y 3 CAJONES AZUL DM,2018-03-25,327.28,2
15856,90953,CONSOLA 4 PUERTAS Y 3 CAJONES AZUL DM,2018-04-10,163.64,1
15857,90953,CONSOLA 4 PUERTAS Y 3 CAJONES AZUL DM,2018-04-21,163.64,1
15858,90953,CONSOLA 4 PUERTAS Y 3 CAJONES AZUL DM,2018-07-31,163.63,1
15859,90953,CONSOLA 4 PUERTAS Y 3 CAJONES AZUL DM,2018-08-04,163.64,1
15860,90953,CONSOLA 4 PUERTAS Y 3 CAJONES AZUL DM,2018-08-10,163.64,1
15861,90953,CONSOLA 4 PUERTAS Y 3 CAJONES AZUL DM,2018-08-13,163.64,1
15862,90953,CONSOLA 4 PUERTAS Y 3 CAJONES AZUL DM,2018-08-23,163.64,1
15863,90953,CONSOLA 4 PUERTAS Y 3 CAJONES AZUL DM,2018-08-24,163.64,1
15864,90953,CONSOLA 4 PUERTAS Y 3 CAJONES AZUL DM,2018-08-30,327.28,2
15865,90953,CONSOLA 4 PUERTAS Y 3 CAJONES AZUL DM,2018-09-07,163.64,1
15866,90953,CONSOLA 4 PUERTAS Y 3 CAJONES AZUL DM,2018-09-11,163.64,1
15867,90953,CONSOLA 4 PUERTAS Y 3 CAJONES AZUL DM,2018-09-13,163.64,1
15868,90953,CONSOLA 4 PUERTAS Y 3 CAJONES AZUL DM,2018-09-26,163.64,1
15869,90953,CONSOLA 4 PUERTAS Y 3 CAJONES AZUL DM,2018-09-28,147.27,1
15870,90953,CONSOLA 4 PUERTAS Y 3 CAJONES AZUL DM,2018-10-08,147.27,1
15871,90953,CONSOLA 4 PUERTAS Y 3 CAJONES AZUL DM,2018-10-11,163.64,1
15872,90953,CONSOLA 4 PUERTAS Y 3 CAJONES AZUL DM,2018-10-15,163.64,1
