,Reference,Name,Date,Net_Incomes,Units_sold
31896,122539,ESPEJO DE PIE MDF BLANCO,2017-12-03,40.41,1
31897,122539,ESPEJO DE PIE MDF BLANCO,2017-12-04,40.41,1
31898,122539,ESPEJO DE PIE MDF BLANCO,2017-12-07,40.41,1
31899,122539,ESPEJO DE PIE MDF BLANCO,2017-12-11,40.41,1
31900,122539,ESPEJO DE PIE MDF BLANCO,2017-12-12,80.83,2
31901,122539,ESPEJO DE PIE MDF BLANCO,2017-12-13,40.41,1
31902,122539,ESPEJO DE PIE MDF BLANCO,2017-12-17,40.42,1
31903,122539,ESPEJO DE PIE MDF BLANCO,2017-12-18,80.82,2
31904,122539,ESPEJO DE PIE MDF BLANCO,2017-12-20,40.41,1
31905,122539,ESPEJO DE PIE MDF BLANCO,2017-12-28,80.82,2
31906,122539,ESPEJO DE PIE MDF BLANCO,2017-12-29,121.25,3
31907,122539,ESPEJO DE PIE MDF BLANCO,2017-12-30,40.41,1
31908,122539,ESPEJO DE PIE MDF BLANCO,2018-01-02,80.84,2
31909,122539,ESPEJO DE PIE MDF BLANCO,2018-01-07,64.62,2
31910,122539,ESPEJO DE PIE MDF BLANCO,2018-01-11,32.31,1
31911,122539,ESPEJO DE PIE MDF BLANCO,2018-01-17,32.31,1
31912,122539,ESPEJO DE PIE MDF BLANCO,2018-01-21,32.31,1
31913,122539,ESPEJO DE PIE MDF BLANCO,2018-01-23,32.31,1
31914,122539,ESPEJO DE PIE MDF BLANCO,2018-01-28,32.31,1
31915,122539,ESPEJO DE PIE MDF BLANCO,2018-01-30,32.31,1
31916,122539,ESPEJO DE PIE MDF BLANCO,2018-02-01,129.25,4
31917,122539,ESPEJO DE PIE MDF BLANCO,2018-02-07,30.33,1
31918,122539,ESPEJO DE PIE MDF BLANCO,2018-02-08,30.33,1
31919,122539,ESPEJO DE PIE MDF BLANCO,2018-02-10,30.33,1
31920,122539,ESPEJO DE PIE MDF BLANCO,2018-03-06,40.41,1
31921,122539,ESPEJO DE PIE MDF BLANCO,2018-03-08,40.41,1
31922,122539,ESPEJO DE PIE MDF BLANCO,2018-03-11,40.41,1
31923,122539,ESPEJO DE PIE MDF BLANCO,2018-03-12,40.41,1
31924,122539,ESPEJO DE PIE MDF BLANCO,2018-03-16,400.09,11
31925,122539,ESPEJO DE PIE MDF BLANCO,2018-03-19,40.41,1
31926,122539,ESPEJO DE PIE MDF BLANCO,2018-03-22,40.41,1
31927,122539,ESPEJO DE PIE MDF BLANCO,2018-03-27,40.41,1
31928,122539,ESPEJO DE PIE MDF BLANCO,2018-03-31,40.41,1
31929,122539,ESPEJO DE PIE MDF BLANCO,2018-04-02,40.42,1
31930,122539,ESPEJO DE PIE MDF BLANCO,2018-04-22,40.41,1
31931,122539,ESPEJO DE PIE MDF BLANCO,2018-04-24,40.41,1
31932,122539,ESPEJO DE PIE MDF BLANCO,2018-05-04,40.41,1
31933,122539,ESPEJO DE PIE MDF BLANCO,2018-05-11,40.41,1
