,Reference,Name,Date,Net_Incomes,Units_sold
1848,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2017-09-21,27.93,2
1849,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2017-09-25,11.87,1
1850,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2017-09-26,23.75,2
1851,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2017-10-06,11.87,1
1852,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2017-10-30,23.75,2
1853,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2017-11-03,23.75,2
1854,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2017-11-06,11.87,1
1855,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2017-11-19,23.75,2
1856,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2017-11-24,11.87,1
1857,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2017-11-26,23.75,2
1858,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2017-11-27,11.87,1
1859,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2017-12-16,27.93,2
1860,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2018-02-01,27.94,2
1861,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2018-02-28,27.93,2
1862,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2018-03-05,27.93,2
1863,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2018-03-19,27.94,2
1864,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2018-03-20,27.93,2
1865,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2018-04-09,27.94,2
1866,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2018-04-16,27.93,2
1867,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2018-04-22,27.93,2
1868,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2018-05-02,27.93,2
