,Reference,Name,Date,Net_Incomes,Units_sold
1869,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2018-05-09,25.14,2
1870,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2018-05-19,27.93,2
1871,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2018-06-09,27.93,2
1872,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2018-08-20,27.93,2
1873,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2018-08-23,13.97,1
1874,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2018-08-31,27.94,2
1875,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2018-09-18,27.93,2
1876,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2018-09-19,27.93,2
1877,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2018-09-29,25.14,2
1878,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2018-10-05,13.97,1
1879,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2018-10-11,13.97,1
1880,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2018-10-15,27.93,2
1881,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2018-10-16,27.93,2
1882,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2018-10-18,27.93,2
1883,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2018-11-05,12.57,1
1884,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2018-11-14,25.14,2
1885,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2018-11-18,37.71,3
1886,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2018-11-19,25.14,2
1887,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2018-11-24,25.12,2
1888,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2018-11-27,27.93,2
1889,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2018-12-07,27.93,2
1890,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2018-12-09,27.93,2
1891,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2018-12-13,13.97,1
1892,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2018-12-23,55.87,4
1893,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2019-01-08,12.56,1
1894,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2019-01-09,25.12,2
1895,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2019-01-13,25.12,2
1896,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2019-01-25,25.12,2
1897,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2019-02-07,25.12,2
1898,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2019-02-12,23.8,2
1899,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2019-02-24,23.8,2
1900,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2019-02-25,13.97,1
1901,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2019-03-06,41.9,3
1902,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2019-03-12,41.9,3
1903,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2019-03-14,27.93,2
1904,29300,LÁMPARA PIEDRAS PLATA-BLANCO CERÁMICA,2019-03-29,27.93,2
