,Reference,Name,Date,Net_Incomes,Units_sold
9203,61397,ZAPATERO 2 BALDAS ABETO,2017-11-16,20.95,2
9204,61397,ZAPATERO 2 BALDAS ABETO,2017-11-22,10.46,1
9205,61397,ZAPATERO 2 BALDAS ABETO,2017-11-27,10.46,1
9206,61397,ZAPATERO 2 BALDAS ABETO,2018-01-12,12.31,1
9207,61397,ZAPATERO 2 BALDAS ABETO,2018-01-29,123.14,10
9208,61397,ZAPATERO 2 BALDAS ABETO,2018-02-13,12.31,1
9209,61397,ZAPATERO 2 BALDAS ABETO,2018-02-18,12.31,1
9210,61397,ZAPATERO 2 BALDAS ABETO,2018-03-18,33.25,3
9211,61397,ZAPATERO 2 BALDAS ABETO,2018-04-03,12.31,1
9212,61397,ZAPATERO 2 BALDAS ABETO,2018-04-04,12.31,1
9213,61397,ZAPATERO 2 BALDAS ABETO,2018-04-13,12.31,1
9214,61397,ZAPATERO 2 BALDAS ABETO,2018-07-17,12.31,1
9215,61397,ZAPATERO 2 BALDAS ABETO,2018-08-20,12.31,1
9216,61397,ZAPATERO 2 BALDAS ABETO,2018-08-25,12.32,1
9217,61397,ZAPATERO 2 BALDAS ABETO,2018-08-28,24.63,2
9218,61397,ZAPATERO 2 BALDAS ABETO,2018-09-04,12.31,1
9219,61397,ZAPATERO 2 BALDAS ABETO,2018-09-13,24.63,2
9220,61397,ZAPATERO 2 BALDAS ABETO,2018-09-23,22.17,2
9221,61397,ZAPATERO 2 BALDAS ABETO,2018-09-24,11.08,1
9222,61397,ZAPATERO 2 BALDAS ABETO,2018-10-01,33.25,3
9223,61397,ZAPATERO 2 BALDAS ABETO,2018-10-06,12.31,1
9224,61397,ZAPATERO 2 BALDAS ABETO,2018-10-08,24.63,2
9225,61397,ZAPATERO 2 BALDAS ABETO,2018-10-09,24.63,2
9226,61397,ZAPATERO 2 BALDAS ABETO,2018-10-28,12.31,1
9227,61397,ZAPATERO 2 BALDAS ABETO,2018-11-13,12.31,1
9228,61397,ZAPATERO 2 BALDAS ABETO,2018-11-20,22.15,2
9229,61397,ZAPATERO 2 BALDAS ABETO,2018-12-05,12.31,1
9230,61397,ZAPATERO 2 BALDAS ABETO,2019-01-02,12.31,1
9231,61397,ZAPATERO 2 BALDAS ABETO,2019-01-13,12.31,1
9232,61397,ZAPATERO 2 BALDAS ABETO,2019-01-31,12.31,1
9233,61397,ZAPATERO 2 BALDAS ABETO,2019-02-07,12.31,1
9234,61397,ZAPATERO 2 BALDAS ABETO,2019-02-17,12.31,1
9235,61397,ZAPATERO 2 BALDAS ABETO,2019-02-18,73.88,6
9236,61397,ZAPATERO 2 BALDAS ABETO,2019-02-20,11.69,1
9237,61397,ZAPATERO 2 BALDAS ABETO,2019-03-02,49.26,4
9238,61397,ZAPATERO 2 BALDAS ABETO,2019-03-07,12.31,1
9239,61397,ZAPATERO 2 BALDAS ABETO,2019-03-22,36.94,3
9240,61397,ZAPATERO 2 BALDAS ABETO,2019-03-26,12.31,1
9241,61397,ZAPATERO 2 BALDAS ABETO,2019-03-31,22.17,2
