,Reference,Name,Date,Net_Incomes,Units_sold
10324,64534,MUEBLE AUXILIAR BLANCO,2017-09-07,196.69,1
10325,64534,MUEBLE AUXILIAR BLANCO,2017-09-24,208.26,1
10326,64534,MUEBLE AUXILIAR BLANCO,2017-10-30,354.04,2
10327,64534,MUEBLE AUXILIAR BLANCO,2017-11-05,208.26,1
10328,64534,MUEBLE AUXILIAR BLANCO,2017-11-19,177.02,1
10329,64534,MUEBLE AUXILIAR BLANCO,2017-11-20,531.06,3
10330,64534,MUEBLE AUXILIAR BLANCO,2017-11-24,156.2,1
10331,64534,MUEBLE AUXILIAR BLANCO,2017-11-25,156.19,1
10332,64534,MUEBLE AUXILIAR BLANCO,2017-11-26,312.4,2
10333,64534,MUEBLE AUXILIAR BLANCO,2017-11-27,156.2,1
10334,64534,MUEBLE AUXILIAR BLANCO,2018-01-14,166.61,1
10335,64534,MUEBLE AUXILIAR BLANCO,2018-01-16,166.61,1
10336,64534,MUEBLE AUXILIAR BLANCO,2018-01-19,166.61,1
10337,64534,MUEBLE AUXILIAR BLANCO,2018-01-21,166.61,1
10338,64534,MUEBLE AUXILIAR BLANCO,2018-01-23,166.61,1
10339,64534,MUEBLE AUXILIAR BLANCO,2018-01-24,166.61,1
10340,64534,MUEBLE AUXILIAR BLANCO,2018-02-06,156.2,1
10341,64534,MUEBLE AUXILIAR BLANCO,2018-02-11,156.2,1
10342,64534,MUEBLE AUXILIAR BLANCO,2018-02-12,156.2,1
10343,64534,MUEBLE AUXILIAR BLANCO,2018-03-05,208.26,1
10344,64534,MUEBLE AUXILIAR BLANCO,2018-05-03,208.27,1
10345,64534,MUEBLE AUXILIAR BLANCO,2018-05-24,208.26,1
10346,64534,MUEBLE AUXILIAR BLANCO,2018-05-28,208.26,1
10347,64534,MUEBLE AUXILIAR BLANCO,2018-05-31,208.26,1
10348,64534,MUEBLE AUXILIAR BLANCO,2018-06-01,208.26,1
10349,64534,MUEBLE AUXILIAR BLANCO,2018-06-27,208.26,1
10350,64534,MUEBLE AUXILIAR BLANCO,2018-06-29,208.26,1
10351,64534,MUEBLE AUXILIAR BLANCO,2018-06-30,208.26,1
10352,64534,MUEBLE AUXILIAR BLANCO,2018-07-20,208.27,1
10353,64534,MUEBLE AUXILIAR BLANCO,2018-07-24,208.26,1
10354,64534,MUEBLE AUXILIAR BLANCO,2018-07-25,208.26,1
10355,64534,MUEBLE AUXILIAR BLANCO,2018-09-20,187.44,1
10356,64534,MUEBLE AUXILIAR BLANCO,2018-10-07,187.44,1
10357,64534,MUEBLE AUXILIAR BLANCO,2018-10-18,208.26,1
10358,64534,MUEBLE AUXILIAR BLANCO,2018-11-16,187.44,1
10359,64534,MUEBLE AUXILIAR BLANCO,2018-11-17,187.44,1
10360,64534,MUEBLE AUXILIAR BLANCO,2018-11-18,187.44,1
10361,64534,MUEBLE AUXILIAR BLANCO,2018-11-20,187.44,1
10362,64534,MUEBLE AUXILIAR BLANCO,2018-11-23,562.32,3
10363,64534,MUEBLE AUXILIAR BLANCO,2018-11-24,187.44,1
10364,64534,MUEBLE AUXILIAR BLANCO,2018-11-25,187.44,1
10365,64534,MUEBLE AUXILIAR BLANCO,2018-12-30,208.26,1
10366,64534,MUEBLE AUXILIAR BLANCO,2019-01-08,187.44,1
10367,64534,MUEBLE AUXILIAR BLANCO,2019-01-10,187.44,1
10368,64534,MUEBLE AUXILIAR BLANCO,2019-01-18,187.44,1
10369,64534,MUEBLE AUXILIAR BLANCO,2019-01-26,187.44,1
10370,64534,MUEBLE AUXILIAR BLANCO,2019-01-30,187.44,1
10371,64534,MUEBLE AUXILIAR BLANCO,2019-02-03,187.44,1
10372,64534,MUEBLE AUXILIAR BLANCO,2019-02-08,187.44,1
10373,64534,MUEBLE AUXILIAR BLANCO,2019-02-10,187.44,1
10374,64534,MUEBLE AUXILIAR BLANCO,2019-02-14,177.02,1
10375,64534,MUEBLE AUXILIAR BLANCO,2019-02-18,177.02,1
10376,64534,MUEBLE AUXILIAR BLANCO,2019-03-12,228.93,1
10377,64534,MUEBLE AUXILIAR BLANCO,2019-03-14,228.93,1
10378,64534,MUEBLE AUXILIAR BLANCO,2019-03-23,206.03,1
