,Reference,Name,Date,Net_Incomes,Units_sold
14512,89022,ALFOMBRA NATURAL BAMBÚ,2017-09-01,35.04,1
14513,89022,ALFOMBRA NATURAL BAMBÚ,2017-09-07,35.04,1
14514,89022,ALFOMBRA NATURAL BAMBÚ,2017-09-12,41.24,1
14515,89022,ALFOMBRA NATURAL BAMBÚ,2017-09-26,82.48,2
14516,89022,ALFOMBRA NATURAL BAMBÚ,2017-10-02,41.24,1
14517,89022,ALFOMBRA NATURAL BAMBÚ,2017-10-21,70.12,2
14518,89022,ALFOMBRA NATURAL BAMBÚ,2017-10-30,41.24,1
14519,89022,ALFOMBRA NATURAL BAMBÚ,2017-11-05,105.15,3
14520,89022,ALFOMBRA NATURAL BAMBÚ,2017-11-06,41.24,1
14521,89022,ALFOMBRA NATURAL BAMBÚ,2017-11-14,41.24,1
14522,89022,ALFOMBRA NATURAL BAMBÚ,2017-11-17,35.05,1
14523,89022,ALFOMBRA NATURAL BAMBÚ,2017-11-21,35.05,1
14524,89022,ALFOMBRA NATURAL BAMBÚ,2017-11-27,61.82,2
14525,89022,ALFOMBRA NATURAL BAMBÚ,2017-11-30,41.24,1
14526,89022,ALFOMBRA NATURAL BAMBÚ,2017-12-04,41.24,1
14527,89022,ALFOMBRA NATURAL BAMBÚ,2017-12-19,41.24,1
14528,89022,ALFOMBRA NATURAL BAMBÚ,2017-12-27,41.24,1
14529,89022,ALFOMBRA NATURAL BAMBÚ,2017-12-28,41.24,1
14530,89022,ALFOMBRA NATURAL BAMBÚ,2018-01-01,82.48,2
14531,89022,ALFOMBRA NATURAL BAMBÚ,2018-01-15,65.96,2
14532,89022,ALFOMBRA NATURAL BAMBÚ,2018-01-21,32.98,1
14533,89022,ALFOMBRA NATURAL BAMBÚ,2018-01-28,32.98,1
14534,89022,ALFOMBRA NATURAL BAMBÚ,2018-02-01,32.98,1
14535,89022,ALFOMBRA NATURAL BAMBÚ,2018-02-07,30.91,1
14536,89022,ALFOMBRA NATURAL BAMBÚ,2018-02-14,61.82,2
14537,89022,ALFOMBRA NATURAL BAMBÚ,2018-02-18,30.91,1
14538,89022,ALFOMBRA NATURAL BAMBÚ,2018-03-13,41.24,1
14539,89022,ALFOMBRA NATURAL BAMBÚ,2018-03-15,82.48,2
14540,89022,ALFOMBRA NATURAL BAMBÚ,2018-03-18,41.24,1
14541,89022,ALFOMBRA NATURAL BAMBÚ,2018-03-21,41.24,1
14542,89022,ALFOMBRA NATURAL BAMBÚ,2018-03-22,82.48,2
14543,89022,ALFOMBRA NATURAL BAMBÚ,2018-03-26,41.24,1
14544,89022,ALFOMBRA NATURAL BAMBÚ,2018-03-31,41.24,1
14545,89022,ALFOMBRA NATURAL BAMBÚ,2018-04-06,41.24,1
14546,89022,ALFOMBRA NATURAL BAMBÚ,2018-04-17,82.48,2
14547,89022,ALFOMBRA NATURAL BAMBÚ,2018-04-20,37.12,1
14548,89022,ALFOMBRA NATURAL BAMBÚ,2018-04-26,41.24,1
14549,89022,ALFOMBRA NATURAL BAMBÚ,2018-05-07,41.24,1
14550,89022,ALFOMBRA NATURAL BAMBÚ,2018-05-08,41.24,1
14551,89022,ALFOMBRA NATURAL BAMBÚ,2018-05-10,41.24,1
14552,89022,ALFOMBRA NATURAL BAMBÚ,2018-05-16,41.24,1
14553,89022,ALFOMBRA NATURAL BAMBÚ,2018-06-05,41.24,1
14554,89022,ALFOMBRA NATURAL BAMBÚ,2018-06-07,82.48,2
14555,89022,ALFOMBRA NATURAL BAMBÚ,2018-06-10,41.24,1
14556,89022,ALFOMBRA NATURAL BAMBÚ,2018-06-30,37.12,1
14557,89022,ALFOMBRA NATURAL BAMBÚ,2018-07-05,41.24,1
14558,89022,ALFOMBRA NATURAL BAMBÚ,2018-07-25,41.24,1
14559,89022,ALFOMBRA NATURAL BAMBÚ,2018-08-29,41.24,1
14560,89022,ALFOMBRA NATURAL BAMBÚ,2018-09-16,41.24,1
14561,89022,ALFOMBRA NATURAL BAMBÚ,2018-09-17,41.24,1
14562,89022,ALFOMBRA NATURAL BAMBÚ,2018-09-21,41.24,1
14563,89022,ALFOMBRA NATURAL BAMBÚ,2018-09-24,123.72,3
14564,89022,ALFOMBRA NATURAL BAMBÚ,2018-09-28,37.12,1
14565,89022,ALFOMBRA NATURAL BAMBÚ,2018-10-14,41.24,1
14566,89022,ALFOMBRA NATURAL BAMBÚ,2018-10-27,41.24,1
14567,89022,ALFOMBRA NATURAL BAMBÚ,2018-11-14,160.84,4
14568,89022,ALFOMBRA NATURAL BAMBÚ,2018-11-16,37.12,1
14569,89022,ALFOMBRA NATURAL BAMBÚ,2018-11-17,37.12,1
14570,89022,ALFOMBRA NATURAL BAMBÚ,2018-11-20,37.12,1
14571,89022,ALFOMBRA NATURAL BAMBÚ,2018-11-21,37.11,1
14572,89022,ALFOMBRA NATURAL BAMBÚ,2018-12-01,41.24,1
14573,89022,ALFOMBRA NATURAL BAMBÚ,2018-12-28,82.48,2
14574,89022,ALFOMBRA NATURAL BAMBÚ,2018-12-31,41.24,1
14575,89022,ALFOMBRA NATURAL BAMBÚ,2019-01-14,37.11,1
14576,89022,ALFOMBRA NATURAL BAMBÚ,2019-01-16,37.11,1
14577,89022,ALFOMBRA NATURAL BAMBÚ,2019-01-17,37.11,1
14578,89022,ALFOMBRA NATURAL BAMBÚ,2019-02-02,74.22,2
14579,89022,ALFOMBRA NATURAL BAMBÚ,2019-02-08,41.24,1
