,Reference,CatN1,CatN2,Date,Cat_Price,CPC_medio,Impressions,Clics,Cost,Conversions,All_Conversions,Ads_Income,Ads_Income_All,ROAS_Ads
0,93267,lámparas e iluminación,lámparas de mesa,2019-02-06,30,0.11,404,7,0.78,0.0,0.0,0.0,0.0,0.0
1,93267,lámparas e iluminación,lámparas de mesa,2018-10-05,30,0.22,2899,21,4.72,0.0,0.0,0.0,0.0,0.0
2,93267,lámparas e iluminación,lámparas de mesa,2019-02-13,30,0.05,406,1,0.05,0.0,0.0,0.0,0.0,0.0
3,93267,lámparas e iluminación,lámparas de mesa,2019-03-05,30,0.0,213,0,0.0,0.0,0.0,0.0,0.0,0.0
4,93267,lámparas e iluminación,lámparas de mesa,2019-01-24,30,0.24,325,3,0.73,0.0,0.0,0.0,0.0,0.0
5,93267,lámparas e iluminación,lámparas de mesa,2019-02-27,30,0.15,227,2,0.3,0.0,0.0,0.0,0.0,0.0
6,93267,lámparas e iluminación,lámparas de mesa,2019-01-07,30,0.0,447,0,0.0,0.0,0.0,0.0,0.0,0.0
7,93267,lámparas e iluminación,lámparas de mesa,2019-01-18,30,0.1,378,4,0.4,0.0,0.0,0.0,0.0,0.0
8,93267,lámparas e iluminación,lámparas de mesa,2019-01-20,30,0.04,601,1,0.04,0.0,0.0,0.0,0.0,0.0
9,93267,lámparas e iluminación,lámparas de mesa,2018-10-15,30,0.23,1484,9,2.04,0.0,0.0,0.0,0.0,0.0
10,93267,lámparas e iluminación,lámparas de mesa,2019-03-14,30,0.0,23,0,0.0,0.0,0.0,0.0,0.0,0.0
11,93267,lámparas e iluminación,lámparas de mesa,2018-10-12,30,0.28,1488,8,2.2,0.0,0.0,0.0,0.0,0.0
12,93267,lámparas e iluminación,lámparas de mesa,2019-01-09,30,0.3,308,1,0.3,0.0,0.0,0.0,0.0,0.0
13,93267,lámparas e iluminación,lámparas de mesa,2019-01-16,30,0.12,402,4,0.46,0.0,0.0,0.0,0.0,0.0
14,93267,lámparas e iluminación,lámparas de mesa,2019-02-16,30,0.08,400,5,0.42,0.0,0.0,0.0,0.0,0.0
15,93267,lámparas e iluminación,lámparas de mesa,2019-01-31,30,0.0,267,0,0.0,0.0,0.0,0.0,0.0,0.0
16,93267,lámparas e iluminación,lámparas de mesa,2019-02-12,30,0.07,492,4,0.27,1.0,2.0,42.4,84.8,157.04
17,93267,lámparas e iluminación,lámparas de mesa,2019-01-25,30,0.13,253,1,0.13,0.0,0.0,0.0,0.0,0.0
18,93267,lámparas e iluminación,lámparas de mesa,2019-02-01,30,0.14,275,2,0.29,0.0,0.0,0.0,0.0,0.0
19,93267,lámparas e iluminación,lámparas de mesa,2019-02-15,30,0.21,334,2,0.42,0.0,0.0,0.0,0.0,0.0
20,93267,lámparas e iluminación,lámparas de mesa,2019-03-28,30,0.0,152,0,0.0,0.0,0.0,0.0,0.0,0.0
21,93267,lámparas e iluminación,lámparas de mesa,2019-01-17,30,0.13,414,3,0.38,0.0,0.0,0.0,0.0,0.0
22,93267,lámparas e iluminación,lámparas de mesa,2019-02-09,30,0.11,235,2,0.22,0.0,0.0,0.0,0.0,0.0
23,93267,lámparas e iluminación,lámparas de mesa,2019-01-30,30,0.2,382,4,0.82,0.0,0.0,0.0,0.0,0.0
24,93267,lámparas e iluminación,lámparas de mesa,2019-03-03,30,0.12,246,2,0.23,0.0,0.0,0.0,0.0,0.0
25,93267,lámparas e iluminación,lámparas de mesa,2019-03-26,30,0.1,270,1,0.1,0.0,0.0,0.0,0.0,0.0
26,93267,lámparas e iluminación,lámparas de mesa,2019-02-17,30,0.19,595,5,0.96,0.0,0.0,0.0,0.0,0.0
27,93267,lámparas e iluminación,lámparas de mesa,2019-03-16,30,0.0,44,0,0.0,0.0,0.0,0.0,0.0,0.0
28,93267,lámparas e iluminación,lámparas de mesa,2019-02-25,30,0.0,287,0,0.0,0.0,0.0,0.0,0.0,0.0
29,93267,lámparas e iluminación,lámparas de mesa,2019-03-29,30,0.23,172,1,0.23,0.0,0.0,0.0,0.0,0.0
30,93267,lámparas e iluminación,lámparas de mesa,2019-02-02,30,0.06,320,2,0.13,0.0,0.0,0.0,0.0,0.0
31,93267,lámparas e iluminación,lámparas de mesa,2019-03-11,30,0.07,132,3,0.2,0.0,0.0,0.0,0.0,0.0
32,93267,lámparas e iluminación,lámparas de mesa,2019-02-04,30,0.17,506,1,0.17,0.0,0.0,0.0,0.0,0.0
33,93267,lámparas e iluminación,lámparas de mesa,2019-01-22,30,0.14,443,3,0.42,0.0,0.0,0.0,0.0,0.0
34,93267,lámparas e iluminación,lámparas de mesa,2019-02-26,30,0.14,232,2,0.28,0.0,0.0,0.0,0.0,0.0
35,93267,lámparas e iluminación,lámparas de mesa,2019-02-21,30,0.33,264,3,0.99,0.0,0.0,0.0,0.0,0.0
36,93267,lámparas e iluminación,lámparas de mesa,2019-03-12,30,0.0,112,0,0.0,0.0,0.0,0.0,0.0,0.0
37,93267,lámparas e iluminación,lámparas de mesa,2019-01-21,30,0.07,450,2,0.14,0.0,0.0,0.0,0.0,0.0
38,93267,lámparas e iluminación,lámparas de mesa,2019-01-12,30,0.14,489,3,0.42,0.0,0.0,0.0,0.0,0.0
39,93267,lámparas e iluminación,lámparas de mesa,2018-10-04,30,0.28,2011,8,2.22,0.0,0.0,0.0,0.0,0.0
40,93267,lámparas e iluminación,lámparas de mesa,2019-03-07,30,0.0,131,0,0.0,0.0,0.0,0.0,0.0,0.0
41,93267,lámparas e iluminación,lámparas de mesa,2019-02-07,30,0.12,315,3,0.37,0.0,0.0,0.0,0.0,0.0
42,93267,lámparas e iluminación,lámparas de mesa,2019-02-10,30,0.15,460,6,0.88,0.0,0.0,0.0,0.0,0.0
43,93267,lámparas e iluminación,lámparas de mesa,2019-01-26,30,0.0,265,0,0.0,0.0,0.0,0.0,0.0,0.0
44,93267,lámparas e iluminación,lámparas de mesa,2019-03-10,30,0.08,191,1,0.08,0.0,0.0,0.0,0.0,0.0
45,93267,lámparas e iluminación,lámparas de mesa,2019-01-11,30,0.04,177,2,0.08,0.0,0.0,0.0,0.0,0.0
46,93267,lámparas e iluminación,lámparas de mesa,2019-03-02,30,0.0,171,0,0.0,0.0,0.0,0.0,0.0,0.0
47,93267,lámparas e iluminación,lámparas de mesa,2019-03-06,30,0.0,172,0,0.0,0.0,0.0,0.0,0.0,0.0
48,93267,lámparas e iluminación,lámparas de mesa,2019-03-17,30,0.21,149,1,0.21,0.0,0.0,0.0,0.0,0.0
49,93267,lámparas e iluminación,lámparas de mesa,2019-01-13,30,0.23,752,3,0.68,0.0,0.0,0.0,0.0,0.0
50,93267,lámparas e iluminación,lámparas de mesa,2019-03-04,30,0.0,244,0,0.0,0.0,0.0,0.0,0.0,0.0
51,93267,lámparas e iluminación,lámparas de mesa,2019-03-25,30,0.12,240,2,0.23,0.0,0.0,0.0,0.0,0.0
52,93267,lámparas e iluminación,lámparas de mesa,2018-10-14,30,0.27,1116,12,3.26,0.0,2.0,0.0,0.0,0.0
53,93267,lámparas e iluminación,lámparas de mesa,2019-03-30,30,0.0,241,0,0.0,0.0,0.0,0.0,0.0,0.0
54,93267,lámparas e iluminación,lámparas de mesa,2019-02-14,30,0.12,439,1,0.12,0.0,0.0,0.0,0.0,0.0
55,93267,lámparas e iluminación,lámparas de mesa,2018-10-06,30,0.23,2623,16,3.69,0.67,1.67,75.06,75.06,20.34
56,93267,lámparas e iluminación,lámparas de mesa,2019-03-23,30,0.12,162,1,0.12,0.0,0.0,0.0,0.0,0.0
57,93267,lámparas e iluminación,lámparas de mesa,2019-01-10,30,0.3,284,1,0.3,0.0,0.0,0.0,0.0,0.0
58,93267,lámparas e iluminación,lámparas de mesa,2019-02-23,30,0.35,215,1,0.35,0.0,0.0,0.0,0.0,0.0
59,93267,lámparas e iluminación,lámparas de mesa,2019-03-15,30,0.09,53,1,0.09,0.0,0.0,0.0,0.0,0.0
60,93267,lámparas e iluminación,lámparas de mesa,2018-10-07,30,0.21,2156,9,1.87,0.0,0.0,0.0,0.0,0.0
61,93267,lámparas e iluminación,lámparas de mesa,2019-03-18,30,0.0,156,0,0.0,0.0,0.0,0.0,0.0,0.0
62,93267,lámparas e iluminación,lámparas de mesa,2019-03-08,30,0.16,99,3,0.47,0.0,0.0,0.0,0.0,0.0
63,93267,lámparas e iluminación,lámparas de mesa,2018-10-02,30,0.25,3507,25,6.14,0.0,3.0,0.0,0.0,0.0
64,93267,lámparas e iluminación,lámparas de mesa,2019-01-23,30,0.15,294,2,0.3,0.0,0.0,0.0,0.0,0.0
65,93267,lámparas e iluminación,lámparas de mesa,2019-01-28,30,0.14,575,5,0.68,0.0,0.0,0.0,0.0,0.0
66,93267,lámparas e iluminación,lámparas de mesa,2018-10-08,30,0.24,2500,16,3.89,0.0,0.0,0.0,0.0,0.0
67,93267,lámparas e iluminación,lámparas de mesa,2019-01-19,30,0.2,477,2,0.4,0.0,0.0,0.0,0.0,0.0
68,93267,lámparas e iluminación,lámparas de mesa,2018-10-13,30,0.38,1442,4,1.54,0.0,0.0,0.0,0.0,0.0
69,93267,lámparas e iluminación,lámparas de mesa,2018-10-01,30,0.27,2555,22,6.04,1.0,3.0,26.91,26.91,4.46
70,93267,lámparas e iluminación,lámparas de mesa,2019-02-24,30,0.18,328,7,1.24,0.0,0.0,0.0,0.0,0.0
71,93267,lámparas e iluminación,lámparas de mesa,2019-03-09,30,0.0,96,0,0.0,0.0,0.0,0.0,0.0,0.0
72,93267,lámparas e iluminación,lámparas de mesa,2019-01-14,30,0.28,569,2,0.55,1.0,2.0,22.4,44.8,40.73
73,93267,lámparas e iluminación,lámparas de mesa,2019-03-01,30,0.0,147,0,0.0,0.0,0.0,0.0,0.0,0.0
74,93267,lámparas e iluminación,lámparas de mesa,2018-10-16,30,0.19,608,4,0.75,0.0,0.0,0.0,0.0,0.0
75,93267,lámparas e iluminación,lámparas de mesa,2019-02-22,30,0.09,269,1,0.09,0.0,0.0,0.0,0.0,0.0
76,93267,lámparas e iluminación,lámparas de mesa,2019-02-19,30,0.18,497,6,1.07,0.0,0.0,0.0,0.0,0.0
