,Reference,CatN1,CatN2,Date,Cat_Price,CPC_medio,Impressions,Clics,Cost,Conversions,All_Conversions,Ads_Income,Ads_Income_All,ROAS_Ads
12711,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-11-26,60,0.21,1310,39,8.03,0.0,0.0,0.0,0.0,0.0
12712,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-11-13,80,0.14,799,23,3.17,0.0,0.0,0.0,0.0,0.0
12713,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-11-20,80,0.15,931,18,2.71,0.0,0.0,0.0,0.0,0.0
12714,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-11-21,60,0.13,677,22,2.92,0.0,0.0,0.0,0.0,0.0
12715,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-11-08,80,0.09,511,12,1.1,0.0,1.0,0.0,0.0,0.0
12716,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-10-28,80,0.15,557,14,2.13,0.11,0.11,6.88,6.88,3.23
12717,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-12-26,80,0.18,1091,26,4.79,0.0,0.0,0.0,0.0,0.0
12718,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-10-26,80,0.1,87,2,0.19,0.0,0.0,0.0,0.0,0.0
12719,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-11-18,80,0.12,1138,23,2.77,0.0,0.0,0.0,0.0,0.0
12720,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-10-23,80,0.0,20,0,0.0,0.0,0.0,0.0,0.0,0.0
12721,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-11-22,60,0.15,775,28,4.25,0.0,0.0,0.0,0.0,0.0
12722,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-11-02,80,0.12,324,9,1.09,0.0,1.0,0.0,142.56,0.0
12723,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-10-25,80,0.0,50,0,0.0,0.0,0.0,0.0,0.0,0.0
12724,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-10-27,80,0.2,391,8,1.57,0.0,0.0,0.0,0.0,0.0
12725,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-11-03,80,0.12,414,9,1.09,0.0,1.0,0.0,0.0,0.0
12726,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-11-27,60,0.0,9,0,0.0,0.0,0.0,0.0,0.0,0.0
12727,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-11-01,80,0.14,426,12,1.62,0.0,0.0,0.0,0.0,0.0
12728,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-11-25,60,0.19,1471,45,8.45,0.0,0.8,0.0,84.96,0.0
12729,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-11-05,80,0.15,504,12,1.77,0.0,0.0,0.0,0.0,0.0
12730,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-11-11,80,0.13,818,14,1.78,0.0,1.0,0.0,0.0,0.0
12731,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-11-06,80,0.13,634,11,1.38,0.0,0.0,0.0,0.0,0.0
12732,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-10-29,80,0.21,268,11,2.36,0.78,0.78,48.14,48.14,20.4
12733,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-11-10,80,0.13,585,13,1.71,0.0,0.0,0.0,0.0,0.0
12734,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-10-30,80,0.16,353,9,1.41,0.0,1.0,0.0,0.0,0.0
12735,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-11-12,80,0.11,670,19,2.07,0.0,0.0,0.0,0.0,0.0
12736,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-11-14,80,0.09,697,11,0.95,0.0,0.0,0.0,0.0,0.0
12737,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-11-04,80,0.17,498,12,2.06,0.0,1.0,0.0,0.0,0.0
12738,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-11-15,80,0.13,736,13,1.65,0.0,0.0,0.0,0.0,0.0
12739,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-11-21,80,0.19,145,3,0.56,0.0,0.0,0.0,0.0,0.0
12740,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-11-19,80,0.18,836,24,4.27,0.0,0.0,0.0,0.0,0.0
12741,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-11-07,80,0.1,504,7,0.67,0.0,1.0,0.0,0.0,0.0
12742,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-11-23,60,0.18,995,26,4.78,0.0,0.0,0.0,0.0,0.0
12743,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-10-24,80,0.0,14,0,0.0,0.0,0.0,0.0,0.0,0.0
12744,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-10-31,80,0.15,320,8,1.21,0.0,0.0,0.0,0.0,0.0
12745,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-11-09,80,0.1,479,7,0.69,0.0,0.0,0.0,0.0,0.0
12746,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-11-16,80,0.13,645,11,1.48,0.0,0.0,0.0,0.0,0.0
12747,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-12-24,80,0.31,16,1,0.31,0.0,0.0,0.0,0.0,0.0
12748,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-11-17,80,0.11,706,25,2.79,0.0,0.0,0.0,0.0,0.0
12749,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-12-27,80,0.25,243,3,0.74,0.0,0.0,0.0,0.0,0.0
12750,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-11-24,60,0.18,1263,28,4.98,0.0,0.0,0.0,0.0,0.0
12751,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-12-25,80,0.18,997,19,3.47,0.0,0.0,0.0,0.0,0.0
12752,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-03-07,80,0.14,900,12,1.66,0.0,0.0,0.0,0.0,0.0
12753,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-07-15,80,0.03,73,2,0.06,0.0,0.0,0.0,0.0,0.0
12754,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-06-03,80,0.0,62,0,0.0,0.0,0.0,0.0,0.0,0.0
12755,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-05-20,80,0.17,1422,44,7.68,0.0,0.0,0.0,0.0,0.0
12756,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-07-05,80,0.0,60,0,0.0,0.0,0.0,0.0,0.0,0.0
12757,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-06-05,80,0.04,57,1,0.04,0.0,0.0,0.0,0.0,0.0
12758,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-04-25,80,0.19,823,10,1.92,0.0,1.0,0.0,0.0,0.0
12759,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-03-29,80,0.16,1093,13,2.08,0.0,0.0,0.0,0.0,0.0
12760,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-05-25,80,0.04,46,3,0.13,0.0,0.0,0.0,0.0,0.0
12761,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-02-05,80,0.21,1323,31,6.44,0.0,2.0,0.0,0.0,0.0
12762,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-02-20,50,0.12,110,1,0.12,0.0,0.0,0.0,0.0,0.0
12763,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-02-12,50,0.1,974,26,2.67,0.0,0.0,0.0,0.0,0.0
12764,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-03-25,80,0.21,1566,24,5.12,1.0,3.0,61.9,61.9,12.09
12765,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-02-20,80,0.17,1203,17,2.87,0.0,1.0,0.0,0.0,0.0
12766,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-07-18,80,0.0,4,0,0.0,0.0,0.0,0.0,0.0,0.0
12767,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-04-17,80,0.23,949,9,2.03,0.0,0.0,0.0,0.0,0.0
12768,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-06-27,80,0.05,33,3,0.15,0.0,1.0,0.0,0.0,0.0
12769,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-03-08,80,0.14,648,17,2.4,0.0,2.0,0.0,0.0,0.0
12770,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-04-20,80,0.2,917,14,2.75,0.0,3.0,0.0,0.0,0.0
12771,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-07-14,80,0.04,46,3,0.13,0.0,0.0,0.0,0.0,0.0
12772,49809,decoración para tu casa,"faroles, portavelas y candelabros",2018-03-16,80,0.13,517,13,1.68,0.0,2.0,0.0,0.0,0.0
