,Reference,CatN1,CatN2,Date,Cat_Price,CPC_medio,Impressions,Clics,Cost,Conversions,All_Conversions,Ads_Income,Ads_Income_All,ROAS_Ads
5281,61118,baño,armarios de baño,2018-10-23,100,0.0,10,0,0.0,0.0,0.0,0.0,0.0,0.0
5282,61118,baño,armarios de baño,2019-02-18,80,0.18,576,3,0.53,0.0,0.0,0.0,0.0,0.0
5283,61118,baño,armarios de baño,2019-03-28,100,0.19,1581,11,2.14,0.5,1.49,45.45,135.44,21.2
5284,61118,baño,armarios de baño,2019-02-17,80,0.14,975,6,0.81,0.0,0.0,0.0,0.0,0.0
5285,61118,baño,armarios de baño,2019-01-13,100,0.24,1900,34,8.08,0.0,0.0,0.0,0.0,0.0
5286,61118,baño,armarios de baño,2018-11-11,100,0.28,1265,14,3.95,0.0,0.0,0.0,0.0,0.0
5287,61118,baño,armarios de baño,2019-01-29,100,0.07,168,1,0.07,0.0,0.0,0.0,0.0,0.0
5288,61118,baño,armarios de baño,2019-02-11,100,0.08,747,5,0.42,0.0,0.0,0.0,0.0,0.0
5289,61118,baño,armarios de baño,2018-11-24,100,0.44,498,9,3.96,0.0,0.0,0.0,0.0,0.0
5290,61118,baño,armarios de baño,2019-03-24,100,0.15,1505,12,1.84,0.0,0.0,0.0,0.0,0.0
5291,61118,baño,armarios de baño,2018-11-12,100,0.28,958,11,3.03,0.0,0.0,0.0,0.0,0.0
5292,61118,baño,armarios de baño,2018-10-04,100,0.1,356,7,0.67,0.0,0.0,0.0,0.0,0.0
5293,61118,baño,armarios de baño,2018-10-15,100,0.11,272,3,0.32,0.0,0.0,0.0,0.0,0.0
5294,61118,baño,armarios de baño,2019-03-06,100,0.23,1335,9,2.07,0.0,0.0,0.0,0.0,0.0
5295,61118,baño,armarios de baño,2019-02-06,100,0.18,333,3,0.54,0.0,0.0,0.0,0.0,0.0
5296,61118,baño,armarios de baño,2019-03-16,100,0.12,285,4,0.48,0.0,0.0,0.0,0.0,0.0
5297,61118,baño,armarios de baño,2019-03-21,100,0.25,587,3,0.76,0.0,0.0,0.0,0.0,0.0
5298,61118,baño,armarios de baño,2018-10-01,100,0.21,4927,63,13.28,0.0,1.0,0.0,0.0,0.0
5299,61118,baño,armarios de baño,2019-01-31,100,0.16,197,3,0.48,0.0,0.0,0.0,0.0,0.0
5300,61118,baño,armarios de baño,2018-11-13,100,0.34,1154,14,4.75,0.0,0.0,0.0,0.0,0.0
5301,61118,baño,armarios de baño,2019-02-08,100,0.0,324,0,0.0,0.0,0.0,0.0,0.0,0.0
5302,61118,baño,armarios de baño,2019-02-10,100,0.17,874,8,1.35,0.0,0.0,0.0,0.0,0.0
5303,61118,baño,armarios de baño,2018-10-16,100,0.1,261,5,0.5,0.0,0.0,0.0,0.0,0.0
5304,61118,baño,armarios de baño,2018-10-07,100,0.14,632,6,0.85,0.0,0.0,0.0,0.0,0.0
5305,61118,baño,armarios de baño,2019-02-13,100,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0
5306,61118,baño,armarios de baño,2019-01-15,100,0.22,3380,52,11.22,0.0,0.0,0.0,0.0,0.0
5307,61118,baño,armarios de baño,2018-11-02,100,0.21,500,10,2.07,0.0,0.0,0.0,0.0,0.0
5308,61118,baño,armarios de baño,2019-03-09,100,0.2,1200,6,1.19,0.0,0.0,0.0,0.0,0.0
5309,61118,baño,armarios de baño,2018-10-13,100,0.1,289,1,0.1,0.0,0.0,0.0,0.0,0.0
5310,61118,baño,armarios de baño,2019-01-16,100,0.2,2642,40,8.14,0.0,0.0,0.0,0.0,0.0
5311,61118,baño,armarios de baño,2018-10-27,100,0.21,276,5,1.05,0.0,0.0,0.0,0.0,0.0
5312,61118,baño,armarios de baño,2019-01-23,100,0.22,2238,26,5.62,0.0,0.0,0.0,0.0,0.0
5313,61118,baño,armarios de baño,2019-03-15,100,0.0,128,0,0.0,0.0,0.0,0.0,0.0,0.0
5314,61118,baño,armarios de baño,2018-10-19,100,0.0,69,0,0.0,0.0,0.0,0.0,0.0,0.0
5315,61118,baño,armarios de baño,2019-03-05,100,0.17,1195,10,1.73,0.0,0.0,0.0,0.0,0.0
5316,61118,baño,armarios de baño,2019-01-30,100,0.08,166,2,0.15,0.0,0.0,0.0,0.0,0.0
5317,61118,baño,armarios de baño,2019-02-23,80,0.19,1317,26,5.0,0.0,0.0,0.0,0.0,0.0
5318,61118,baño,armarios de baño,2018-11-08,100,0.21,2723,31,6.47,0.0,0.0,0.0,0.0,0.0
