,Reference,CatN1,CatN2,Date,Cat_Price,CPC_medio,Impressions,Clics,Cost,Conversions,All_Conversions,Ads_Income,Ads_Income_All,ROAS_Ads
6101,64531,muebles,"consolas, recibidores y tocadores",2018-12-27,200,0.43,2195,14,6.06,0.0,0.0,0.0,0.0,0.0
6102,64531,muebles,"consolas, recibidores y tocadores",2018-12-16,200,0.34,2755,29,9.97,0.0,0.0,0.0,0.0,0.0
6103,64531,muebles,"consolas, recibidores y tocadores",2019-03-04,200,0.4,2066,20,8.06,0.0,0.0,0.0,0.0,0.0
6104,64531,muebles,"consolas, recibidores y tocadores",2019-01-22,150,0.25,1682,11,2.73,0.0,0.0,0.0,0.0,0.0
6105,64531,muebles,"consolas, recibidores y tocadores",2019-01-03,200,0.33,874,9,3.01,0.0,0.0,0.0,0.0,0.0
6106,64531,muebles,"consolas, recibidores y tocadores",2018-12-01,200,0.38,1606,8,3.07,0.0,0.0,0.0,0.0,0.0
6107,64531,muebles,"consolas, recibidores y tocadores",2019-02-08,150,0.3,2443,20,5.99,0.0,0.0,0.0,0.0,0.0
6108,64531,muebles,"consolas, recibidores y tocadores",2019-02-15,150,0.27,1730,15,4.06,0.0,0.0,0.0,0.0,0.0
6109,64531,muebles,"consolas, recibidores y tocadores",2019-01-19,150,0.32,1967,22,6.97,1.0,2.0,145.8,291.6,20.92
6110,64531,muebles,"consolas, recibidores y tocadores",2018-10-27,200,0.25,5413,46,11.57,0.0,4.0,0.0,0.0,0.0
6111,64531,muebles,"consolas, recibidores y tocadores",2019-02-17,150,0.48,1309,10,4.81,0.0,0.0,0.0,0.0,0.0
6112,64531,muebles,"consolas, recibidores y tocadores",2018-12-12,200,0.31,2853,15,4.65,0.0,0.0,0.0,0.0,0.0
6113,64531,muebles,"consolas, recibidores y tocadores",2018-12-06,200,0.35,1933,15,5.26,0.0,0.0,0.0,0.0,0.0
6114,64531,muebles,"consolas, recibidores y tocadores",2018-11-07,200,0.26,3437,21,5.53,1.25,2.25,111.8,111.8,20.22
6115,64531,muebles,"consolas, recibidores y tocadores",2019-01-08,200,0.35,772,7,2.48,0.0,0.0,0.0,0.0,0.0
6116,64531,muebles,"consolas, recibidores y tocadores",2018-10-09,200,0.25,6871,34,8.49,0.17,1.17,27.0,27.0,3.18
6117,64531,muebles,"consolas, recibidores y tocadores",2018-11-27,200,0.36,1089,8,2.86,0.0,0.0,0.0,0.0,0.0
6118,64531,muebles,"consolas, recibidores y tocadores",2019-03-05,200,0.39,2151,11,4.3,0.0,0.0,0.0,0.0,0.0
6119,64531,muebles,"consolas, recibidores y tocadores",2018-10-12,200,0.26,7039,50,13.16,0.0,1.0,0.0,0.0,0.0
6120,64531,muebles,"consolas, recibidores y tocadores",2018-11-06,200,0.26,4050,23,6.07,0.0,2.0,0.0,0.0,0.0
6121,64531,muebles,"consolas, recibidores y tocadores",2019-02-04,150,0.3,1862,11,3.26,0.0,0.0,0.0,0.0,0.0
6122,64531,muebles,"consolas, recibidores y tocadores",2019-02-03,150,0.33,1678,17,5.65,0.0,0.0,0.0,0.0,0.0
6123,64531,muebles,"consolas, recibidores y tocadores",2019-03-30,200,0.23,498,8,1.87,0.0,0.0,0.0,0.0,0.0
6124,64531,muebles,"consolas, recibidores y tocadores",2018-12-05,200,0.34,2060,17,5.85,0.0,0.0,0.0,0.0,0.0
6125,64531,muebles,"consolas, recibidores y tocadores",2018-10-14,200,0.26,9345,55,14.22,0.0,1.0,0.0,0.0,0.0
6126,64531,muebles,"consolas, recibidores y tocadores",2019-03-22,200,0.37,1244,2,0.74,0.0,0.0,0.0,0.0,0.0
6127,64531,muebles,"consolas, recibidores y tocadores",2019-02-05,150,0.26,1672,24,6.3,0.0,0.0,0.0,0.0,0.0
6128,64531,muebles,"consolas, recibidores y tocadores",2018-10-23,200,0.25,4290,30,7.48,0.0,2.0,0.0,0.0,0.0
6129,64531,muebles,"consolas, recibidores y tocadores",2019-03-08,200,0.25,1924,15,3.71,0.0,0.0,0.0,0.0,0.0
6130,64531,muebles,"consolas, recibidores y tocadores",2018-10-26,200,0.27,4953,35,9.37,0.0,1.0,0.0,0.0,0.0
6131,64531,muebles,"consolas, recibidores y tocadores",2019-01-25,150,0.27,1750,11,2.97,0.5,1.0,96.85,193.7,32.61
6132,64531,muebles,"consolas, recibidores y tocadores",2018-12-02,200,0.41,1617,9,3.67,0.0,0.0,0.0,0.0,0.0
6133,64531,muebles,"consolas, recibidores y tocadores",2019-03-19,200,0.26,1742,10,2.63,0.0,0.0,0.0,0.0,0.0
6134,64531,muebles,"consolas, recibidores y tocadores",2019-02-16,150,0.4,1055,14,5.55,0.0,0.0,0.0,0.0,0.0
6135,64531,muebles,"consolas, recibidores y tocadores",2019-02-24,150,0.34,2541,13,4.37,0.0,0.0,0.0,0.0,0.0
6136,64531,muebles,"consolas, recibidores y tocadores",2019-02-13,150,0.33,2099,19,6.33,0.0,0.0,0.0,0.0,0.0
6137,64531,muebles,"consolas, recibidores y tocadores",2018-10-28,200,0.28,9607,76,21.03,0.17,3.17,27.0,27.0,1.28
6138,64531,muebles,"consolas, recibidores y tocadores",2019-01-28,150,0.26,1379,13,3.37,0.0,0.0,0.0,0.0,0.0
6139,64531,muebles,"consolas, recibidores y tocadores",2019-02-14,150,0.32,1441,19,6.02,1.0,1.0,137.7,137.7,22.87
6140,64531,muebles,"consolas, recibidores y tocadores",2018-12-04,200,0.36,1437,15,5.46,0.0,0.0,0.0,0.0,0.0
6141,64531,muebles,"consolas, recibidores y tocadores",2019-03-25,200,0.24,1283,14,3.41,0.0,0.0,0.0,0.0,0.0
6142,64531,muebles,"consolas, recibidores y tocadores",2018-12-18,200,0.36,2909,28,10.22,0.33,0.93,54.0,151.2,5.28
6143,64531,muebles,"consolas, recibidores y tocadores",2018-12-29,200,0.36,2677,19,6.93,0.0,0.0,0.0,0.0,0.0
6144,64531,muebles,"consolas, recibidores y tocadores",2018-10-25,200,0.23,4416,40,9.33,0.0,0.01,0.0,0.98,0.0
6145,64531,muebles,"consolas, recibidores y tocadores",2019-02-18,150,0.3,1474,12,3.66,0.0,0.0,0.0,0.0,0.0
6146,64531,muebles,"consolas, recibidores y tocadores",2018-11-26,150,0.55,8033,73,40.39,0.0,0.0,0.0,0.0,0.0
6147,64531,muebles,"consolas, recibidores y tocadores",2018-11-12,200,0.36,4654,35,12.7,1.0,3.4,360.0,736.16,28.35
6148,64531,muebles,"consolas, recibidores y tocadores",2018-10-30,200,0.29,2038,9,2.61,0.0,1.0,0.0,0.0,0.0
6149,64531,muebles,"consolas, recibidores y tocadores",2018-11-29,200,0.34,1795,5,1.71,0.0,0.0,0.0,0.0,0.0
6150,64531,muebles,"consolas, recibidores y tocadores",2019-03-14,200,0.0,60,0,0.0,0.0,0.0,0.0,0.0,0.0
6151,64531,muebles,"consolas, recibidores y tocadores",2019-01-21,150,0.25,2222,15,3.82,0.0,0.0,0.0,0.0,0.0
6152,64531,muebles,"consolas, recibidores y tocadores",2018-10-04,200,0.25,7132,48,12.21,0.0,1.0,0.0,0.0,0.0
6153,64531,muebles,"consolas, recibidores y tocadores",2018-10-31,200,0.26,2735,18,4.62,0.0,1.0,0.0,0.0,0.0
6154,64531,muebles,"consolas, recibidores y tocadores",2018-12-28,200,0.41,2020,25,10.2,0.0,0.0,0.0,0.0,0.0
6155,64531,muebles,"consolas, recibidores y tocadores",2019-01-20,150,0.27,1775,21,5.67,1.0,1.0,145.8,145.8,25.71
6156,64531,muebles,"consolas, recibidores y tocadores",2019-01-14,150,0.29,2791,26,7.64,0.0,0.0,0.0,0.0,0.0
6157,64531,muebles,"consolas, recibidores y tocadores",2018-11-04,200,0.27,3760,24,6.44,0.0,0.0,0.0,0.0,0.0
6158,64531,muebles,"consolas, recibidores y tocadores",2018-11-16,200,0.36,4806,37,13.35,0.4,0.87,48.06,104.13,3.6
6159,64531,muebles,"consolas, recibidores y tocadores",2018-12-14,200,0.39,2297,23,8.89,0.29,0.29,56.57,56.57,6.36
6160,64531,muebles,"consolas, recibidores y tocadores",2018-10-18,200,0.24,4382,21,4.95,0.0,2.07,0.0,3.35,0.0
6161,64531,muebles,"consolas, recibidores y tocadores",2019-02-25,150,0.34,1256,9,3.02,0.0,0.0,0.0,0.0,0.0
6162,64531,muebles,"consolas, recibidores y tocadores",2018-11-24,150,0.59,7057,57,33.42,0.0,0.0,0.0,0.0,0.0
6163,64531,muebles,"consolas, recibidores y tocadores",2018-10-20,200,0.27,5137,25,6.63,0.0,1.0,0.0,0.0,0.0
6164,64531,muebles,"consolas, recibidores y tocadores",2018-11-02,200,0.23,2782,17,3.99,0.2,5.2,11.98,11.98,3.0
6165,64531,muebles,"consolas, recibidores y tocadores",2018-11-03,200,0.26,3924,24,6.13,1.0,2.42,162.0,222.75,26.43
6166,64531,muebles,"consolas, recibidores y tocadores",2018-11-21,200,0.34,1060,8,2.75,0.0,0.0,0.0,0.0,0.0
6167,64531,muebles,"consolas, recibidores y tocadores",2018-10-02,200,0.26,8494,44,11.56,0.66,1.66,117.61,117.61,10.17
6168,64531,muebles,"consolas, recibidores y tocadores",2019-01-23,150,0.31,1474,16,4.93,0.0,0.0,0.0,0.0,0.0
6169,64531,muebles,"consolas, recibidores y tocadores",2018-11-14,200,0.31,4188,31,9.57,0.5,1.03,72.17,247.98,7.54
6170,64531,muebles,"consolas, recibidores y tocadores",2018-10-05,200,0.25,6376,37,9.15,0.0,2.0,0.0,0.0,0.0
6171,64531,muebles,"consolas, recibidores y tocadores",2019-03-26,200,0.37,967,8,2.98,0.0,0.0,0.0,0.0,0.0
6172,64531,muebles,"consolas, recibidores y tocadores",2018-10-11,200,0.26,5089,32,8.28,0.0,2.0,0.0,0.0,0.0
6173,64531,muebles,"consolas, recibidores y tocadores",2018-11-28,200,0.37,1115,16,5.92,0.0,0.0,0.0,0.0,0.0
6174,64531,muebles,"consolas, recibidores y tocadores",2018-11-05,200,0.25,3943,24,5.9,0.0,2.0,0.0,0.0,0.0
6175,64531,muebles,"consolas, recibidores y tocadores",2019-03-10,200,0.26,2200,16,4.08,0.0,0.0,0.0,0.0,0.0
6176,64531,muebles,"consolas, recibidores y tocadores",2018-12-17,200,0.34,4517,34,11.69,0.0,0.0,0.0,0.0,0.0
6177,64531,muebles,"consolas, recibidores y tocadores",2019-01-31,150,0.3,989,11,3.33,0.0,0.0,0.0,0.0,0.0
6178,64531,muebles,"consolas, recibidores y tocadores",2018-11-18,200,0.32,7409,57,18.3,0.0,1.05,0.0,116.99,0.0
6179,64531,muebles,"consolas, recibidores y tocadores",2019-03-27,200,0.26,1409,10,2.58,0.0,0.0,0.0,0.0,0.0
6180,64531,muebles,"consolas, recibidores y tocadores",2019-02-25,200,0.31,1732,15,4.69,0.0,0.0,0.0,0.0,0.0
6181,64531,muebles,"consolas, recibidores y tocadores",2018-11-09,200,0.3,3994,28,8.31,0.0,2.0,0.0,0.0,0.0
6182,64531,muebles,"consolas, recibidores y tocadores",2018-12-10,200,0.36,2019,15,5.33,0.0,0.0,0.0,0.0,0.0
6183,64531,muebles,"consolas, recibidores y tocadores",2019-01-07,200,0.41,2793,20,8.16,0.0,0.4,0.0,90.72,0.0
6184,64531,muebles,"consolas, recibidores y tocadores",2019-01-08,150,0.4,816,9,3.64,0.0,0.0,0.0,0.0,0.0
6185,64531,muebles,"consolas, recibidores y tocadores",2018-12-26,200,0.37,2752,25,9.15,0.0,0.0,0.0,0.0,0.0
6186,64531,muebles,"consolas, recibidores y tocadores",2018-10-21,200,0.28,6918,50,13.76,0.6,1.6,35.94,35.94,2.61
6187,64531,muebles,"consolas, recibidores y tocadores",2019-03-03,200,0.38,2081,19,7.28,0.0,0.0,0.0,0.0,0.0
6188,64531,muebles,"consolas, recibidores y tocadores",2018-11-08,200,0.29,3647,19,5.43,0.0,0.0,0.0,0.0,0.0
6189,64531,muebles,"consolas, recibidores y tocadores",2018-12-13,200,0.36,3028,26,9.48,0.5,1.0,101.97,203.94,10.76
6190,64531,muebles,"consolas, recibidores y tocadores",2018-11-17,200,0.32,5936,39,12.51,0.0,0.0,0.0,0.0,0.0
6191,64531,muebles,"consolas, recibidores y tocadores",2019-03-07,200,0.29,1839,16,4.71,0.0,0.0,0.0,0.0,0.0
6192,64531,muebles,"consolas, recibidores y tocadores",2018-11-10,200,0.27,5422,52,14.27,0.0,2.0,0.0,0.0,0.0
6193,64531,muebles,"consolas, recibidores y tocadores",2018-10-01,200,0.31,7384,47,14.59,0.0,2.0,0.0,0.0,0.0
